"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,978,"2022-03-12","2022-03-07"
"PL","1 wk ahead inc death","quantile",0.025,289,"2022-03-12","2022-03-07"
"PL","1 wk ahead inc death","quantile",0.25,753,"2022-03-12","2022-03-07"
"PL","1 wk ahead inc death","quantile",0.75,1243,"2022-03-12","2022-03-07"
"PL","1 wk ahead inc death","quantile",0.975,3568,"2022-03-12","2022-03-07"
"PL","2 wk ahead inc death","point",NA,780,"2022-03-19","2022-03-07"
"PL","2 wk ahead inc death","quantile",0.025,65,"2022-03-19","2022-03-07"
"PL","2 wk ahead inc death","quantile",0.25,435,"2022-03-19","2022-03-07"
"PL","2 wk ahead inc death","quantile",0.75,1155,"2022-03-19","2022-03-07"
"PL","2 wk ahead inc death","quantile",0.975,6049,"2022-03-19","2022-03-07"
