"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,51,"2021-07-24","2021-07-19"
"PL","1 wk ahead inc death","quantile",0.025,15,"2021-07-24","2021-07-19"
"PL","1 wk ahead inc death","quantile",0.25,39,"2021-07-24","2021-07-19"
"PL","1 wk ahead inc death","quantile",0.75,65,"2021-07-24","2021-07-19"
"PL","1 wk ahead inc death","quantile",0.975,187,"2021-07-24","2021-07-19"
"PL","2 wk ahead inc death","point",NA,47,"2021-07-31","2021-07-19"
"PL","2 wk ahead inc death","quantile",0.025,4,"2021-07-31","2021-07-19"
"PL","2 wk ahead inc death","quantile",0.25,26,"2021-07-31","2021-07-19"
"PL","2 wk ahead inc death","quantile",0.75,70,"2021-07-31","2021-07-19"
"PL","2 wk ahead inc death","quantile",0.975,368,"2021-07-31","2021-07-19"
