"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc case","point",NA,131944,"2021-05-01","2021-04-26"
"GM","1 wk ahead inc case","quantile",0.025,38923,"2021-05-01","2021-04-26"
"GM","1 wk ahead inc case","quantile",0.25,101597,"2021-05-01","2021-04-26"
"GM","1 wk ahead inc case","quantile",0.75,167701,"2021-05-01","2021-04-26"
"GM","1 wk ahead inc case","quantile",0.975,481199,"2021-05-01","2021-04-26"
"GM","2 wk ahead inc case","point",NA,130060,"2021-05-08","2021-04-26"
"GM","2 wk ahead inc case","quantile",0.025,10795,"2021-05-08","2021-04-26"
"GM","2 wk ahead inc case","quantile",0.25,72443,"2021-05-08","2021-04-26"
"GM","2 wk ahead inc case","quantile",0.75,192489,"2021-05-08","2021-04-26"
"GM","2 wk ahead inc case","quantile",0.975,1008486,"2021-05-08","2021-04-26"
