"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc death","point",NA,1162,"2022-03-12","2022-03-07"
"GM","1 wk ahead inc death","quantile",0.025,343,"2022-03-12","2022-03-07"
"GM","1 wk ahead inc death","quantile",0.25,895,"2022-03-12","2022-03-07"
"GM","1 wk ahead inc death","quantile",0.75,1477,"2022-03-12","2022-03-07"
"GM","1 wk ahead inc death","quantile",0.975,4238,"2022-03-12","2022-03-07"
"GM","2 wk ahead inc death","point",NA,1021,"2022-03-19","2022-03-07"
"GM","2 wk ahead inc death","quantile",0.025,85,"2022-03-19","2022-03-07"
"GM","2 wk ahead inc death","quantile",0.25,569,"2022-03-19","2022-03-07"
"GM","2 wk ahead inc death","quantile",0.75,1511,"2022-03-19","2022-03-07"
"GM","2 wk ahead inc death","quantile",0.975,7917,"2022-03-19","2022-03-07"
