"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc death","point",NA,92,"2021-08-14","2021-08-09"
"GM","1 wk ahead inc death","quantile",0.025,27,"2021-08-14","2021-08-09"
"GM","1 wk ahead inc death","quantile",0.25,71,"2021-08-14","2021-08-09"
"GM","1 wk ahead inc death","quantile",0.75,117,"2021-08-14","2021-08-09"
"GM","1 wk ahead inc death","quantile",0.975,336,"2021-08-14","2021-08-09"
"GM","2 wk ahead inc death","point",NA,86,"2021-08-21","2021-08-09"
"GM","2 wk ahead inc death","quantile",0.025,7,"2021-08-21","2021-08-09"
"GM","2 wk ahead inc death","quantile",0.25,48,"2021-08-21","2021-08-09"
"GM","2 wk ahead inc death","quantile",0.75,127,"2021-08-21","2021-08-09"
"GM","2 wk ahead inc death","quantile",0.975,667,"2021-08-21","2021-08-09"
