"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,157800,"2021-12-04","2021-11-29"
"PL","1 wk ahead inc case","quantile",0.025,46551,"2021-12-04","2021-11-29"
"PL","1 wk ahead inc case","quantile",0.25,121506,"2021-12-04","2021-11-29"
"PL","1 wk ahead inc case","quantile",0.75,200564,"2021-12-04","2021-11-29"
"PL","1 wk ahead inc case","quantile",0.975,575497,"2021-12-04","2021-11-29"
"PL","2 wk ahead inc case","point",NA,135472,"2021-12-11","2021-11-29"
"PL","2 wk ahead inc case","quantile",0.025,11244,"2021-12-11","2021-11-29"
"PL","2 wk ahead inc case","quantile",0.25,75458,"2021-12-11","2021-11-29"
"PL","2 wk ahead inc case","quantile",0.75,200498,"2021-12-11","2021-11-29"
"PL","2 wk ahead inc case","quantile",0.975,1050447,"2021-12-11","2021-11-29"
