"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,92262,"2022-02-26","2022-02-21"
"PL","1 wk ahead inc case","quantile",0.025,27217,"2022-02-26","2022-02-21"
"PL","1 wk ahead inc case","quantile",0.25,71042,"2022-02-26","2022-02-21"
"PL","1 wk ahead inc case","quantile",0.75,117265,"2022-02-26","2022-02-21"
"PL","1 wk ahead inc case","quantile",0.975,336478,"2022-02-26","2022-02-21"
"PL","2 wk ahead inc case","point",NA,57212,"2022-03-05","2022-02-21"
"PL","2 wk ahead inc case","quantile",0.025,4749,"2022-03-05","2022-02-21"
"PL","2 wk ahead inc case","quantile",0.25,31867,"2022-03-05","2022-02-21"
"PL","2 wk ahead inc case","quantile",0.75,84674,"2022-03-05","2022-02-21"
"PL","2 wk ahead inc case","quantile",0.975,443624,"2022-03-05","2022-02-21"
