"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,1198,"2022-07-02","2022-06-27"
"PL","1 wk ahead inc case","quantile",0.025,354,"2022-07-02","2022-06-27"
"PL","1 wk ahead inc case","quantile",0.25,923,"2022-07-02","2022-06-27"
"PL","1 wk ahead inc case","quantile",0.75,1523,"2022-07-02","2022-06-27"
"PL","1 wk ahead inc case","quantile",0.975,4370,"2022-07-02","2022-06-27"
"PL","2 wk ahead inc case","point",NA,1121,"2022-07-09","2022-06-27"
"PL","2 wk ahead inc case","quantile",0.025,93,"2022-07-09","2022-06-27"
"PL","2 wk ahead inc case","quantile",0.25,624,"2022-07-09","2022-06-27"
"PL","2 wk ahead inc case","quantile",0.75,1658,"2022-07-09","2022-06-27"
"PL","2 wk ahead inc case","quantile",0.975,8689,"2022-07-09","2022-06-27"
