"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc case","point",NA,36470,"2021-05-22","2021-05-17"
"GM","1 wk ahead inc case","quantile",0.025,10759,"2021-05-22","2021-05-17"
"GM","1 wk ahead inc case","quantile",0.25,28082,"2021-05-22","2021-05-17"
"GM","1 wk ahead inc case","quantile",0.75,46353,"2021-05-22","2021-05-17"
"GM","1 wk ahead inc case","quantile",0.975,133005,"2021-05-22","2021-05-17"
"GM","2 wk ahead inc case","point",NA,21084,"2021-05-29","2021-05-17"
"GM","2 wk ahead inc case","quantile",0.025,1750,"2021-05-29","2021-05-17"
"GM","2 wk ahead inc case","quantile",0.25,11744,"2021-05-29","2021-05-17"
"GM","2 wk ahead inc case","quantile",0.75,31204,"2021-05-29","2021-05-17"
"GM","2 wk ahead inc case","quantile",0.975,163484,"2021-05-29","2021-05-17"
