"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,45794,"2021-05-01","2021-04-26"
"PL","1 wk ahead inc case","quantile",0.025,13509,"2021-05-01","2021-04-26"
"PL","1 wk ahead inc case","quantile",0.25,35262,"2021-05-01","2021-04-26"
"PL","1 wk ahead inc case","quantile",0.75,58205,"2021-05-01","2021-04-26"
"PL","1 wk ahead inc case","quantile",0.975,167012,"2021-05-01","2021-04-26"
"PL","2 wk ahead inc case","point",NA,26970,"2021-05-08","2021-04-26"
"PL","2 wk ahead inc case","quantile",0.025,2238,"2021-05-08","2021-04-26"
"PL","2 wk ahead inc case","quantile",0.25,15022,"2021-05-08","2021-04-26"
"PL","2 wk ahead inc case","quantile",0.75,39915,"2021-05-08","2021-04-26"
"PL","2 wk ahead inc case","quantile",0.975,209124,"2021-05-08","2021-04-26"
