"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc case","point",NA,1025270,"2022-03-12","2022-03-07"
"GM","1 wk ahead inc case","quantile",0.025,302455,"2022-03-12","2022-03-07"
"GM","1 wk ahead inc case","quantile",0.25,789458,"2022-03-12","2022-03-07"
"GM","1 wk ahead inc case","quantile",0.75,1303118,"2022-03-12","2022-03-07"
"GM","1 wk ahead inc case","quantile",0.975,3739159,"2022-03-12","2022-03-07"
"GM","2 wk ahead inc case","point",NA,899053,"2022-03-19","2022-03-07"
"GM","2 wk ahead inc case","quantile",0.025,74621,"2022-03-19","2022-03-07"
"GM","2 wk ahead inc case","quantile",0.25,500773,"2022-03-19","2022-03-07"
"GM","2 wk ahead inc case","quantile",0.75,1330598,"2022-03-19","2022-03-07"
"GM","2 wk ahead inc case","quantile",0.975,6971257,"2022-03-19","2022-03-07"
