"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc death","point",NA,936,"2022-02-05","2022-01-31"
"GM","1 wk ahead inc death","quantile",0.025,276,"2022-02-05","2022-01-31"
"GM","1 wk ahead inc death","quantile",0.25,721,"2022-02-05","2022-01-31"
"GM","1 wk ahead inc death","quantile",0.75,1190,"2022-02-05","2022-01-31"
"GM","1 wk ahead inc death","quantile",0.975,3414,"2022-02-05","2022-01-31"
"GM","2 wk ahead inc death","point",NA,767,"2022-02-12","2022-01-31"
"GM","2 wk ahead inc death","quantile",0.025,64,"2022-02-12","2022-01-31"
"GM","2 wk ahead inc death","quantile",0.25,427,"2022-02-12","2022-01-31"
"GM","2 wk ahead inc death","quantile",0.75,1135,"2022-02-12","2022-01-31"
"GM","2 wk ahead inc death","quantile",0.975,5945,"2022-02-12","2022-01-31"
