"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,623,"2021-07-24","2021-07-19"
"PL","1 wk ahead inc case","quantile",0.025,184,"2021-07-24","2021-07-19"
"PL","1 wk ahead inc case","quantile",0.25,480,"2021-07-24","2021-07-19"
"PL","1 wk ahead inc case","quantile",0.75,792,"2021-07-24","2021-07-19"
"PL","1 wk ahead inc case","quantile",0.975,2273,"2021-07-24","2021-07-19"
"PL","2 wk ahead inc case","point",NA,638,"2021-07-31","2021-07-19"
"PL","2 wk ahead inc case","quantile",0.025,53,"2021-07-31","2021-07-19"
"PL","2 wk ahead inc case","quantile",0.25,355,"2021-07-31","2021-07-19"
"PL","2 wk ahead inc case","quantile",0.75,944,"2021-07-31","2021-07-19"
"PL","2 wk ahead inc case","quantile",0.975,4948,"2021-07-31","2021-07-19"
