"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,17264,"2021-05-15","2021-05-10"
"PL","1 wk ahead inc case","quantile",0.025,5093,"2021-05-15","2021-05-10"
"PL","1 wk ahead inc case","quantile",0.25,13294,"2021-05-15","2021-05-10"
"PL","1 wk ahead inc case","quantile",0.75,21943,"2021-05-15","2021-05-10"
"PL","1 wk ahead inc case","quantile",0.975,62963,"2021-05-15","2021-05-10"
"PL","2 wk ahead inc case","point",NA,9948,"2021-05-22","2021-05-10"
"PL","2 wk ahead inc case","quantile",0.025,826,"2021-05-22","2021-05-10"
"PL","2 wk ahead inc case","quantile",0.25,5541,"2021-05-22","2021-05-10"
"PL","2 wk ahead inc case","quantile",0.75,14723,"2021-05-22","2021-05-10"
"PL","2 wk ahead inc case","quantile",0.975,77139,"2021-05-22","2021-05-10"
