"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc death","point",NA,644,"2022-01-29","2022-01-24"
"GM","1 wk ahead inc death","quantile",0.025,190,"2022-01-29","2022-01-24"
"GM","1 wk ahead inc death","quantile",0.25,496,"2022-01-29","2022-01-24"
"GM","1 wk ahead inc death","quantile",0.75,818,"2022-01-29","2022-01-24"
"GM","1 wk ahead inc death","quantile",0.975,2348,"2022-01-29","2022-01-24"
"GM","2 wk ahead inc death","point",NA,352,"2022-02-05","2022-01-24"
"GM","2 wk ahead inc death","quantile",0.025,29,"2022-02-05","2022-01-24"
"GM","2 wk ahead inc death","quantile",0.25,196,"2022-02-05","2022-01-24"
"GM","2 wk ahead inc death","quantile",0.75,521,"2022-02-05","2022-01-24"
"GM","2 wk ahead inc death","quantile",0.975,2730,"2022-02-05","2022-01-24"
