"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,334674,"2022-01-29","2022-01-24"
"PL","1 wk ahead inc case","quantile",0.025,98729,"2022-01-29","2022-01-24"
"PL","1 wk ahead inc case","quantile",0.25,257699,"2022-01-29","2022-01-24"
"PL","1 wk ahead inc case","quantile",0.75,425371,"2022-01-29","2022-01-24"
"PL","1 wk ahead inc case","quantile",0.975,1220557,"2022-01-29","2022-01-24"
"PL","2 wk ahead inc case","point",NA,510382,"2022-02-05","2022-01-24"
"PL","2 wk ahead inc case","quantile",0.025,42362,"2022-02-05","2022-01-24"
"PL","2 wk ahead inc case","quantile",0.25,284283,"2022-02-05","2022-01-24"
"PL","2 wk ahead inc case","quantile",0.75,755366,"2022-02-05","2022-01-24"
"PL","2 wk ahead inc case","quantile",0.975,3957503,"2022-02-05","2022-01-24"
