"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc death","point",NA,2464,"2021-12-04","2021-11-29"
"GM","1 wk ahead inc death","quantile",0.025,727,"2021-12-04","2021-11-29"
"GM","1 wk ahead inc death","quantile",0.25,1897,"2021-12-04","2021-11-29"
"GM","1 wk ahead inc death","quantile",0.75,3131,"2021-12-04","2021-11-29"
"GM","1 wk ahead inc death","quantile",0.975,8985,"2021-12-04","2021-11-29"
"GM","2 wk ahead inc death","point",NA,3117,"2021-12-11","2021-11-29"
"GM","2 wk ahead inc death","quantile",0.025,259,"2021-12-11","2021-11-29"
"GM","2 wk ahead inc death","quantile",0.25,1736,"2021-12-11","2021-11-29"
"GM","2 wk ahead inc death","quantile",0.75,4613,"2021-12-11","2021-11-29"
"GM","2 wk ahead inc death","quantile",0.975,24167,"2021-12-11","2021-11-29"
