"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc case","point",NA,949828,"2022-01-29","2022-01-24"
"GM","1 wk ahead inc case","quantile",0.025,280199,"2022-01-29","2022-01-24"
"GM","1 wk ahead inc case","quantile",0.25,731367,"2022-01-29","2022-01-24"
"GM","1 wk ahead inc case","quantile",0.75,1207231,"2022-01-29","2022-01-24"
"GM","1 wk ahead inc case","quantile",0.975,3464022,"2022-01-29","2022-01-24"
"GM","2 wk ahead inc case","point",NA,1064031,"2022-02-05","2022-01-24"
"GM","2 wk ahead inc case","quantile",0.025,88315,"2022-02-05","2022-01-24"
"GM","2 wk ahead inc case","quantile",0.25,592665,"2022-02-05","2022-01-24"
"GM","2 wk ahead inc case","quantile",0.75,1574766,"2022-02-05","2022-01-24"
"GM","2 wk ahead inc case","quantile",0.975,8250497,"2022-02-05","2022-01-24"
