"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc case","point",NA,61294,"2021-05-29","2021-05-24"
"GM","1 wk ahead inc case","quantile",0.025,18082,"2021-05-29","2021-05-24"
"GM","1 wk ahead inc case","quantile",0.25,47196,"2021-05-29","2021-05-24"
"GM","1 wk ahead inc case","quantile",0.75,77905,"2021-05-29","2021-05-24"
"GM","1 wk ahead inc case","quantile",0.975,223540,"2021-05-29","2021-05-24"
"GM","2 wk ahead inc case","point",NA,56486,"2021-06-05","2021-05-24"
"GM","2 wk ahead inc case","quantile",0.025,4688,"2021-06-05","2021-05-24"
"GM","2 wk ahead inc case","quantile",0.25,31463,"2021-06-05","2021-05-24"
"GM","2 wk ahead inc case","quantile",0.75,83599,"2021-06-05","2021-05-24"
"GM","2 wk ahead inc case","quantile",0.975,437992,"2021-06-05","2021-05-24"
