"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,3261,"2022-01-08","2022-01-03"
"PL","1 wk ahead inc death","quantile",0.025,962,"2022-01-08","2022-01-03"
"PL","1 wk ahead inc death","quantile",0.25,2511,"2022-01-08","2022-01-03"
"PL","1 wk ahead inc death","quantile",0.75,4144,"2022-01-08","2022-01-03"
"PL","1 wk ahead inc death","quantile",0.975,11892,"2022-01-08","2022-01-03"
"PL","2 wk ahead inc death","point",NA,3490,"2022-01-15","2022-01-03"
"PL","2 wk ahead inc death","quantile",0.025,290,"2022-01-15","2022-01-03"
"PL","2 wk ahead inc death","quantile",0.25,1944,"2022-01-15","2022-01-03"
"PL","2 wk ahead inc death","quantile",0.75,5165,"2022-01-15","2022-01-03"
"PL","2 wk ahead inc death","quantile",0.975,27062,"2022-01-15","2022-01-03"
