"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,4131,"2022-04-30","2022-04-25"
"PL","1 wk ahead inc case","quantile",0.025,1219,"2022-04-30","2022-04-25"
"PL","1 wk ahead inc case","quantile",0.25,3181,"2022-04-30","2022-04-25"
"PL","1 wk ahead inc case","quantile",0.75,5250,"2022-04-30","2022-04-25"
"PL","1 wk ahead inc case","quantile",0.975,15066,"2022-04-30","2022-04-25"
"PL","2 wk ahead inc case","point",NA,3103,"2022-05-07","2022-04-25"
"PL","2 wk ahead inc case","quantile",0.025,258,"2022-05-07","2022-04-25"
"PL","2 wk ahead inc case","quantile",0.25,1729,"2022-05-07","2022-04-25"
"PL","2 wk ahead inc case","quantile",0.75,4593,"2022-05-07","2022-04-25"
"PL","2 wk ahead inc case","quantile",0.975,24063,"2022-05-07","2022-04-25"
