"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc case","point",NA,937946,"2022-03-05","2022-02-28"
"GM","1 wk ahead inc case","quantile",0.025,276694,"2022-03-05","2022-02-28"
"GM","1 wk ahead inc case","quantile",0.25,722218,"2022-03-05","2022-02-28"
"GM","1 wk ahead inc case","quantile",0.75,1192129,"2022-03-05","2022-02-28"
"GM","1 wk ahead inc case","quantile",0.975,3420688,"2022-03-05","2022-02-28"
"GM","2 wk ahead inc case","point",NA,740822,"2022-03-12","2022-02-28"
"GM","2 wk ahead inc case","quantile",0.025,61488,"2022-03-12","2022-02-28"
"GM","2 wk ahead inc case","quantile",0.25,412638,"2022-03-12","2022-02-28"
"GM","2 wk ahead inc case","quantile",0.75,1096417,"2022-03-12","2022-02-28"
"GM","2 wk ahead inc case","quantile",0.975,5744334,"2022-03-12","2022-02-28"
