"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,27954,"2021-05-08","2021-05-03"
"PL","1 wk ahead inc case","quantile",0.025,8246,"2021-05-08","2021-05-03"
"PL","1 wk ahead inc case","quantile",0.25,21524,"2021-05-08","2021-05-03"
"PL","1 wk ahead inc case","quantile",0.75,35529,"2021-05-08","2021-05-03"
"PL","1 wk ahead inc case","quantile",0.975,101947,"2021-05-08","2021-05-03"
"PL","2 wk ahead inc case","point",NA,16220,"2021-05-15","2021-05-03"
"PL","2 wk ahead inc case","quantile",0.025,1346,"2021-05-15","2021-05-03"
"PL","2 wk ahead inc case","quantile",0.25,9034,"2021-05-15","2021-05-03"
"PL","2 wk ahead inc case","quantile",0.75,24005,"2021-05-15","2021-05-03"
"PL","2 wk ahead inc case","quantile",0.975,125767,"2021-05-15","2021-05-03"
