"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,317,"2021-06-19","2021-06-14"
"PL","1 wk ahead inc death","quantile",0.025,94,"2021-06-19","2021-06-14"
"PL","1 wk ahead inc death","quantile",0.25,244,"2021-06-19","2021-06-14"
"PL","1 wk ahead inc death","quantile",0.75,403,"2021-06-19","2021-06-14"
"PL","1 wk ahead inc death","quantile",0.975,1157,"2021-06-19","2021-06-14"
"PL","2 wk ahead inc death","point",NA,242,"2021-06-26","2021-06-14"
"PL","2 wk ahead inc death","quantile",0.025,20,"2021-06-26","2021-06-14"
"PL","2 wk ahead inc death","quantile",0.25,135,"2021-06-26","2021-06-14"
"PL","2 wk ahead inc death","quantile",0.75,359,"2021-06-26","2021-06-14"
"PL","2 wk ahead inc death","quantile",0.975,1879,"2021-06-26","2021-06-14"
