"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,1241,"2022-06-18","2022-06-13"
"PL","1 wk ahead inc case","quantile",0.025,366,"2022-06-18","2022-06-13"
"PL","1 wk ahead inc case","quantile",0.25,956,"2022-06-18","2022-06-13"
"PL","1 wk ahead inc case","quantile",0.75,1577,"2022-06-18","2022-06-13"
"PL","1 wk ahead inc case","quantile",0.975,4526,"2022-06-18","2022-06-13"
"PL","2 wk ahead inc case","point",NA,1158,"2022-06-25","2022-06-13"
"PL","2 wk ahead inc case","quantile",0.025,96,"2022-06-25","2022-06-13"
"PL","2 wk ahead inc case","quantile",0.25,645,"2022-06-25","2022-06-13"
"PL","2 wk ahead inc case","quantile",0.75,1713,"2022-06-25","2022-06-13"
"PL","2 wk ahead inc case","quantile",0.975,8976,"2022-06-25","2022-06-13"
