"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,2435,"2021-12-04","2021-11-29"
"PL","1 wk ahead inc death","quantile",0.025,718,"2021-12-04","2021-11-29"
"PL","1 wk ahead inc death","quantile",0.25,1875,"2021-12-04","2021-11-29"
"PL","1 wk ahead inc death","quantile",0.75,3095,"2021-12-04","2021-11-29"
"PL","1 wk ahead inc death","quantile",0.975,8879,"2021-12-04","2021-11-29"
"PL","2 wk ahead inc death","point",NA,2714,"2021-12-11","2021-11-29"
"PL","2 wk ahead inc death","quantile",0.025,225,"2021-12-11","2021-11-29"
"PL","2 wk ahead inc death","quantile",0.25,1512,"2021-12-11","2021-11-29"
"PL","2 wk ahead inc death","quantile",0.75,4016,"2021-12-11","2021-11-29"
"PL","2 wk ahead inc death","quantile",0.975,21043,"2021-12-11","2021-11-29"
