"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc death","point",NA,885,"2021-11-13","2021-11-08"
"GM","1 wk ahead inc death","quantile",0.025,261,"2021-11-13","2021-11-08"
"GM","1 wk ahead inc death","quantile",0.25,681,"2021-11-13","2021-11-08"
"GM","1 wk ahead inc death","quantile",0.75,1125,"2021-11-13","2021-11-08"
"GM","1 wk ahead inc death","quantile",0.975,3227,"2021-11-13","2021-11-08"
"GM","2 wk ahead inc death","point",NA,876,"2021-11-20","2021-11-08"
"GM","2 wk ahead inc death","quantile",0.025,73,"2021-11-20","2021-11-08"
"GM","2 wk ahead inc death","quantile",0.25,488,"2021-11-20","2021-11-08"
"GM","2 wk ahead inc death","quantile",0.75,1297,"2021-11-20","2021-11-08"
"GM","2 wk ahead inc death","quantile",0.975,6793,"2021-11-20","2021-11-08"
