"location","forecast_date","target_end_date","target","type","quantile","value"
"GM","2021-07-12","2021-07-17","1 wk ahead inc case","quantile",0.01,2633
"GM","2021-07-12","2021-07-17","1 wk ahead inc case","quantile",0.025,3148
"GM","2021-07-12","2021-07-17","1 wk ahead inc case","quantile",0.05,3591
"GM","2021-07-12","2021-07-17","1 wk ahead inc case","quantile",0.1,4117
"GM","2021-07-12","2021-07-17","1 wk ahead inc case","quantile",0.15,4482
"GM","2021-07-12","2021-07-17","1 wk ahead inc case","quantile",0.2,4783
"GM","2021-07-12","2021-07-17","1 wk ahead inc case","quantile",0.25,5049
"GM","2021-07-12","2021-07-17","1 wk ahead inc case","quantile",0.3,5292
"GM","2021-07-12","2021-07-17","1 wk ahead inc case","quantile",0.35,5525
"GM","2021-07-12","2021-07-17","1 wk ahead inc case","quantile",0.4,5752
"GM","2021-07-12","2021-07-17","1 wk ahead inc case","quantile",0.45,5976
"GM","2021-07-12","2021-07-17","1 wk ahead inc case","quantile",0.5,6203
"GM","2021-07-12","2021-07-17","1 wk ahead inc case","quantile",0.55,6435
"GM","2021-07-12","2021-07-17","1 wk ahead inc case","quantile",0.6,6685
"GM","2021-07-12","2021-07-17","1 wk ahead inc case","quantile",0.65,6954
"GM","2021-07-12","2021-07-17","1 wk ahead inc case","quantile",0.7,7246
"GM","2021-07-12","2021-07-17","1 wk ahead inc case","quantile",0.75,7574
"GM","2021-07-12","2021-07-17","1 wk ahead inc case","quantile",0.8,7965
"GM","2021-07-12","2021-07-17","1 wk ahead inc case","quantile",0.85,8462
"GM","2021-07-12","2021-07-17","1 wk ahead inc case","quantile",0.9,9133
"GM","2021-07-12","2021-07-17","1 wk ahead inc case","quantile",0.95,10295
"GM","2021-07-12","2021-07-17","1 wk ahead inc case","quantile",0.975,11516
"GM","2021-07-12","2021-07-17","1 wk ahead inc case","quantile",0.99,13231
"GM","2021-07-12","2021-07-17","1 wk ahead inc case","point",NA,6203
"GM","2021-07-12","2021-07-24","2 wk ahead inc case","quantile",0.01,1797
"GM","2021-07-12","2021-07-24","2 wk ahead inc case","quantile",0.025,2377
"GM","2021-07-12","2021-07-24","2 wk ahead inc case","quantile",0.05,2946
"GM","2021-07-12","2021-07-24","2 wk ahead inc case","quantile",0.1,3711
"GM","2021-07-12","2021-07-24","2 wk ahead inc case","quantile",0.15,4300
"GM","2021-07-12","2021-07-24","2 wk ahead inc case","quantile",0.2,4811
"GM","2021-07-12","2021-07-24","2 wk ahead inc case","quantile",0.25,5287
"GM","2021-07-12","2021-07-24","2 wk ahead inc case","quantile",0.3,5740
"GM","2021-07-12","2021-07-24","2 wk ahead inc case","quantile",0.35,6200
"GM","2021-07-12","2021-07-24","2 wk ahead inc case","quantile",0.4,6663
"GM","2021-07-12","2021-07-24","2 wk ahead inc case","quantile",0.45,7137
"GM","2021-07-12","2021-07-24","2 wk ahead inc case","quantile",0.5,7646
"GM","2021-07-12","2021-07-24","2 wk ahead inc case","quantile",0.55,8185
"GM","2021-07-12","2021-07-24","2 wk ahead inc case","quantile",0.6,8765
"GM","2021-07-12","2021-07-24","2 wk ahead inc case","quantile",0.65,9419
"GM","2021-07-12","2021-07-24","2 wk ahead inc case","quantile",0.7,10164
"GM","2021-07-12","2021-07-24","2 wk ahead inc case","quantile",0.75,11042
"GM","2021-07-12","2021-07-24","2 wk ahead inc case","quantile",0.8,12118
"GM","2021-07-12","2021-07-24","2 wk ahead inc case","quantile",0.85,13553
"GM","2021-07-12","2021-07-24","2 wk ahead inc case","quantile",0.9,15666
"GM","2021-07-12","2021-07-24","2 wk ahead inc case","quantile",0.95,19641
"GM","2021-07-12","2021-07-24","2 wk ahead inc case","quantile",0.975,24195
"GM","2021-07-12","2021-07-24","2 wk ahead inc case","quantile",0.99,31606
"GM","2021-07-12","2021-07-24","2 wk ahead inc case","point",NA,7646
"GM","2021-07-12","2021-07-31","3 wk ahead inc case","quantile",0.01,1182
"GM","2021-07-12","2021-07-31","3 wk ahead inc case","quantile",0.025,1744
"GM","2021-07-12","2021-07-31","3 wk ahead inc case","quantile",0.05,2375
"GM","2021-07-12","2021-07-31","3 wk ahead inc case","quantile",0.1,3307
