"target","location","model","inverse_wis_weight"
"inc case","GM01","FIAS_FZJ-Epi1Ger",0.200855487146327
"inc case","GM01","USC-SIkJalpha",0.231018737018068
"inc case","GM01","ITWW-county_repro",0.200736183039409
"inc case","GM01","epiforecasts-EpiNow2",0.193927742545783
"inc case","GM01","Karlen-pypm",0.173461850250413
"inc case","GM02","FIAS_FZJ-Epi1Ger",0.20056963529581
"inc case","GM02","USC-SIkJalpha",0.210601528761985
"inc case","GM02","ITWW-county_repro",0.204708902012661
"inc case","GM02","epiforecasts-EpiNow2",0.195690461609338
"inc case","GM02","Karlen-pypm",0.188429472320205
"inc case","GM03","FIAS_FZJ-Epi1Ger",0.211617521637436
"inc case","GM03","USC-SIkJalpha",0.18012937532765
"inc case","GM03","ITWW-county_repro",0.144766621269576
"inc case","GM03","epiforecasts-EpiNow2",0.322770240180323
"inc case","GM03","Karlen-pypm",0.140716241585015
"inc case","GM04","FIAS_FZJ-Epi1Ger",0.0761034735168894
"inc case","GM04","USC-SIkJalpha",0.196043697604736
"inc case","GM04","ITWW-county_repro",0.220661353932447
"inc case","GM04","epiforecasts-EpiNow2",0.100575712871384
"inc case","GM04","Karlen-pypm",0.406615762074544
"inc case","GM05","FIAS_FZJ-Epi1Ger",0.119823329642027
"inc case","GM05","USC-SIkJalpha",0.161790094835308
"inc case","GM05","ITWW-county_repro",0.250174313384031
"inc case","GM05","epiforecasts-EpiNow2",0.234067833464348
"inc case","GM05","Karlen-pypm",0.234144428674286
"inc case","GM06","FIAS_FZJ-Epi1Ger",0.190605864449475
"inc case","GM06","USC-SIkJalpha",0.214979602990341
"inc case","GM06","ITWW-county_repro",0.191749017449013
"inc case","GM06","epiforecasts-EpiNow2",0.279408226397187
"inc case","GM06","Karlen-pypm",0.123257288713984
"inc case","GM07","FIAS_FZJ-Epi1Ger",0.159712512126642
"inc case","GM07","USC-SIkJalpha",0.181608269292057
"inc case","GM07","ITWW-county_repro",0.312955101537589
"inc case","GM07","epiforecasts-EpiNow2",0.210057223528898
"inc case","GM07","Karlen-pypm",0.135666893514814
"inc case","GM08","FIAS_FZJ-Epi1Ger",0.21591757865475
"inc case","GM08","USC-SIkJalpha",0.213078613009924
"inc case","GM08","ITWW-county_repro",0.222902826264243
"inc case","GM08","epiforecasts-EpiNow2",0.137893593814186
"inc case","GM08","Karlen-pypm",0.210207388256896
"inc case","GM09","FIAS_FZJ-Epi1Ger",0.145479073213998
"inc case","GM09","USC-SIkJalpha",0.318309599856889
"inc case","GM09","ITWW-county_repro",0.142841123938164
"inc case","GM09","epiforecasts-EpiNow2",0.196054710332745
"inc case","GM09","Karlen-pypm",0.197315492658204
"inc case","GM10","FIAS_FZJ-Epi1Ger",0.25792628880546
"inc case","GM10","USC-SIkJalpha",0.216529909853418
"inc case","GM10","ITWW-county_repro",0.13845757914905
"inc case","GM10","epiforecasts-EpiNow2",0.245214190682538
"inc case","GM10","Karlen-pypm",0.141872031509533
"inc case","GM11","FIAS_FZJ-Epi1Ger",0.126852025343504
"inc case","GM11","USC-SIkJalpha",0.248998640855276
"inc case","GM11","ITWW-county_repro",0.143320416985193
"inc case","GM11","epiforecasts-EpiNow2",0.212371311286681
"inc case","GM11","Karlen-pypm",0.268457605529346
"inc case","GM12","FIAS_FZJ-Epi1Ger",0.129414370602145
"inc case","GM12","USC-SIkJalpha",0.35069144115586
"inc case","GM12","ITWW-county_repro",0.125632302016664
"inc case","GM12","epiforecasts-EpiNow2",0.108271495702878
"inc case","GM12","Karlen-pypm",0.285990390522454
"inc case","GM13","FIAS_FZJ-Epi1Ger",0.105117047558387
"inc case","GM13","USC-SIkJalpha",0.244409072103786
"inc case","GM13","ITWW-county_repro",0.16508726007855
"inc case","GM13","epiforecasts-EpiNow2",0.250316883415074
"inc case","GM13","Karlen-pypm",0.235069736844204
"inc case","GM14","FIAS_FZJ-Epi1Ger",0.0779545388530366
"inc case","GM14","USC-SIkJalpha",0.323048509676528
"inc case","GM14","ITWW-county_repro",0.144440720464949
"inc case","GM14","epiforecasts-EpiNow2",0.186825424736301
"inc case","GM14","Karlen-pypm",0.267730806269185
"inc case","GM15","FIAS_FZJ-Epi1Ger",0.109754429669303
"inc case","GM15","USC-SIkJalpha",0.228381537153368
"inc case","GM15","ITWW-county_repro",0.162333192858019
"inc case","GM15","epiforecasts-EpiNow2",0.242851629267551
"inc case","GM15","Karlen-pypm",0.256679211051759
"inc case","GM16","FIAS_FZJ-Epi1Ger",0.114441909670377
"inc case","GM16","USC-SIkJalpha",0.26500767649388
"inc case","GM16","ITWW-county_repro",0.266172022549408
"inc case","GM16","epiforecasts-EpiNow2",0.199336390921615
"inc case","GM16","Karlen-pypm",0.15504200036472
"cum case","GM01","FIAS_FZJ-Epi1Ger",0.208030608696269
"cum case","GM01","USC-SIkJalpha",0.231893336458585
"cum case","GM01","ITWW-county_repro",0.203062429320997
"cum case","GM01","epiforecasts-EpiNow2",0.192287960891989
"cum case","GM01","Karlen-pypm",0.16472566463216
"cum case","GM02","FIAS_FZJ-Epi1Ger",0.216361755091532
"cum case","GM02","USC-SIkJalpha",0.186974499353681
"cum case","GM02","ITWW-county_repro",0.219148788856044
"cum case","GM02","epiforecasts-EpiNow2",0.201178964824791
"cum case","GM02","Karlen-pypm",0.176335991873952
"cum case","GM03","FIAS_FZJ-Epi1Ger",0.201996287278474
"cum case","GM03","USC-SIkJalpha",0.190062819533195
"cum case","GM03","ITWW-county_repro",0.159174925994774
"cum case","GM03","epiforecasts-EpiNow2",0.314964169884311
"cum case","GM03","Karlen-pypm",0.133801797309246
"cum case","GM04","FIAS_FZJ-Epi1Ger",0.0734056103387564
"cum case","GM04","USC-SIkJalpha",0.130658465521677
"cum case","GM04","ITWW-county_repro",0.242012618076988
"cum case","GM04","epiforecasts-EpiNow2",0.111322100787152
"cum case","GM04","Karlen-pypm",0.442601205275426
"cum case","GM05","FIAS_FZJ-Epi1Ger",0.0797141934570729
"cum case","GM05","USC-SIkJalpha",0.202468705750141
"cum case","GM05","ITWW-county_repro",0.243365624116113
"cum case","GM05","epiforecasts-EpiNow2",0.261342524896875
"cum case","GM05","Karlen-pypm",0.213108951779798
"cum case","GM06","FIAS_FZJ-Epi1Ger",0.209186037850824
"cum case","GM06","USC-SIkJalpha",0.230352515018061
"cum case","GM06","ITWW-county_repro",0.196757002021483
"cum case","GM06","epiforecasts-EpiNow2",0.250366172826957
"cum case","GM06","Karlen-pypm",0.113338272282675
"cum case","GM07","FIAS_FZJ-Epi1Ger",0.170466103777845
"cum case","GM07","USC-SIkJalpha",0.183100077645012
"cum case","GM07","ITWW-county_repro",0.32113020935
"cum case","GM07","epiforecasts-EpiNow2",0.205197849047444
"cum case","GM07","Karlen-pypm",0.120105760179699
"cum case","GM08","FIAS_FZJ-Epi1Ger",0.230824939125279
"cum case","GM08","USC-SIkJalpha",0.216360182671262
"cum case","GM08","ITWW-county_repro",0.251140486801499
"cum case","GM08","epiforecasts-EpiNow2",0.109391855758991
"cum case","GM08","Karlen-pypm",0.192282535642968
"cum case","GM09","FIAS_FZJ-Epi1Ger",0.135093036274203
"cum case","GM09","USC-SIkJalpha",0.342498466332236
"cum case","GM09","ITWW-county_repro",0.142246917778403
"cum case","GM09","epiforecasts-EpiNow2",0.192794921477855
