"target","location","model","inverse_wis_weight"
"inc case","GM01","FIAS_FZJ-Epi1Ger",0.182820439082852
"inc case","GM01","USC-SIkJalpha",0.0744830805060426
"inc case","GM01","ITWW-county_repro",0.136467835420675
"inc case","GM01","epiforecasts-EpiNow2",0.297978282450469
"inc case","GM01","Karlen-pypm",0.236570726824947
"inc case","GM01","CovidMetrics-epiBATS",0.0716796357150144
"inc case","GM02","FIAS_FZJ-Epi1Ger",0.284494896115587
"inc case","GM02","USC-SIkJalpha",0.0669669747109692
"inc case","GM02","ITWW-county_repro",0.139061861581011
"inc case","GM02","epiforecasts-EpiNow2",0.301219509220692
"inc case","GM02","Karlen-pypm",0.140858460525457
"inc case","GM02","CovidMetrics-epiBATS",0.0673982978462839
"inc case","GM03","FIAS_FZJ-Epi1Ger",0.106994659356756
"inc case","GM03","USC-SIkJalpha",0.118891159877646
"inc case","GM03","ITWW-county_repro",0.134455539670659
"inc case","GM03","epiforecasts-EpiNow2",0.280109930317117
"inc case","GM03","Karlen-pypm",0.286103058943399
"inc case","GM03","CovidMetrics-epiBATS",0.0734456518344241
"inc case","GM04","FIAS_FZJ-Epi1Ger",0.375979109042306
"inc case","GM04","USC-SIkJalpha",0.093377785520908
"inc case","GM04","ITWW-county_repro",0.136908176307462
"inc case","GM04","epiforecasts-EpiNow2",0.183148027324131
"inc case","GM04","Karlen-pypm",0.141159391224687
"inc case","GM04","CovidMetrics-epiBATS",0.0694275105805064
"inc case","GM05","FIAS_FZJ-Epi1Ger",0.125323553472633
"inc case","GM05","USC-SIkJalpha",0.0945188476560543
"inc case","GM05","ITWW-county_repro",0.105037956642944
"inc case","GM05","epiforecasts-EpiNow2",0.367493596108689
"inc case","GM05","Karlen-pypm",0.229724449929697
"inc case","GM05","CovidMetrics-epiBATS",0.0779015961899824
"inc case","GM06","FIAS_FZJ-Epi1Ger",0.263184722615246
"inc case","GM06","USC-SIkJalpha",0.0854256116959576
"inc case","GM06","ITWW-county_repro",0.130760757669058
"inc case","GM06","epiforecasts-EpiNow2",0.272562219881872
"inc case","GM06","Karlen-pypm",0.164924963170058
"inc case","GM06","CovidMetrics-epiBATS",0.0831417249678081
"inc case","GM07","FIAS_FZJ-Epi1Ger",0.202938403090047
"inc case","GM07","USC-SIkJalpha",0.103375535782857
"inc case","GM07","ITWW-county_repro",0.164575453875053
"inc case","GM07","epiforecasts-EpiNow2",0.22315294647354
"inc case","GM07","Karlen-pypm",0.202628005588132
"inc case","GM07","CovidMetrics-epiBATS",0.103329655190371
"inc case","GM08","FIAS_FZJ-Epi1Ger",0.188419902672795
"inc case","GM08","USC-SIkJalpha",0.122843508729705
"inc case","GM08","ITWW-county_repro",0.208479681242035
"inc case","GM08","epiforecasts-EpiNow2",0.181331633853405
"inc case","GM08","Karlen-pypm",0.185353756481172
"inc case","GM08","CovidMetrics-epiBATS",0.113571517020888
"inc case","GM09","FIAS_FZJ-Epi1Ger",0.103136020888084
"inc case","GM09","USC-SIkJalpha",0.122281026886636
"inc case","GM09","ITWW-county_repro",0.122541901925006
"inc case","GM09","epiforecasts-EpiNow2",0.212448753021404
"inc case","GM09","Karlen-pypm",0.352721531360383
"inc case","GM09","CovidMetrics-epiBATS",0.0868707659184874
"inc case","GM10","FIAS_FZJ-Epi1Ger",0.131711474204207
"inc case","GM10","USC-SIkJalpha",0.131088681960403
"inc case","GM10","ITWW-county_repro",0.156951918252889
"inc case","GM10","epiforecasts-EpiNow2",0.272111317492507
"inc case","GM10","Karlen-pypm",0.213833493904576
"inc case","GM10","CovidMetrics-epiBATS",0.0943031141854179
