"target","location","model","inverse_wis_weight"
"inc case","GM01","FIAS_FZJ-Epi1Ger",0.2455695532308
"inc case","GM01","USC-SIkJalpha",0.20071994394834
"inc case","GM01","ITWW-county_repro",0.302874063300778
"inc case","GM01","epiforecasts-EpiNow2",0.136923858220853
"inc case","GM01","CovidMetrics-epiBATS",0.113912581299228
"inc case","GM02","FIAS_FZJ-Epi1Ger",0.154903191529276
"inc case","GM02","USC-SIkJalpha",0.164322108588666
"inc case","GM02","ITWW-county_repro",0.366919643577242
"inc case","GM02","epiforecasts-EpiNow2",0.131793769251347
"inc case","GM02","CovidMetrics-epiBATS",0.182061287053469
"inc case","GM03","FIAS_FZJ-Epi1Ger",0.336914763516266
"inc case","GM03","USC-SIkJalpha",0.132518931890412
"inc case","GM03","ITWW-county_repro",0.292099163707492
"inc case","GM03","epiforecasts-EpiNow2",0.103697970187187
"inc case","GM03","CovidMetrics-epiBATS",0.134769170698644
"inc case","GM04","FIAS_FZJ-Epi1Ger",0.167210384416165
"inc case","GM04","USC-SIkJalpha",0.18976269876198
"inc case","GM04","ITWW-county_repro",0.323656027404396
"inc case","GM04","epiforecasts-EpiNow2",0.173791389581156
"inc case","GM04","CovidMetrics-epiBATS",0.145579499836304
"inc case","GM05","FIAS_FZJ-Epi1Ger",0.184171846034664
"inc case","GM05","USC-SIkJalpha",0.194258512012852
"inc case","GM05","ITWW-county_repro",0.328868663219904
"inc case","GM05","epiforecasts-EpiNow2",0.154369458995434
"inc case","GM05","CovidMetrics-epiBATS",0.138331519737146
"inc case","GM06","FIAS_FZJ-Epi1Ger",0.200689502372432
"inc case","GM06","USC-SIkJalpha",0.164493093989045
"inc case","GM06","ITWW-county_repro",0.259235054863751
"inc case","GM06","epiforecasts-EpiNow2",0.173881836802026
"inc case","GM06","CovidMetrics-epiBATS",0.201700511972745
"inc case","GM07","FIAS_FZJ-Epi1Ger",0.209101789755649
"inc case","GM07","USC-SIkJalpha",0.150642620238464
"inc case","GM07","ITWW-county_repro",0.363386176285768
"inc case","GM07","epiforecasts-EpiNow2",0.143444026887867
"inc case","GM07","CovidMetrics-epiBATS",0.133425386832251
"inc case","GM08","FIAS_FZJ-Epi1Ger",0.160165640531378
"inc case","GM08","USC-SIkJalpha",0.196989798157196
"inc case","GM08","ITWW-county_repro",0.272652530172565
"inc case","GM08","epiforecasts-EpiNow2",0.148630123295379
