"target","location","model","inverse_wis_weight"
"inc case","GM01","FIAS_FZJ-Epi1Ger",0.13528111737081
"inc case","GM01","USC-SIkJalpha",0.12367004049435
"inc case","GM01","ITWW-county_repro",0.106942009834152
"inc case","GM01","epiforecasts-EpiNow2",0.315836715307843
"inc case","GM01","Karlen-pypm",0.224526461122566
"inc case","GM01","CovidMetrics-epiBATS",0.0937436558702778
"inc case","GM02","FIAS_FZJ-Epi1Ger",0.195886135216567
"inc case","GM02","USC-SIkJalpha",0.102279766015115
"inc case","GM02","ITWW-county_repro",0.146077729384297
"inc case","GM02","epiforecasts-EpiNow2",0.271240201880253
"inc case","GM02","Karlen-pypm",0.198545005534652
"inc case","GM02","CovidMetrics-epiBATS",0.0859711619691155
"inc case","GM03","FIAS_FZJ-Epi1Ger",0.282696544284592
"inc case","GM03","USC-SIkJalpha",0.124620933117459
"inc case","GM03","ITWW-county_repro",0.0733294717309532
"inc case","GM03","epiforecasts-EpiNow2",0.231543143879012
"inc case","GM03","Karlen-pypm",0.230267121676935
"inc case","GM03","CovidMetrics-epiBATS",0.0575427853110491
"inc case","GM04","FIAS_FZJ-Epi1Ger",0.248158317250874
"inc case","GM04","USC-SIkJalpha",0.195785236782182
"inc case","GM04","ITWW-county_repro",0.110210093187029
"inc case","GM04","epiforecasts-EpiNow2",0.201216606267461
"inc case","GM04","Karlen-pypm",0.160855993507937
"inc case","GM04","CovidMetrics-epiBATS",0.0837737530045174
"inc case","GM05","FIAS_FZJ-Epi1Ger",0.102761261246044
"inc case","GM05","USC-SIkJalpha",0.125731312779668
"inc case","GM05","ITWW-county_repro",0.0859166676726991
"inc case","GM05","epiforecasts-EpiNow2",0.396425419827837
"inc case","GM05","Karlen-pypm",0.209598596076794
"inc case","GM05","CovidMetrics-epiBATS",0.0795667423969577
"inc case","GM06","FIAS_FZJ-Epi1Ger",0.178885010429551
"inc case","GM06","USC-SIkJalpha",0.104587077390253
"inc case","GM06","ITWW-county_repro",0.100962975574391
"inc case","GM06","epiforecasts-EpiNow2",0.296696969193747
"inc case","GM06","Karlen-pypm",0.22127024313822
"inc case","GM06","CovidMetrics-epiBATS",0.0975977242738387
"inc case","GM07","FIAS_FZJ-Epi1Ger",0.153048642663426
"inc case","GM07","USC-SIkJalpha",0.103255650131286
"inc case","GM07","ITWW-county_repro",0.117885673236766
"inc case","GM07","epiforecasts-EpiNow2",0.347369798085752
"inc case","GM07","Karlen-pypm",0.178730034879592
"inc case","GM07","CovidMetrics-epiBATS",0.0997102010031788
"inc case","GM08","FIAS_FZJ-Epi1Ger",0.0841843075789404
"inc case","GM08","USC-SIkJalpha",0.13348680950322
"inc case","GM08","ITWW-county_repro",0.146492082555805
"inc case","GM08","epiforecasts-EpiNow2",0.339448622087589
"inc case","GM08","Karlen-pypm",0.19839088621636
"inc case","GM08","CovidMetrics-epiBATS",0.0979972920580858
"inc case","GM09","FIAS_FZJ-Epi1Ger",0.0610652520753439
"inc case","GM09","USC-SIkJalpha",0.137425544291895
"inc case","GM09","ITWW-county_repro",0.0870050602830583
"inc case","GM09","epiforecasts-EpiNow2",0.182723354964003
"inc case","GM09","Karlen-pypm",0.464916449788022
"inc case","GM09","CovidMetrics-epiBATS",0.0668643385976781
"inc case","GM10","FIAS_FZJ-Epi1Ger",0.154235410454999
"inc case","GM10","USC-SIkJalpha",0.159113349189786
"inc case","GM10","ITWW-county_repro",0.122847675770974
"inc case","GM10","epiforecasts-EpiNow2",0.257779775727452
"inc case","GM10","Karlen-pypm",0.205639720738236
"inc case","GM10","CovidMetrics-epiBATS",0.100384068118552
"inc case","GM11","FIAS_FZJ-Epi1Ger",0.252182937354341
"inc case","GM11","USC-SIkJalpha",0.135282969925687
"inc case","GM11","ITWW-county_repro",0.159728763698151
"inc case","GM11","epiforecasts-EpiNow2",0.181943967027344
"inc case","GM11","Karlen-pypm",0.14925968931043
"inc case","GM11","CovidMetrics-epiBATS",0.121601672684047
"inc case","GM12","FIAS_FZJ-Epi1Ger",0.402099901969134
"inc case","GM12","USC-SIkJalpha",0.106434564551583
"inc case","GM12","ITWW-county_repro",0.0759130930811533
"inc case","GM12","epiforecasts-EpiNow2",0.25007296835437
"inc case","GM12","Karlen-pypm",0.0967427006034328
"inc case","GM12","CovidMetrics-epiBATS",0.0687367714403267
"inc case","GM13","FIAS_FZJ-Epi1Ger",0.18719748500721
"inc case","GM13","USC-SIkJalpha",0.0854237577643716
"inc case","GM13","ITWW-county_repro",0.108997828177635
"inc case","GM13","epiforecasts-EpiNow2",0.445567389503212
"inc case","GM13","Karlen-pypm",0.0955001472419834
"inc case","GM13","CovidMetrics-epiBATS",0.0773133923055894
"inc case","GM14","FIAS_FZJ-Epi1Ger",0.324653239863241
"inc case","GM14","USC-SIkJalpha",0.0703313711838986
"inc case","GM14","ITWW-county_repro",0.0840140772865947
"inc case","GM14","epiforecasts-EpiNow2",0.30258462120015
"inc case","GM14","Karlen-pypm",0.177704997082579
"inc case","GM14","CovidMetrics-epiBATS",0.0407116933835367
"inc case","GM15","FIAS_FZJ-Epi1Ger",0.273175039939714
"inc case","GM15","USC-SIkJalpha",0.0818911376015402
"inc case","GM15","ITWW-county_repro",0.0850068080733343
"inc case","GM15","epiforecasts-EpiNow2",0.383693702746932
"inc case","GM15","Karlen-pypm",0.0983561797478407
"inc case","GM15","CovidMetrics-epiBATS",0.0778771318906388
"inc case","GM16","FIAS_FZJ-Epi1Ger",0.135188799005772
"inc case","GM16","USC-SIkJalpha",0.188800959649523
"inc case","GM16","ITWW-county_repro",0.072205743316491
"inc case","GM16","epiforecasts-EpiNow2",0.328052169050121
"inc case","GM16","Karlen-pypm",0.209656398774454
"inc case","GM16","CovidMetrics-epiBATS",0.0660959302036388
"cum case","GM01","FIAS_FZJ-Epi1Ger",0.132889402467214
"cum case","GM01","USC-SIkJalpha",0.0821974539827544
"cum case","GM01","ITWW-county_repro",0.114552525765767
"cum case","GM01","epiforecasts-EpiNow2",0.367875531213589
"cum case","GM01","Karlen-pypm",0.217577054569592
"cum case","GM01","CovidMetrics-epiBATS",0.0849080320010845
"cum case","GM02","FIAS_FZJ-Epi1Ger",0.258300199925704
"cum case","GM02","USC-SIkJalpha",0.0582404094350585
"cum case","GM02","ITWW-county_repro",0.142481463152802
"cum case","GM02","epiforecasts-EpiNow2",0.312022972867995
"cum case","GM02","Karlen-pypm",0.171469847182451
"cum case","GM02","CovidMetrics-epiBATS",0.0574851074359894
"cum case","GM03","FIAS_FZJ-Epi1Ger",0.243444144249193
"cum case","GM03","USC-SIkJalpha",0.143256119076278
"cum case","GM03","ITWW-county_repro",0.0656305740313567
"cum case","GM03","epiforecasts-EpiNow2",0.265075876751497
"cum case","GM03","Karlen-pypm",0.22814744553717
"cum case","GM03","CovidMetrics-epiBATS",0.0544458403545043
"cum case","GM04","FIAS_FZJ-Epi1Ger",0.215946822418938
"cum case","GM04","USC-SIkJalpha",0.137561327969869
"cum case","GM04","ITWW-county_repro",0.109572390083961
"cum case","GM04","epiforecasts-EpiNow2",0.265506315105461
"cum case","GM04","Karlen-pypm",0.179013980691513
"cum case","GM04","CovidMetrics-epiBATS",0.0923991637302584
"cum case","GM05","FIAS_FZJ-Epi1Ger",0.0900961257266053
"cum case","GM05","USC-SIkJalpha",0.083365955901422
"cum case","GM05","ITWW-county_repro",0.0927913749193639
"cum case","GM05","epiforecasts-EpiNow2",0.431836663417006
"cum case","GM05","Karlen-pypm",0.215335338769929
"cum case","GM05","CovidMetrics-epiBATS",0.086574541265674
"cum case","GM06","FIAS_FZJ-Epi1Ger",0.172583225561061
"cum case","GM06","USC-SIkJalpha",0.0808540672679196
"cum case","GM06","ITWW-county_repro",0.113314871125144
"cum case","GM06","epiforecasts-EpiNow2",0.312634002135418
"cum case","GM06","Karlen-pypm",0.233024109948741
"cum case","GM06","CovidMetrics-epiBATS",0.087589723961716
"cum case","GM07","FIAS_FZJ-Epi1Ger",0.15453401201762
"cum case","GM07","USC-SIkJalpha",0.0726871749898634
"cum case","GM07","ITWW-county_repro",0.130003464568296
"cum case","GM07","epiforecasts-EpiNow2",0.382028061523797
