"target","location","model","inverse_wis_weight"
"inc case","GM01","FIAS_FZJ-Epi1Ger",0.137351836257488
"inc case","GM01","ITWW-county_repro",0.322801492737892
"inc case","GM01","CovidMetrics-epiBATS",0.286993026867142
"inc case","GM01","HKUST-DNN_DA",0.252853644137478
"inc case","GM02","FIAS_FZJ-Epi1Ger",0.137285018935352
"inc case","GM02","ITWW-county_repro",0.245700220858778
"inc case","GM02","CovidMetrics-epiBATS",0.337786778701241
"inc case","GM02","HKUST-DNN_DA",0.279227981504629
"inc case","GM03","FIAS_FZJ-Epi1Ger",0.257848097393006
"inc case","GM03","ITWW-county_repro",0.341838438222451
"inc case","GM03","CovidMetrics-epiBATS",0.208636963397705
"inc case","GM03","HKUST-DNN_DA",0.191676500986838
"inc case","GM04","FIAS_FZJ-Epi1Ger",0.447014464867527
"inc case","GM04","ITWW-county_repro",0.21661703127287
"inc case","GM04","CovidMetrics-epiBATS",0.198030835947406
"inc case","GM04","HKUST-DNN_DA",0.138337667912197
"inc case","GM05","FIAS_FZJ-Epi1Ger",0.162135791376628
"inc case","GM05","ITWW-county_repro",0.503488113258859
"inc case","GM05","CovidMetrics-epiBATS",0.163165325585232
"inc case","GM05","HKUST-DNN_DA",0.171210769779281
"inc case","GM06","FIAS_FZJ-Epi1Ger",0.183086997504442
"inc case","GM06","ITWW-county_repro",0.524367930799568
"inc case","GM06","CovidMetrics-epiBATS",0.147571529739336
"inc case","GM06","HKUST-DNN_DA",0.144973541956654
"inc case","GM07","FIAS_FZJ-Epi1Ger",0.0980396170200519
"inc case","GM07","ITWW-county_repro",0.663347397651046
"inc case","GM07","CovidMetrics-epiBATS",0.120401040206747
"inc case","GM07","HKUST-DNN_DA",0.118211945122155
"inc case","GM08","FIAS_FZJ-Epi1Ger",0.281090763031003
"inc case","GM08","ITWW-county_repro",0.500431246078763
"inc case","GM08","CovidMetrics-epiBATS",0.0923071432137791
"inc case","GM08","HKUST-DNN_DA",0.126170847676454
"inc case","GM09","FIAS_FZJ-Epi1Ger",0.304135465803563
"inc case","GM09","ITWW-county_repro",0.408044084814215
"inc case","GM09","CovidMetrics-epiBATS",0.131954545001055
"inc case","GM09","HKUST-DNN_DA",0.155865904381167
"inc case","GM10","FIAS_FZJ-Epi1Ger",0.272527335466084
"inc case","GM10","ITWW-county_repro",0.410571668052712
"inc case","GM10","CovidMetrics-epiBATS",0.142850809134408
"inc case","GM10","HKUST-DNN_DA",0.174050187346796
"inc case","GM11","FIAS_FZJ-Epi1Ger",0.115324441360338
"inc case","GM11","ITWW-county_repro",0.621749317269486
"inc case","GM11","CovidMetrics-epiBATS",0.121545336818166
"inc case","GM11","HKUST-DNN_DA",0.141380904552009
"inc case","GM12","FIAS_FZJ-Epi1Ger",0.189309825592683
"inc case","GM12","ITWW-county_repro",0.591828938620152
"inc case","GM12","CovidMetrics-epiBATS",0.1141404717162
"inc case","GM12","HKUST-DNN_DA",0.104720764070965
"inc case","GM13","FIAS_FZJ-Epi1Ger",0.279197257123675
"inc case","GM13","ITWW-county_repro",0.391807023504686
"inc case","GM13","CovidMetrics-epiBATS",0.185955468741077
"inc case","GM13","HKUST-DNN_DA",0.143040250630562
"inc case","GM14","FIAS_FZJ-Epi1Ger",0.435415159714331
"inc case","GM14","ITWW-county_repro",0.349797841295471
"inc case","GM14","CovidMetrics-epiBATS",0.108263971793268
"inc case","GM14","HKUST-DNN_DA",0.106523027196929
"inc case","GM15","FIAS_FZJ-Epi1Ger",0.393412710903714
"inc case","GM15","ITWW-county_repro",0.241351662526483
"inc case","GM15","CovidMetrics-epiBATS",0.197212467593847
"inc case","GM15","HKUST-DNN_DA",0.168023158975955
"inc case","GM16","FIAS_FZJ-Epi1Ger",0.19474506139125
"inc case","GM16","ITWW-county_repro",0.209612615813058
"inc case","GM16","CovidMetrics-epiBATS",0.308093692934627
"inc case","GM16","HKUST-DNN_DA",0.287548629861065
"cum case","GM01","FIAS_FZJ-Epi1Ger",0.19520762929383
"cum case","GM01","ITWW-county_repro",0.472538297122813
"cum case","GM01","CovidMetrics-epiBATS",0.332254073583357
"cum case","GM02","FIAS_FZJ-Epi1Ger",0.210061442102298
"cum case","GM02","ITWW-county_repro",0.392628965732954
"cum case","GM02","CovidMetrics-epiBATS",0.397309592164749
"cum case","GM03","FIAS_FZJ-Epi1Ger",0.281142385735206
"cum case","GM03","ITWW-county_repro",0.433935897202242
"cum case","GM03","CovidMetrics-epiBATS",0.284921717062552
"cum case","GM04","FIAS_FZJ-Epi1Ger",0.312875963373769
"cum case","GM04","ITWW-county_repro",0.236231171632632
"cum case","GM04","CovidMetrics-epiBATS",0.450892864993599
"cum case","GM05","FIAS_FZJ-Epi1Ger",0.185475369353338
"cum case","GM05","ITWW-county_repro",0.55588064167816
"cum case","GM05","CovidMetrics-epiBATS",0.258643988968501
"cum case","GM06","FIAS_FZJ-Epi1Ger",0.171783126693953
"cum case","GM06","ITWW-county_repro",0.61482706909697
"cum case","GM06","CovidMetrics-epiBATS",0.213389804209077
"cum case","GM07","FIAS_FZJ-Epi1Ger",0.0949102451759692
"cum case","GM07","ITWW-county_repro",0.743910703088815
"cum case","GM07","CovidMetrics-epiBATS",0.161179051735216
"cum case","GM08","FIAS_FZJ-Epi1Ger",0.3150551317768
"cum case","GM08","ITWW-county_repro",0.567248635722864
"cum case","GM08","CovidMetrics-epiBATS",0.117696232500336
"cum case","GM09","FIAS_FZJ-Epi1Ger",0.34256048119421
"cum case","GM09","ITWW-county_repro",0.522613634425739
"cum case","GM09","CovidMetrics-epiBATS",0.13482588438005
"cum case","GM10","FIAS_FZJ-Epi1Ger",0.348118530492161
"cum case","GM10","ITWW-county_repro",0.480668635914056
"cum case","GM10","CovidMetrics-epiBATS",0.171212833593783
"cum case","GM11","FIAS_FZJ-Epi1Ger",0.128272193114441
"cum case","GM11","ITWW-county_repro",0.753527315469255
"cum case","GM11","CovidMetrics-epiBATS",0.118200491416305
"cum case","GM12","FIAS_FZJ-Epi1Ger",0.147476301866616
"cum case","GM12","ITWW-county_repro",0.710614538869783
"cum case","GM12","CovidMetrics-epiBATS",0.1419091592636
"cum case","GM13","FIAS_FZJ-Epi1Ger",0.321443767016951
"cum case","GM13","ITWW-county_repro",0.391456776506158
"cum case","GM13","CovidMetrics-epiBATS",0.287099456476891
"cum case","GM14","FIAS_FZJ-Epi1Ger",0.486765555880403
"cum case","GM14","ITWW-county_repro",0.3941474020824
"cum case","GM14","CovidMetrics-epiBATS",0.119087042037197
"cum case","GM15","FIAS_FZJ-Epi1Ger",0.369271469528079
"cum case","GM15","ITWW-county_repro",0.251868991964864
"cum case","GM15","CovidMetrics-epiBATS",0.378859538507057
"cum case","GM16","FIAS_FZJ-Epi1Ger",0.309931408529896
"cum case","GM16","ITWW-county_repro",0.320543275833488
"cum case","GM16","CovidMetrics-epiBATS",0.369525315636616
"inc death","GM01","FIAS_FZJ-Epi1Ger",0.296076080646741
"inc death","GM01","ITWW-county_repro",0.703923919353259
"inc death","GM02","FIAS_FZJ-Epi1Ger",0.373786164736807
"inc death","GM02","ITWW-county_repro",0.626213835263193
"inc death","GM03","FIAS_FZJ-Epi1Ger",0.507122811706535
"inc death","GM03","ITWW-county_repro",0.492877188293465
"inc death","GM04","FIAS_FZJ-Epi1Ger",0.0929771629816711
"inc death","GM04","ITWW-county_repro",0.907022837018329
"inc death","GM05","FIAS_FZJ-Epi1Ger",0.436305216963299
"inc death","GM05","ITWW-county_repro",0.563694783036701
"inc death","GM06","FIAS_FZJ-Epi1Ger",0.510675682150332
"inc death","GM06","ITWW-county_repro",0.489324317849668
"inc death","GM07","FIAS_FZJ-Epi1Ger",0.141814377353514
"inc death","GM07","ITWW-county_repro",0.858185622646486
"inc death","GM08","FIAS_FZJ-Epi1Ger",0.422251590685004
"inc death","GM08","ITWW-county_repro",0.577748409314996
"inc death","GM09","FIAS_FZJ-Epi1Ger",0.290752235828493
"inc death","GM09","ITWW-county_repro",0.709247764171507
