"target","location","model","inverse_wis_weight"
"inc case","GM01","FIAS_FZJ-Epi1Ger",0.092906330125411
"inc case","GM01","USC-SIkJalpha",0.323390702818929
"inc case","GM01","ITWW-county_repro",0.119353188159834
"inc case","GM01","epiforecasts-EpiNow2",0.144604451160636
"inc case","GM01","Karlen-pypm",0.319745327735191
"inc case","GM02","FIAS_FZJ-Epi1Ger",0.176804253645255
"inc case","GM02","USC-SIkJalpha",0.266545601160923
"inc case","GM02","ITWW-county_repro",0.154220958099253
"inc case","GM02","epiforecasts-EpiNow2",0.153592556387577
"inc case","GM02","Karlen-pypm",0.248836630706992
"inc case","GM03","FIAS_FZJ-Epi1Ger",0.101932971464592
"inc case","GM03","USC-SIkJalpha",0.282135015140438
"inc case","GM03","ITWW-county_repro",0.102629006498746
"inc case","GM03","epiforecasts-EpiNow2",0.214415163420573
"inc case","GM03","Karlen-pypm",0.298887843475651
"inc case","GM04","FIAS_FZJ-Epi1Ger",0.0641779601097971
"inc case","GM04","USC-SIkJalpha",0.241606747867114
"inc case","GM04","ITWW-county_repro",0.183456379956873
"inc case","GM04","epiforecasts-EpiNow2",0.141255032511214
"inc case","GM04","Karlen-pypm",0.369503879555002
"inc case","GM05","FIAS_FZJ-Epi1Ger",0.058170231325732
"inc case","GM05","USC-SIkJalpha",0.209439085754351
"inc case","GM05","ITWW-county_repro",0.129404941233289
"inc case","GM05","epiforecasts-EpiNow2",0.3048408721499
"inc case","GM05","Karlen-pypm",0.298144869536729
"inc case","GM06","FIAS_FZJ-Epi1Ger",0.123395588786274
"inc case","GM06","USC-SIkJalpha",0.195475304671432
"inc case","GM06","ITWW-county_repro",0.140754428331616
"inc case","GM06","epiforecasts-EpiNow2",0.18225099986415
"inc case","GM06","Karlen-pypm",0.358123678346527
"inc case","GM07","FIAS_FZJ-Epi1Ger",0.102285019024409
"inc case","GM07","USC-SIkJalpha",0.208783729338985
"inc case","GM07","ITWW-county_repro",0.1392499610357
"inc case","GM07","epiforecasts-EpiNow2",0.199048540995199
"inc case","GM07","Karlen-pypm",0.350632749605707
"inc case","GM08","FIAS_FZJ-Epi1Ger",0.0932574253382018
"inc case","GM08","USC-SIkJalpha",0.271593638327281
"inc case","GM08","ITWW-county_repro",0.119882517705646
"inc case","GM08","epiforecasts-EpiNow2",0.294001215392841
"inc case","GM08","Karlen-pypm",0.22126520323603
"inc case","GM09","FIAS_FZJ-Epi1Ger",0.103726402548146
"inc case","GM09","USC-SIkJalpha",0.238142615079173
"inc case","GM09","ITWW-county_repro",0.202019032139037
"inc case","GM09","epiforecasts-EpiNow2",0.200842401079753
"inc case","GM09","Karlen-pypm",0.255269549153891
"inc case","GM10","FIAS_FZJ-Epi1Ger",0.239270295279089
"inc case","GM10","USC-SIkJalpha",0.127703342514239
"inc case","GM10","ITWW-county_repro",0.143820222221013
"inc case","GM10","epiforecasts-EpiNow2",0.280238465161269
"inc case","GM10","Karlen-pypm",0.208967674824391
"inc case","GM11","FIAS_FZJ-Epi1Ger",0.0874567861803607
"inc case","GM11","USC-SIkJalpha",0.204268321810812
"inc case","GM11","ITWW-county_repro",0.129787406818115
"inc case","GM11","epiforecasts-EpiNow2",0.273410470204504
"inc case","GM11","Karlen-pypm",0.305077014986208
"inc case","GM12","FIAS_FZJ-Epi1Ger",0.350449112535464
"inc case","GM12","USC-SIkJalpha",0.136092118688456
"inc case","GM12","ITWW-county_repro",0.0994893285603383
"inc case","GM12","epiforecasts-EpiNow2",0.220985764957069
"inc case","GM12","Karlen-pypm",0.192983675258673
"inc case","GM13","FIAS_FZJ-Epi1Ger",0.0548106540936729
"inc case","GM13","USC-SIkJalpha",0.232643108123151
"inc case","GM13","ITWW-county_repro",0.143806877873678
"inc case","GM13","epiforecasts-EpiNow2",0.232310822621784
"inc case","GM13","Karlen-pypm",0.336428537287714
"inc case","GM14","FIAS_FZJ-Epi1Ger",0.0588006624471891
"inc case","GM14","USC-SIkJalpha",0.2063895625185
"inc case","GM14","ITWW-county_repro",0.278843810680233
"inc case","GM14","epiforecasts-EpiNow2",0.204209084838483
"inc case","GM14","Karlen-pypm",0.251756879515595
"inc case","GM15","FIAS_FZJ-Epi1Ger",0.0916713354568047
"inc case","GM15","USC-SIkJalpha",0.217517613595033
"inc case","GM15","ITWW-county_repro",0.13602315368892
"inc case","GM15","epiforecasts-EpiNow2",0.273382738393115
"inc case","GM15","Karlen-pypm",0.281405158866128
"inc case","GM16","FIAS_FZJ-Epi1Ger",0.035210872227998
"inc case","GM16","USC-SIkJalpha",0.261006233523156
"inc case","GM16","ITWW-county_repro",0.095119184903126
"inc case","GM16","epiforecasts-EpiNow2",0.247567476548398
"inc case","GM16","Karlen-pypm",0.361096232797323
"cum case","GM01","FIAS_FZJ-Epi1Ger",0.0835751651203153
"cum case","GM01","USC-SIkJalpha",0.245102334212613
"cum case","GM01","ITWW-county_repro",0.128076231211108
"cum case","GM01","epiforecasts-EpiNow2",0.17109488010977
"cum case","GM01","Karlen-pypm",0.372151389346194
"cum case","GM02","FIAS_FZJ-Epi1Ger",0.163838212560937
"cum case","GM02","USC-SIkJalpha",0.200017880819613
"cum case","GM02","ITWW-county_repro",0.169812014476743
"cum case","GM02","epiforecasts-EpiNow2",0.165896081455558
"cum case","GM02","Karlen-pypm",0.300435810687149
"cum case","GM03","FIAS_FZJ-Epi1Ger",0.0959850569890751
"cum case","GM03","USC-SIkJalpha",0.206165566210803
"cum case","GM03","ITWW-county_repro",0.105824075918734
"cum case","GM03","epiforecasts-EpiNow2",0.248265343671862
"cum case","GM03","Karlen-pypm",0.343759957209526
"cum case","GM04","FIAS_FZJ-Epi1Ger",0.0612431852755799
"cum case","GM04","USC-SIkJalpha",0.158907460410768
"cum case","GM04","ITWW-county_repro",0.194910581722768
"cum case","GM04","epiforecasts-EpiNow2",0.153338049189232
"cum case","GM04","Karlen-pypm",0.431600723401651
"cum case","GM05","FIAS_FZJ-Epi1Ger",0.05047757620844
"cum case","GM05","USC-SIkJalpha",0.168007424877915
"cum case","GM05","ITWW-county_repro",0.130652056476692
"cum case","GM05","epiforecasts-EpiNow2",0.345693713033566
"cum case","GM05","Karlen-pypm",0.305169229403388
"cum case","GM06","FIAS_FZJ-Epi1Ger",0.102267644550638
"cum case","GM06","USC-SIkJalpha",0.157308941967994
"cum case","GM06","ITWW-county_repro",0.142484899884948
"cum case","GM06","epiforecasts-EpiNow2",0.210820879384342
"cum case","GM06","Karlen-pypm",0.387117634212078
"cum case","GM07","FIAS_FZJ-Epi1Ger",0.0905878773843337
"cum case","GM07","USC-SIkJalpha",0.158931526793207
"cum case","GM07","ITWW-county_repro",0.142597285384938
"cum case","GM07","epiforecasts-EpiNow2",0.222955384727459
"cum case","GM07","Karlen-pypm",0.384927925710062
"cum case","GM08","FIAS_FZJ-Epi1Ger",0.0803393832807561
"cum case","GM08","USC-SIkJalpha",0.257050007056043
"cum case","GM08","ITWW-county_repro",0.115226440383796
"cum case","GM08","epiforecasts-EpiNow2",0.304469727804702
"cum case","GM08","Karlen-pypm",0.242914441474703
"cum case","GM09","FIAS_FZJ-Epi1Ger",0.0835043457738119
"cum case","GM09","USC-SIkJalpha",0.147235047934077
"cum case","GM09","ITWW-county_repro",0.218254230959182
"cum case","GM09","epiforecasts-EpiNow2",0.216016854729046
"cum case","GM09","Karlen-pypm",0.334989520603884
"cum case","GM10","FIAS_FZJ-Epi1Ger",0.21727963638746
"cum case","GM10","USC-SIkJalpha",0.0829285199567297
"cum case","GM10","ITWW-county_repro",0.149951959717909
