"target","location","model","inverse_wis_weight"
"inc case","GM01","FIAS_FZJ-Epi1Ger",0.255494993672941
"inc case","GM01","USC-SIkJalpha",0.089815929622849
"inc case","GM01","ITWW-county_repro",0.116796533330877
"inc case","GM01","epiforecasts-EpiNow2",0.356345481263359
"inc case","GM01","Karlen-pypm",0.181547062109974
"inc case","GM02","FIAS_FZJ-Epi1Ger",0.345183133808492
"inc case","GM02","USC-SIkJalpha",0.087117816848722
"inc case","GM02","ITWW-county_repro",0.0806476887542417
"inc case","GM02","epiforecasts-EpiNow2",0.310709916113715
"inc case","GM02","Karlen-pypm",0.176341444474829
"inc case","GM03","FIAS_FZJ-Epi1Ger",0.153973787444914
"inc case","GM03","USC-SIkJalpha",0.144747183822545
"inc case","GM03","ITWW-county_repro",0.23986610405387
"inc case","GM03","epiforecasts-EpiNow2",0.165411285752758
"inc case","GM03","Karlen-pypm",0.296001638925914
"inc case","GM04","FIAS_FZJ-Epi1Ger",0.222429163645146
"inc case","GM04","USC-SIkJalpha",0.120760014720013
"inc case","GM04","ITWW-county_repro",0.198179854115211
"inc case","GM04","epiforecasts-EpiNow2",0.212257307379073
"inc case","GM04","Karlen-pypm",0.246373660140557
"inc case","GM05","FIAS_FZJ-Epi1Ger",0.218621937349575
"inc case","GM05","USC-SIkJalpha",0.109638771399004
"inc case","GM05","ITWW-county_repro",0.11535811985686
"inc case","GM05","epiforecasts-EpiNow2",0.349144341323806
"inc case","GM05","Karlen-pypm",0.207236830070755
"inc case","GM06","FIAS_FZJ-Epi1Ger",0.291202108169569
"inc case","GM06","USC-SIkJalpha",0.122113893422892
"inc case","GM06","ITWW-county_repro",0.120921498496223
"inc case","GM06","epiforecasts-EpiNow2",0.285125282017713
"inc case","GM06","Karlen-pypm",0.180637217893603
"inc case","GM07","FIAS_FZJ-Epi1Ger",0.196762848390423
"inc case","GM07","USC-SIkJalpha",0.130422615071979
"inc case","GM07","ITWW-county_repro",0.123631134562864
"inc case","GM07","epiforecasts-EpiNow2",0.3372564474928
"inc case","GM07","Karlen-pypm",0.211926954481934
