"target","location","model","inverse_wis_weight"
"inc case","GM01","USC-SIkJalpha",0.234005820526237
"inc case","GM01","ITWW-county_repro",0.375291307512319
"inc case","GM01","KIT-time_series_baseline",0.21299709533374
"inc case","GM01","Karlen-pypm",0.0888528883138521
"inc case","GM01","epiforecasts-EpiNow2",0.0888528883138521
"inc case","GM02","USC-SIkJalpha",0.334861262521764
"inc case","GM02","ITWW-county_repro",0.315872106694709
"inc case","GM02","KIT-time_series_baseline",0.168567786830827
"inc case","GM02","Karlen-pypm",0.0903494219763496
"inc case","GM02","epiforecasts-EpiNow2",0.0903494219763496
"inc case","GM03","USC-SIkJalpha",0.173179194934497
"inc case","GM03","ITWW-county_repro",0.294416606177577
"inc case","GM03","KIT-time_series_baseline",0.12079593531541
"inc case","GM03","Karlen-pypm",0.292958148415372
"inc case","GM03","epiforecasts-EpiNow2",0.118650115157144
"inc case","GM04","USC-SIkJalpha",0.366191094638473
"inc case","GM04","ITWW-county_repro",0.236935764936274
"inc case","GM04","KIT-time_series_baseline",0.211576702338364
"inc case","GM04","Karlen-pypm",0.0926482190434449
"inc case","GM04","epiforecasts-EpiNow2",0.0926482190434449
"inc case","GM05","USC-SIkJalpha",0.304929253594957
"inc case","GM05","ITWW-county_repro",0.298532608813329
"inc case","GM05","KIT-time_series_baseline",0.198911418029198
"inc case","GM05","Karlen-pypm",0.0988133597812582
"inc case","GM05","epiforecasts-EpiNow2",0.0988133597812582
"inc case","GM06","USC-SIkJalpha",0.23433678876471
"inc case","GM06","ITWW-county_repro",0.391305690551714
"inc case","GM06","KIT-time_series_baseline",0.151575451092235
"inc case","GM06","Karlen-pypm",0.11139103479567
"inc case","GM06","epiforecasts-EpiNow2",0.11139103479567
"inc case","GM07","USC-SIkJalpha",0.288354022363754
"inc case","GM07","ITWW-county_repro",0.285803055856164
"inc case","GM07","KIT-time_series_baseline",0.214110486068932
"inc case","GM07","Karlen-pypm",0.105866217855575
"inc case","GM07","epiforecasts-EpiNow2",0.105866217855575
"inc case","GM08","USC-SIkJalpha",0.163296295262206
"inc case","GM08","ITWW-county_repro",0.287114507343465
"inc case","GM08","KIT-time_series_baseline",0.219826923103341
"inc case","GM08","Karlen-pypm",0.195186860891218
"inc case","GM08","epiforecasts-EpiNow2",0.13457541339977
"inc case","GM09","USC-SIkJalpha",0.298475159940825
"inc case","GM09","ITWW-county_repro",0.283054410914011
"inc case","GM09","KIT-time_series_baseline",0.193055318863338
"inc case","GM09","Karlen-pypm",0.112707555140913
"inc case","GM09","epiforecasts-EpiNow2",0.112707555140913
"inc case","GM10","USC-SIkJalpha",0.211622116614213
"inc case","GM10","ITWW-county_repro",0.358899345375721
"inc case","GM10","KIT-time_series_baseline",0.160931783856901
"inc case","GM10","Karlen-pypm",0.139040983049196
"inc case","GM10","epiforecasts-EpiNow2",0.129505771103969
"inc case","GM11","USC-SIkJalpha",0.282471661503313
"inc case","GM11","ITWW-county_repro",0.10005114211918
"inc case","GM11","KIT-time_series_baseline",0.150272765618512
"inc case","GM11","Karlen-pypm",0.386638408421474
"inc case","GM11","epiforecasts-EpiNow2",0.0805660223375202
"inc case","GM12","USC-SIkJalpha",0.378521468721122
"inc case","GM12","ITWW-county_repro",0.234546798392817
"inc case","GM12","KIT-time_series_baseline",0.186645126091426
"inc case","GM12","Karlen-pypm",0.106974557351608
"inc case","GM12","epiforecasts-EpiNow2",0.093312049443027
"inc case","GM13","USC-SIkJalpha",0.288258543226038
"inc case","GM13","ITWW-county_repro",0.384032238800878
"inc case","GM13","KIT-time_series_baseline",0.153453712432193
"inc case","GM13","Karlen-pypm",0.088939491556403
"inc case","GM13","epiforecasts-EpiNow2",0.0853160139844886
"inc case","GM14","USC-SIkJalpha",0.267248381559519
"inc case","GM14","ITWW-county_repro",0.372961506296217
"inc case","GM14","KIT-time_series_baseline",0.114405337507963
"inc case","GM14","Karlen-pypm",0.140729638940946
"inc case","GM14","epiforecasts-EpiNow2",0.104655135695355
"inc case","GM15","USC-SIkJalpha",0.213135045562294
"inc case","GM15","ITWW-county_repro",0.499114234870237
"inc case","GM15","KIT-time_series_baseline",0.115119774263497
"inc case","GM15","Karlen-pypm",0.0971297377750684
"inc case","GM15","epiforecasts-EpiNow2",0.0755012075289036
"inc case","GM16","USC-SIkJalpha",0.239622099132409
"inc case","GM16","ITWW-county_repro",0.194152424590067
"inc case","GM16","KIT-time_series_baseline",0.158475042474895
"inc case","GM16","Karlen-pypm",0.293251594046683
"inc case","GM16","epiforecasts-EpiNow2",0.114498839755946
"inc case","GM","FIAS_FZJ-Epi1Ger",0.1101470358985
"inc case","GM","LANL-GrowthRate",0.115997289716394
"inc case","GM","USC-SIkJalpha",0.223263207517536
"inc case","GM","epiforecasts-EpiExpert",0.185386295663933
"inc case","GM","epiforecasts-EpiNow2",0.0819169649304824
"inc case","GM","KIT-time_series_baseline",0.145691843387214
"inc case","GM","Karlen-pypm",0.0669381762752054
"inc case","GM","itwm-dSEIR",0.0706591866107356
"cum case","GM01","USC-SIkJalpha",0.189441010672428
"cum case","GM01","ITWW-county_repro",0.392017988612333
"cum case","GM01","KIT-time_series_baseline",0.218286716624355
"cum case","GM01","Karlen-pypm",0.100127142045442
"cum case","GM01","epiforecasts-EpiNow2",0.100127142045442
"cum case","GM02","USC-SIkJalpha",0.243739530256348
"cum case","GM02","ITWW-county_repro",0.356896956844027
"cum case","GM02","KIT-time_series_baseline",0.184280444665141
"cum case","GM02","Karlen-pypm",0.107541534117242
"cum case","GM02","epiforecasts-EpiNow2",0.107541534117242
"cum case","GM03","USC-SIkJalpha",0.139962210215523
"cum case","GM03","ITWW-county_repro",0.337849017925656
"cum case","GM03","KIT-time_series_baseline",0.121002836307096
"cum case","GM03","Karlen-pypm",0.28441288539293
"cum case","GM03","epiforecasts-EpiNow2",0.116773050158794
