"target","location","model","inverse_wis_weight"
"inc case","GM01","FIAS_FZJ-Epi1Ger",0.167479338169621
"inc case","GM01","USC-SIkJalpha",0.291412462635526
"inc case","GM01","ITWW-county_repro",0.244215257282022
"inc case","GM01","epiforecasts-EpiNow2",0.168496478886188
"inc case","GM01","CovidMetrics-epiBATS",0.128396463026643
"inc case","GM02","FIAS_FZJ-Epi1Ger",0.0511212735029167
"inc case","GM02","USC-SIkJalpha",0.250712766651754
"inc case","GM02","ITWW-county_repro",0.308663629225277
"inc case","GM02","epiforecasts-EpiNow2",0.163121222431718
"inc case","GM02","CovidMetrics-epiBATS",0.226381108188335
"inc case","GM03","FIAS_FZJ-Epi1Ger",0.0814667936730986
"inc case","GM03","USC-SIkJalpha",0.2435109978043
"inc case","GM03","ITWW-county_repro",0.274800008304841
"inc case","GM03","epiforecasts-EpiNow2",0.188463493131529
"inc case","GM03","CovidMetrics-epiBATS",0.211758707086231
"inc case","GM04","FIAS_FZJ-Epi1Ger",0.121895156183688
"inc case","GM04","USC-SIkJalpha",0.32329322162487
"inc case","GM04","ITWW-county_repro",0.239475944836669
"inc case","GM04","epiforecasts-EpiNow2",0.16730325777235
"inc case","GM04","CovidMetrics-epiBATS",0.148032419582424
"inc case","GM05","FIAS_FZJ-Epi1Ger",0.0121787692837629
"inc case","GM05","USC-SIkJalpha",0.36415466210486
"inc case","GM05","ITWW-county_repro",0.262646535537029
"inc case","GM05","epiforecasts-EpiNow2",0.167612587010417
"inc case","GM05","CovidMetrics-epiBATS",0.193407446063931
"inc case","GM06","FIAS_FZJ-Epi1Ger",0.032421885787281
"inc case","GM06","USC-SIkJalpha",0.20256280410881
"inc case","GM06","ITWW-county_repro",0.241096090071227
"inc case","GM06","epiforecasts-EpiNow2",0.193878643974753
"inc case","GM06","CovidMetrics-epiBATS",0.330040576057929
"inc case","GM07","FIAS_FZJ-Epi1Ger",0.0783252282097725
"inc case","GM07","USC-SIkJalpha",0.319665338570973
"inc case","GM07","ITWW-county_repro",0.293647805973224
"inc case","GM07","epiforecasts-EpiNow2",0.197922562676112
"inc case","GM07","CovidMetrics-epiBATS",0.110439064569919
"inc case","GM08","FIAS_FZJ-Epi1Ger",0.0503119029805026
"inc case","GM08","USC-SIkJalpha",0.236974856097677
"inc case","GM08","ITWW-county_repro",0.264075433959835
"inc case","GM08","epiforecasts-EpiNow2",0.223292246988503
"inc case","GM08","CovidMetrics-epiBATS",0.225345559973482
"inc case","GM09","FIAS_FZJ-Epi1Ger",0.146783926955444
"inc case","GM09","USC-SIkJalpha",0.132530734191797
"inc case","GM09","ITWW-county_repro",0.230697471816429
"inc case","GM09","epiforecasts-EpiNow2",0.142529845472231
"inc case","GM09","CovidMetrics-epiBATS",0.347458021564099
"inc case","GM10","FIAS_FZJ-Epi1Ger",0.102187864519607
"inc case","GM10","USC-SIkJalpha",0.308115865953218
"inc case","GM10","ITWW-county_repro",0.320244289939517
"inc case","GM10","epiforecasts-EpiNow2",0.148922392556419
"inc case","GM10","CovidMetrics-epiBATS",0.12052958703124
"inc case","GM11","FIAS_FZJ-Epi1Ger",0.0930442613608508
"inc case","GM11","USC-SIkJalpha",0.217943562539092
"inc case","GM11","ITWW-county_repro",0.273907636078929
"inc case","GM11","epiforecasts-EpiNow2",0.24481534609496
"inc case","GM11","CovidMetrics-epiBATS",0.170289193926168
"inc case","GM12","FIAS_FZJ-Epi1Ger",0.110892588800189
"inc case","GM12","USC-SIkJalpha",0.270455380164163
"inc case","GM12","ITWW-county_repro",0.27035231350951
"inc case","GM12","epiforecasts-EpiNow2",0.136533990653216
"inc case","GM12","CovidMetrics-epiBATS",0.211765726872922
"inc case","GM13","FIAS_FZJ-Epi1Ger",0.137377474823644
"inc case","GM13","USC-SIkJalpha",0.285142665400861
"inc case","GM13","ITWW-county_repro",0.31365796126347
"inc case","GM13","epiforecasts-EpiNow2",0.13288728952278
"inc case","GM13","CovidMetrics-epiBATS",0.130934608989244
"inc case","GM14","FIAS_FZJ-Epi1Ger",0.147116664587528
"inc case","GM14","USC-SIkJalpha",0.268576088294504
"inc case","GM14","ITWW-county_repro",0.265287786471239
"inc case","GM14","epiforecasts-EpiNow2",0.20225661219762
"inc case","GM14","CovidMetrics-epiBATS",0.11676284844911
"inc case","GM15","FIAS_FZJ-Epi1Ger",0.120158844463255
"inc case","GM15","USC-SIkJalpha",0.275213208308385
"inc case","GM15","ITWW-county_repro",0.316141847796908
"inc case","GM15","epiforecasts-EpiNow2",0.125937904475468
"inc case","GM15","CovidMetrics-epiBATS",0.162548194955984
"inc case","GM16","FIAS_FZJ-Epi1Ger",0.132225293550695
"inc case","GM16","USC-SIkJalpha",0.146311350618929
"inc case","GM16","ITWW-county_repro",0.362405673133152
"inc case","GM16","epiforecasts-EpiNow2",0.22721531533646
"inc case","GM16","CovidMetrics-epiBATS",0.131842367360763
"cum case","GM01","FIAS_FZJ-Epi1Ger",0.149929807965506
"cum case","GM01","USC-SIkJalpha",0.37328439964416
"cum case","GM01","ITWW-county_repro",0.211173712896746
"cum case","GM01","epiforecasts-EpiNow2",0.154767302631682
"cum case","GM01","CovidMetrics-epiBATS",0.110844776861906
"cum case","GM02","FIAS_FZJ-Epi1Ger",0.0487970631665258
"cum case","GM02","USC-SIkJalpha",0.217126622075375
"cum case","GM02","ITWW-county_repro",0.31780989730091
"cum case","GM02","epiforecasts-EpiNow2",0.173872936569718
"cum case","GM02","CovidMetrics-epiBATS",0.242393480887471
"cum case","GM03","FIAS_FZJ-Epi1Ger",0.0678631928148527
"cum case","GM03","USC-SIkJalpha",0.279751119513507
"cum case","GM03","ITWW-county_repro",0.267476615868014
"cum case","GM03","epiforecasts-EpiNow2",0.191115408031843
"cum case","GM03","CovidMetrics-epiBATS",0.193793663771783
"cum case","GM04","FIAS_FZJ-Epi1Ger",0.0869054067377987
"cum case","GM04","USC-SIkJalpha",0.371221374418197
"cum case","GM04","ITWW-county_repro",0.211988947621763
"cum case","GM04","epiforecasts-EpiNow2",0.158362937884516
"cum case","GM04","CovidMetrics-epiBATS",0.171521333337725
"cum case","GM05","FIAS_FZJ-Epi1Ger",0.0138576527844214
"cum case","GM05","USC-SIkJalpha",0.333441479519731
"cum case","GM05","ITWW-county_repro",0.258972030890046
"cum case","GM05","epiforecasts-EpiNow2",0.182402425331692
"cum case","GM05","CovidMetrics-epiBATS",0.21132641147411
"cum case","GM06","FIAS_FZJ-Epi1Ger",0.0338613422540236
"cum case","GM06","USC-SIkJalpha",0.177919486836635
"cum case","GM06","ITWW-county_repro",0.231197090381251
"cum case","GM06","epiforecasts-EpiNow2",0.203400401197882
"cum case","GM06","CovidMetrics-epiBATS",0.353621679330207
"cum case","GM07","FIAS_FZJ-Epi1Ger",0.0593382126904862
"cum case","GM07","USC-SIkJalpha",0.370106936284543
"cum case","GM07","ITWW-county_repro",0.26873100051494
"cum case","GM07","epiforecasts-EpiNow2",0.196369842731018
"cum case","GM07","CovidMetrics-epiBATS",0.105454007779013
"cum case","GM08","FIAS_FZJ-Epi1Ger",0.0462072380686999
"cum case","GM08","USC-SIkJalpha",0.205529197089304
"cum case","GM08","ITWW-county_repro",0.253049450524695
"cum case","GM08","epiforecasts-EpiNow2",0.258697038700807
"cum case","GM08","CovidMetrics-epiBATS",0.236517075616493
"cum case","GM09","FIAS_FZJ-Epi1Ger",0.131274185150571
"cum case","GM09","USC-SIkJalpha",0.127346883069781
"cum case","GM09","ITWW-county_repro",0.221294121727863
"cum case","GM09","epiforecasts-EpiNow2",0.16199487746772
"cum case","GM09","CovidMetrics-epiBATS",0.358089932584065
"cum case","GM10","FIAS_FZJ-Epi1Ger",0.0953055716265322
"cum case","GM10","USC-SIkJalpha",0.385790470155314
"cum case","GM10","ITWW-county_repro",0.280596653069128
"cum case","GM10","epiforecasts-EpiNow2",0.14191809458685
"cum case","GM10","CovidMetrics-epiBATS",0.0963892105621749
"cum case","GM11","FIAS_FZJ-Epi1Ger",0.0981835506043328
"cum case","GM11","USC-SIkJalpha",0.195567657326696
"cum case","GM11","ITWW-county_repro",0.28340272357871
"cum case","GM11","epiforecasts-EpiNow2",0.258643514589065
"cum case","GM11","CovidMetrics-epiBATS",0.164202553901196
"cum case","GM12","FIAS_FZJ-Epi1Ger",0.150610072320443
"cum case","GM12","USC-SIkJalpha",0.24380556301699
"cum case","GM12","ITWW-county_repro",0.261064921018735
"cum case","GM12","epiforecasts-EpiNow2",0.149666430705706
"cum case","GM12","CovidMetrics-epiBATS",0.194853012938126
"cum case","GM13","FIAS_FZJ-Epi1Ger",0.103555830524784
"cum case","GM13","USC-SIkJalpha",0.347420681659198
"cum case","GM13","ITWW-county_repro",0.313801245022575
"cum case","GM13","epiforecasts-EpiNow2",0.127258846090378
"cum case","GM13","CovidMetrics-epiBATS",0.107963396703066
"cum case","GM14","FIAS_FZJ-Epi1Ger",0.148940839999138
"cum case","GM14","USC-SIkJalpha",0.2555669601844
"cum case","GM14","ITWW-county_repro",0.256480508269125
"cum case","GM14","epiforecasts-EpiNow2",0.223092866253943
"cum case","GM14","CovidMetrics-epiBATS",0.115918825293394
"cum case","GM15","FIAS_FZJ-Epi1Ger",0.221953324486438
"cum case","GM15","USC-SIkJalpha",0.249132467557244
"cum case","GM15","ITWW-county_repro",0.274165451480662
"cum case","GM15","epiforecasts-EpiNow2",0.112514980989591
"cum case","GM15","CovidMetrics-epiBATS",0.142233775486064
"cum case","GM16","FIAS_FZJ-Epi1Ger",0.119169159785091
"cum case","GM16","USC-SIkJalpha",0.124175794036472
"cum case","GM16","ITWW-county_repro",0.384571753099273
"cum case","GM16","epiforecasts-EpiNow2",0.239911237323557
"cum case","GM16","CovidMetrics-epiBATS",0.132172055755606
"inc death","GM01","FIAS_FZJ-Epi1Ger",0.112208724985983
"inc death","GM01","USC-SIkJalpha",0.173553069724831
"inc death","GM01","ITWW-county_repro",0.24539647705503
"inc death","GM01","epiforecasts-EpiNow2",0.468841728234155
"inc death","GM02","FIAS_FZJ-Epi1Ger",0.0483874970554256
"inc death","GM02","USC-SIkJalpha",0.352169507799563
"inc death","GM02","ITWW-county_repro",0.349291511633325
"inc death","GM02","epiforecasts-EpiNow2",0.250151483511686
"inc death","GM03","FIAS_FZJ-Epi1Ger",0.146432354635588
"inc death","GM03","USC-SIkJalpha",0.196749350992343
"inc death","GM03","ITWW-county_repro",0.230497504295474
"inc death","GM03","epiforecasts-EpiNow2",0.426320790076595
"inc death","GM04","FIAS_FZJ-Epi1Ger",0.125513671314004
"inc death","GM04","USC-SIkJalpha",0.312476147479441
"inc death","GM04","ITWW-county_repro",0.410001320963999
"inc death","GM04","epiforecasts-EpiNow2",0.152008860242557
"inc death","GM05","FIAS_FZJ-Epi1Ger",0.0192597129418247
"inc death","GM05","USC-SIkJalpha",0.210747832912532
"inc death","GM05","ITWW-county_repro",0.342440420987852
"inc death","GM05","epiforecasts-EpiNow2",0.427552033157791
"inc death","GM06","FIAS_FZJ-Epi1Ger",0.0384712996215928
"inc death","GM06","USC-SIkJalpha",0.153066185244862
"inc death","GM06","ITWW-county_repro",0.306899173232023
"inc death","GM06","epiforecasts-EpiNow2",0.501563341901522
"inc death","GM07","FIAS_FZJ-Epi1Ger",0.0282034067050721
"inc death","GM07","USC-SIkJalpha",0.0636403460770726
"inc death","GM07","ITWW-county_repro",0.124370349169431
"inc death","GM07","epiforecasts-EpiNow2",0.783785898048424
"inc death","GM08","FIAS_FZJ-Epi1Ger",0.154088444639036
"inc death","GM08","USC-SIkJalpha",0.483662679189426
"inc death","GM08","ITWW-county_repro",0.358896578386508
"inc death","GM08","epiforecasts-EpiNow2",0.00335229778502964
"inc death","GM09","FIAS_FZJ-Epi1Ger",0.0629093610681802
"inc death","GM09","USC-SIkJalpha",0.188728083204541
"inc death","GM09","ITWW-county_repro",0.270674144716198
"inc death","GM09","epiforecasts-EpiNow2",0.477688411011081
"inc death","GM10","FIAS_FZJ-Epi1Ger",0.122605802329196
"inc death","GM10","USC-SIkJalpha",0.336157179961912
"inc death","GM10","ITWW-county_repro",0.254852840081166
"inc death","GM10","epiforecasts-EpiNow2",0.286384177627726
"inc death","GM11","FIAS_FZJ-Epi1Ger",0.0577532302107597
"inc death","GM11","USC-SIkJalpha",0.0935018821428002
"inc death","GM11","ITWW-county_repro",0.243182562499869
"inc death","GM11","epiforecasts-EpiNow2",0.605562325146571
"inc death","GM12","FIAS_FZJ-Epi1Ger",0.276188706072916
"inc death","GM12","USC-SIkJalpha",0.220670816984823
"inc death","GM12","ITWW-county_repro",0.351972279480217
"inc death","GM12","epiforecasts-EpiNow2",0.151168197462044
"inc death","GM13","FIAS_FZJ-Epi1Ger",0.146217136759322
"inc death","GM13","USC-SIkJalpha",0.15731971110252
"inc death","GM13","ITWW-county_repro",0.321907647860549
"inc death","GM13","epiforecasts-EpiNow2",0.37455550427761
"inc death","GM14","FIAS_FZJ-Epi1Ger",0.189657130778086
"inc death","GM14","USC-SIkJalpha",0.284387057350091
"inc death","GM14","ITWW-county_repro",0.450930281618833
"inc death","GM14","epiforecasts-EpiNow2",0.0750255302529894
"inc death","GM15","FIAS_FZJ-Epi1Ger",0.27111649141682
"inc death","GM15","USC-SIkJalpha",0.185838471935301
"inc death","GM15","ITWW-county_repro",0.21113471669743
"inc death","GM15","epiforecasts-EpiNow2",0.331910319950449
"inc death","GM16","FIAS_FZJ-Epi1Ger",0.0621692603489446
"inc death","GM16","USC-SIkJalpha",0.0914750728210589
"inc death","GM16","ITWW-county_repro",0.0872997132387245
"inc death","GM16","epiforecasts-EpiNow2",0.759055953591272
"cum death","GM01","FIAS_FZJ-Epi1Ger",0.0781008961450741
"cum death","GM01","USC-SIkJalpha",0.129790995857012
"cum death","GM01","ITWW-county_repro",0.227537828968323
"cum death","GM01","epiforecasts-EpiNow2",0.564570279029591
"cum death","GM02","FIAS_FZJ-Epi1Ger",0.0347576853237094
"cum death","GM02","USC-SIkJalpha",0.394128890861978
"cum death","GM02","ITWW-county_repro",0.418133962060929
"cum death","GM02","epiforecasts-EpiNow2",0.152979461753383
"cum death","GM03","FIAS_FZJ-Epi1Ger",0.186813570141859
"cum death","GM03","USC-SIkJalpha",0.178784262906464
"cum death","GM03","ITWW-county_repro",0.209442766184547
"cum death","GM03","epiforecasts-EpiNow2",0.424959400767131
"cum death","GM04","FIAS_FZJ-Epi1Ger",0.130981048220754
"cum death","GM04","USC-SIkJalpha",0.260835519536343
"cum death","GM04","ITWW-county_repro",0.48107198336059
"cum death","GM04","epiforecasts-EpiNow2",0.127111448882313
"cum death","GM05","FIAS_FZJ-Epi1Ger",0.020900633788844
"cum death","GM05","USC-SIkJalpha",0.215710143145517
"cum death","GM05","ITWW-county_repro",0.380325382055949
"cum death","GM05","epiforecasts-EpiNow2",0.38306384100969
"cum death","GM06","FIAS_FZJ-Epi1Ger",0.0308565377782255
"cum death","GM06","USC-SIkJalpha",0.124280250002876
"cum death","GM06","ITWW-county_repro",0.288410565168924
"cum death","GM06","epiforecasts-EpiNow2",0.556452647049974
"cum death","GM07","FIAS_FZJ-Epi1Ger",0.0264548672488165
"cum death","GM07","USC-SIkJalpha",0.0605332206040584
"cum death","GM07","ITWW-county_repro",0.119525830108789
"cum death","GM07","epiforecasts-EpiNow2",0.793486082038336
"cum death","GM08","FIAS_FZJ-Epi1Ger",0.198663317013565
"cum death","GM08","USC-SIkJalpha",0.471184576810357
"cum death","GM08","ITWW-county_repro",0.325929296556352
"cum death","GM08","epiforecasts-EpiNow2",0.00422280961972584
"cum death","GM09","FIAS_FZJ-Epi1Ger",0.0564237242774501
"cum death","GM09","USC-SIkJalpha",0.223136971819923
"cum death","GM09","ITWW-county_repro",0.254748745311601
"cum death","GM09","epiforecasts-EpiNow2",0.465690558591027
"cum death","GM10","FIAS_FZJ-Epi1Ger",0.125560164447374
"cum death","GM10","USC-SIkJalpha",0.394909958301107
"cum death","GM10","ITWW-county_repro",0.235564849994569
"cum death","GM10","epiforecasts-EpiNow2",0.24396502725695
"cum death","GM11","FIAS_FZJ-Epi1Ger",0.0614228009103612
"cum death","GM11","USC-SIkJalpha",0.0796292770512955
