"target","location","model","inverse_wis_weight"
"inc case","GM01","FIAS_FZJ-Epi1Ger",0.162904836739473
"inc case","GM01","USC-SIkJalpha",0.378942993273265
"inc case","GM01","ITWW-county_repro",0.139923427174715
"inc case","GM01","epiforecasts-EpiNow2",0.177265406891587
"inc case","GM01","Karlen-pypm",0.140963335920959
"inc case","GM02","FIAS_FZJ-Epi1Ger",0.178729234139873
"inc case","GM02","USC-SIkJalpha",0.316536004838473
"inc case","GM02","ITWW-county_repro",0.129552453936289
"inc case","GM02","epiforecasts-EpiNow2",0.265812919256649
"inc case","GM02","Karlen-pypm",0.109369387828715
"inc case","GM03","FIAS_FZJ-Epi1Ger",0.0683670829495233
"inc case","GM03","USC-SIkJalpha",0.384567348636666
"inc case","GM03","ITWW-county_repro",0.14595750998434
"inc case","GM03","epiforecasts-EpiNow2",0.265371124350266
"inc case","GM03","Karlen-pypm",0.135736934079205
"inc case","GM04","FIAS_FZJ-Epi1Ger",0.0978538748346255
"inc case","GM04","USC-SIkJalpha",0.378200246934468
"inc case","GM04","ITWW-county_repro",0.12555905581249
"inc case","GM04","epiforecasts-EpiNow2",0.24866973450656
"inc case","GM04","Karlen-pypm",0.149717087911857
"inc case","GM05","FIAS_FZJ-Epi1Ger",0.224807864545361
"inc case","GM05","USC-SIkJalpha",0.330413616632997
"inc case","GM05","ITWW-county_repro",0.142869385281664
"inc case","GM05","epiforecasts-EpiNow2",0.127626323942977
"inc case","GM05","Karlen-pypm",0.174282809597001
"inc case","GM06","FIAS_FZJ-Epi1Ger",0.188596940450228
"inc case","GM06","USC-SIkJalpha",0.281074682388561
"inc case","GM06","ITWW-county_repro",0.154951704949382
"inc case","GM06","epiforecasts-EpiNow2",0.235160088280368
"inc case","GM06","Karlen-pypm",0.140216583931461
"inc case","GM07","FIAS_FZJ-Epi1Ger",0.26254271905205
"inc case","GM07","USC-SIkJalpha",0.315445930948377
"inc case","GM07","ITWW-county_repro",0.131406533952042
"inc case","GM07","epiforecasts-EpiNow2",0.150079527364058
"inc case","GM07","Karlen-pypm",0.140525288683473
"inc case","GM08","FIAS_FZJ-Epi1Ger",0.169248759530318
"inc case","GM08","USC-SIkJalpha",0.374342394564211
"inc case","GM08","ITWW-county_repro",0.126777750122398
"inc case","GM08","epiforecasts-EpiNow2",0.156827570240869
"inc case","GM08","Karlen-pypm",0.172803525542205
"inc case","GM09","FIAS_FZJ-Epi1Ger",0.194200617476538
"inc case","GM09","USC-SIkJalpha",0.18314642313907
"inc case","GM09","ITWW-county_repro",0.162642894447136
"inc case","GM09","epiforecasts-EpiNow2",0.145791224287913
"inc case","GM09","Karlen-pypm",0.314218840649343
"inc case","GM10","FIAS_FZJ-Epi1Ger",0.348344956964706
"inc case","GM10","USC-SIkJalpha",0.275999319613289
"inc case","GM10","ITWW-county_repro",0.141679455984569
"inc case","GM10","epiforecasts-EpiNow2",0.117172212841169
"inc case","GM10","Karlen-pypm",0.116804054596268
"inc case","GM11","FIAS_FZJ-Epi1Ger",0.257905073471601
"inc case","GM11","USC-SIkJalpha",0.34771992833205
"inc case","GM11","ITWW-county_repro",0.0887595150110726
"inc case","GM11","epiforecasts-EpiNow2",0.130193046301023
"inc case","GM11","Karlen-pypm",0.175422436884254
"inc case","GM12","FIAS_FZJ-Epi1Ger",0.143344976274469
"inc case","GM12","USC-SIkJalpha",0.23996702943917
"inc case","GM12","ITWW-county_repro",0.206348035189392
"inc case","GM12","epiforecasts-EpiNow2",0.184487775146743
"inc case","GM12","Karlen-pypm",0.225852183950225
"inc case","GM13","FIAS_FZJ-Epi1Ger",0.0715058890684848
"inc case","GM13","USC-SIkJalpha",0.415157449984664
"inc case","GM13","ITWW-county_repro",0.134529592215754
"inc case","GM13","epiforecasts-EpiNow2",0.160604701967198
"inc case","GM13","Karlen-pypm",0.2182023667639
"inc case","GM14","FIAS_FZJ-Epi1Ger",0.128809044571625
"inc case","GM14","USC-SIkJalpha",0.415541611688366
"inc case","GM14","ITWW-county_repro",0.0786986743819951
"inc case","GM14","epiforecasts-EpiNow2",0.186576215478807
"inc case","GM14","Karlen-pypm",0.190374453879206
"inc case","GM15","FIAS_FZJ-Epi1Ger",0.210139957084898
"inc case","GM15","USC-SIkJalpha",0.370220623653404
"inc case","GM15","ITWW-county_repro",0.131691177708715
"inc case","GM15","epiforecasts-EpiNow2",0.115570022292411
"inc case","GM15","Karlen-pypm",0.172378219260572
"inc case","GM16","FIAS_FZJ-Epi1Ger",0.149947803096266
"inc case","GM16","USC-SIkJalpha",0.467027335385058
"inc case","GM16","ITWW-county_repro",0.118332114902574
"inc case","GM16","epiforecasts-EpiNow2",0.145734789919316
"inc case","GM16","Karlen-pypm",0.118957956696787
"cum case","GM01","FIAS_FZJ-Epi1Ger",0.142556476027316
"cum case","GM01","USC-SIkJalpha",0.359232891847228
"cum case","GM01","ITWW-county_repro",0.138980178642643
"cum case","GM01","epiforecasts-EpiNow2",0.202172076028581
"cum case","GM01","Karlen-pypm",0.157058377454233
"cum case","GM02","FIAS_FZJ-Epi1Ger",0.153168415534544
"cum case","GM02","USC-SIkJalpha",0.322749774372772
"cum case","GM02","ITWW-county_repro",0.126841479778702
"cum case","GM02","epiforecasts-EpiNow2",0.280430586562565
"cum case","GM02","Karlen-pypm",0.116809743751417
"cum case","GM03","FIAS_FZJ-Epi1Ger",0.065277880027519
"cum case","GM03","USC-SIkJalpha",0.355329818410154
"cum case","GM03","ITWW-county_repro",0.155649447538577
"cum case","GM03","epiforecasts-EpiNow2",0.258873877033238
"cum case","GM03","Karlen-pypm",0.164868976990511
"cum case","GM04","FIAS_FZJ-Epi1Ger",0.0889084929694942
"cum case","GM04","USC-SIkJalpha",0.329099583075834
"cum case","GM04","ITWW-county_repro",0.147670367754035
"cum case","GM04","epiforecasts-EpiNow2",0.258264110550932
