"target","location","model","inverse_wis_weight"
"inc case","GM01","FIAS_FZJ-Epi1Ger",0.200414329792375
"inc case","GM01","USC-SIkJalpha",0.0688879673939485
"inc case","GM01","ITWW-county_repro",0.191792438621105
"inc case","GM01","epiforecasts-EpiNow2",0.197197998535016
"inc case","GM01","KIT-time_series_baseline",0.147669075750847
"inc case","GM01","Karlen-pypm",0.194038189906709
"inc case","GM02","FIAS_FZJ-Epi1Ger",0.301965509610363
"inc case","GM02","USC-SIkJalpha",0.0573861546586755
"inc case","GM02","ITWW-county_repro",0.162234005408819
"inc case","GM02","epiforecasts-EpiNow2",0.199308576327102
"inc case","GM02","KIT-time_series_baseline",0.155096128924938
"inc case","GM02","Karlen-pypm",0.124009625070103
"inc case","GM03","FIAS_FZJ-Epi1Ger",0.111869893753094
"inc case","GM03","USC-SIkJalpha",0.143557490151419
"inc case","GM03","ITWW-county_repro",0.252011689677008
"inc case","GM03","epiforecasts-EpiNow2",0.15064164484003
"inc case","GM03","KIT-time_series_baseline",0.107576195693219
"inc case","GM03","Karlen-pypm",0.234343085885229
"inc case","GM04","FIAS_FZJ-Epi1Ger",0.0827128587889188
"inc case","GM04","USC-SIkJalpha",0.123034740186524
"inc case","GM04","ITWW-county_repro",0.479226881401682
"inc case","GM04","epiforecasts-EpiNow2",0.15547349924185
"inc case","GM04","KIT-time_series_baseline",0.0553321825153645
"inc case","GM04","Karlen-pypm",0.104219837865662
"inc case","GM05","FIAS_FZJ-Epi1Ger",0.100811849030201
"inc case","GM05","USC-SIkJalpha",0.132055514968471
"inc case","GM05","ITWW-county_repro",0.228937820825505
"inc case","GM05","epiforecasts-EpiNow2",0.173900247137819
"inc case","GM05","KIT-time_series_baseline",0.0684095566498875
"inc case","GM05","Karlen-pypm",0.295885011388116
"inc case","GM06","FIAS_FZJ-Epi1Ger",0.130246969340346
"inc case","GM06","USC-SIkJalpha",0.181054055852705
"inc case","GM06","ITWW-county_repro",0.320207493973876
"inc case","GM06","epiforecasts-EpiNow2",0.109404134657272
"inc case","GM06","KIT-time_series_baseline",0.0734398857061405
"inc case","GM06","Karlen-pypm",0.185647460469661
"inc case","GM07","FIAS_FZJ-Epi1Ger",0.137985320229542
"inc case","GM07","USC-SIkJalpha",0.0891823171597429
"inc case","GM07","ITWW-county_repro",0.244564955549061
"inc case","GM07","epiforecasts-EpiNow2",0.221152862208584
"inc case","GM07","KIT-time_series_baseline",0.0698687673557718
"inc case","GM07","Karlen-pypm",0.237245777497298
"inc case","GM08","FIAS_FZJ-Epi1Ger",0.127999310365545
"inc case","GM08","USC-SIkJalpha",0.122212251197989
"inc case","GM08","ITWW-county_repro",0.213815015133142
"inc case","GM08","epiforecasts-EpiNow2",0.0928643616573344
"inc case","GM08","KIT-time_series_baseline",0.069749994130991
"inc case","GM08","Karlen-pypm",0.373359067514999
"inc case","GM09","FIAS_FZJ-Epi1Ger",0.0671915147937755
"inc case","GM09","USC-SIkJalpha",0.227586772878219
"inc case","GM09","ITWW-county_repro",0.117351879943611
"inc case","GM09","epiforecasts-EpiNow2",0.175873200626748
"inc case","GM09","KIT-time_series_baseline",0.161769284539114
"inc case","GM09","Karlen-pypm",0.250227347218532
"inc case","GM10","FIAS_FZJ-Epi1Ger",0.128622220980671
"inc case","GM10","USC-SIkJalpha",0.161049009450493
"inc case","GM10","ITWW-county_repro",0.274043326227531
"inc case","GM10","epiforecasts-EpiNow2",0.221584821141868
"inc case","GM10","KIT-time_series_baseline",0.0986109091735784
"inc case","GM10","Karlen-pypm",0.116089713025859
"inc case","GM11","FIAS_FZJ-Epi1Ger",0.14954584797763
"inc case","GM11","USC-SIkJalpha",0.141298315074959
