"target","location","model","inverse_wis_weight"
"inc case","GM01","FIAS_FZJ-Epi1Ger",0.0910555389709073
"inc case","GM01","USC-SIkJalpha",0.249184135578354
"inc case","GM01","ITWW-county_repro",0.187907839788438
"inc case","GM01","epiforecasts-EpiNow2",0.117949535446708
"inc case","GM01","CovidMetrics-epiBATS",0.353902950215592
"inc case","GM02","FIAS_FZJ-Epi1Ger",0.0691550835479372
"inc case","GM02","USC-SIkJalpha",0.19488854555877
"inc case","GM02","ITWW-county_repro",0.329079117631565
"inc case","GM02","epiforecasts-EpiNow2",0.101756029531292
"inc case","GM02","CovidMetrics-epiBATS",0.305121223730436
"inc case","GM03","FIAS_FZJ-Epi1Ger",0.066121353150615
"inc case","GM03","USC-SIkJalpha",0.155188978916944
"inc case","GM03","ITWW-county_repro",0.211872913144631
"inc case","GM03","epiforecasts-EpiNow2",0.0531428213186139
"inc case","GM03","CovidMetrics-epiBATS",0.513673933469196
"inc case","GM04","FIAS_FZJ-Epi1Ger",0.16862429621306
"inc case","GM04","USC-SIkJalpha",0.181632198203892
"inc case","GM04","ITWW-county_repro",0.224033570151227
"inc case","GM04","epiforecasts-EpiNow2",0.196272768064855
"inc case","GM04","CovidMetrics-epiBATS",0.229437167366967
"inc case","GM05","FIAS_FZJ-Epi1Ger",0.0351824565828338
"inc case","GM05","USC-SIkJalpha",0.212881041747887
"inc case","GM05","ITWW-county_repro",0.179814576083442
"inc case","GM05","epiforecasts-EpiNow2",0.278632120725952
"inc case","GM05","CovidMetrics-epiBATS",0.293489804859884
"inc case","GM06","FIAS_FZJ-Epi1Ger",0.147867196020096
"inc case","GM06","USC-SIkJalpha",0.178195515679403
"inc case","GM06","ITWW-county_repro",0.17847804062178
"inc case","GM06","epiforecasts-EpiNow2",0.226098127433233
"inc case","GM06","CovidMetrics-epiBATS",0.269361120245489
"inc case","GM07","FIAS_FZJ-Epi1Ger",0.156708353577944
"inc case","GM07","USC-SIkJalpha",0.138980418951629
"inc case","GM07","ITWW-county_repro",0.128680452022629
"inc case","GM07","epiforecasts-EpiNow2",0.316309124143124
"inc case","GM07","CovidMetrics-epiBATS",0.259321651304675
"inc case","GM08","FIAS_FZJ-Epi1Ger",0.0391260520313878
"inc case","GM08","USC-SIkJalpha",0.20819665954074
"inc case","GM08","ITWW-county_repro",0.233848921078013
"inc case","GM08","epiforecasts-EpiNow2",0.187126446733053
"inc case","GM08","CovidMetrics-epiBATS",0.331701920616806
"inc case","GM09","FIAS_FZJ-Epi1Ger",0.262161655187559
"inc case","GM09","USC-SIkJalpha",0.199887954993863
"inc case","GM09","ITWW-county_repro",0.258195907243851
"inc case","GM09","epiforecasts-EpiNow2",0.0825129179409428
"inc case","GM09","CovidMetrics-epiBATS",0.197241564633784
"inc case","GM10","FIAS_FZJ-Epi1Ger",0.170870543970392
"inc case","GM10","USC-SIkJalpha",0.193659560278006
"inc case","GM10","ITWW-county_repro",0.171504776811625
"inc case","GM10","epiforecasts-EpiNow2",0.257227146604208
"inc case","GM10","CovidMetrics-epiBATS",0.206737972335768
"inc case","GM11","FIAS_FZJ-Epi1Ger",0.169697484484537
"inc case","GM11","USC-SIkJalpha",0.222830989716282
"inc case","GM11","ITWW-county_repro",0.228029150005645
"inc case","GM11","epiforecasts-EpiNow2",0.106055185011567
"inc case","GM11","CovidMetrics-epiBATS",0.273387190781969
"inc case","GM12","FIAS_FZJ-Epi1Ger",0.135123722689912
"inc case","GM12","USC-SIkJalpha",0.224115303480705
"inc case","GM12","ITWW-county_repro",0.202764288393705
"inc case","GM12","epiforecasts-EpiNow2",0.19385523919635
"inc case","GM12","CovidMetrics-epiBATS",0.244141446239327
"inc case","GM13","FIAS_FZJ-Epi1Ger",0.103273160408072
"inc case","GM13","USC-SIkJalpha",0.222498542729289
"inc case","GM13","ITWW-county_repro",0.174774084802143
"inc case","GM13","epiforecasts-EpiNow2",0.234997245225209
"inc case","GM13","CovidMetrics-epiBATS",0.264456966835287
"inc case","GM14","FIAS_FZJ-Epi1Ger",0.141862590504055
"inc case","GM14","USC-SIkJalpha",0.269933821477128
"inc case","GM14","ITWW-county_repro",0.196993551811632
"inc case","GM14","epiforecasts-EpiNow2",0.200161312619961
"inc case","GM14","CovidMetrics-epiBATS",0.191048723587224
"inc case","GM15","FIAS_FZJ-Epi1Ger",0.263508133984525
"inc case","GM15","USC-SIkJalpha",0.152996834404509
"inc case","GM15","ITWW-county_repro",0.268008062260467
"inc case","GM15","epiforecasts-EpiNow2",0.0987651432537425
"inc case","GM15","CovidMetrics-epiBATS",0.216721826096756
"inc case","GM16","FIAS_FZJ-Epi1Ger",0.112164118788336
"inc case","GM16","USC-SIkJalpha",0.195643612620366
"inc case","GM16","ITWW-county_repro",0.162929286902287
"inc case","GM16","epiforecasts-EpiNow2",0.140383682988053
"inc case","GM16","CovidMetrics-epiBATS",0.388879298700958
"cum case","GM01","FIAS_FZJ-Epi1Ger",0.0797619349372568
"cum case","GM01","USC-SIkJalpha",0.22704247611874
"cum case","GM01","ITWW-county_repro",0.194395925229785
"cum case","GM01","epiforecasts-EpiNow2",0.116115879563396
"cum case","GM01","CovidMetrics-epiBATS",0.382683784150822
"cum case","GM02","FIAS_FZJ-Epi1Ger",0.0592613449978169
"cum case","GM02","USC-SIkJalpha",0.169926606936423
"cum case","GM02","ITWW-county_repro",0.36424552552868
"cum case","GM02","epiforecasts-EpiNow2",0.0963788947152691
"cum case","GM02","CovidMetrics-epiBATS",0.310187627821811
"cum case","GM03","FIAS_FZJ-Epi1Ger",0.0575755969928437
"cum case","GM03","USC-SIkJalpha",0.137963442793208
"cum case","GM03","ITWW-county_repro",0.206814223463675
"cum case","GM03","epiforecasts-EpiNow2",0.052274155502526
"cum case","GM03","CovidMetrics-epiBATS",0.545372581247748
"cum case","GM04","FIAS_FZJ-Epi1Ger",0.143979728924271
"cum case","GM04","USC-SIkJalpha",0.145976898562197
"cum case","GM04","ITWW-county_repro",0.23404193933886
"cum case","GM04","epiforecasts-EpiNow2",0.194349081415152
"cum case","GM04","CovidMetrics-epiBATS",0.28165235175952
"cum case","GM05","FIAS_FZJ-Epi1Ger",0.0318182188266638
"cum case","GM05","USC-SIkJalpha",0.192657295537045
"cum case","GM05","ITWW-county_repro",0.16348848573785
"cum case","GM05","epiforecasts-EpiNow2",0.334266949435377
"cum case","GM05","CovidMetrics-epiBATS",0.277769050463064
"cum case","GM06","FIAS_FZJ-Epi1Ger",0.133781649514221
"cum case","GM06","USC-SIkJalpha",0.157162955441157
"cum case","GM06","ITWW-county_repro",0.182600000966181
"cum case","GM06","epiforecasts-EpiNow2",0.245263718906684
"cum case","GM06","CovidMetrics-epiBATS",0.281191675171756
"cum case","GM07","FIAS_FZJ-Epi1Ger",0.125293338107996
"cum case","GM07","USC-SIkJalpha",0.119923202554356
"cum case","GM07","ITWW-county_repro",0.115333822650913
"cum case","GM07","epiforecasts-EpiNow2",0.38839141378121
"cum case","GM07","CovidMetrics-epiBATS",0.251058222905524
"cum case","GM08","FIAS_FZJ-Epi1Ger",0.0388312844159128
"cum case","GM08","USC-SIkJalpha",0.181976646997484
"cum case","GM08","ITWW-county_repro",0.242559936552263
"cum case","GM08","epiforecasts-EpiNow2",0.190520656854106
"cum case","GM08","CovidMetrics-epiBATS",0.346111475180235
"cum case","GM09","FIAS_FZJ-Epi1Ger",0.209242663740132
"cum case","GM09","USC-SIkJalpha",0.256779130380625
