"target","location","model","inverse_wis_weight"
"inc case","GM01","FIAS_FZJ-Epi1Ger",0.160731919012259
"inc case","GM01","USC-SIkJalpha",0.215631688779494
"inc case","GM01","ITWW-county_repro",0.268461075832746
"inc case","GM01","epiforecasts-EpiNow2",0.185289183093846
"inc case","GM01","CovidMetrics-epiBATS",0.169886133281656
"inc case","GM02","FIAS_FZJ-Epi1Ger",0.181315929338104
"inc case","GM02","USC-SIkJalpha",0.259464701915153
"inc case","GM02","ITWW-county_repro",0.216813581121321
"inc case","GM02","epiforecasts-EpiNow2",0.192109058185814
"inc case","GM02","CovidMetrics-epiBATS",0.150296729439609
"inc case","GM03","FIAS_FZJ-Epi1Ger",0.104724798889478
"inc case","GM03","USC-SIkJalpha",0.223657448755726
"inc case","GM03","ITWW-county_repro",0.27824516283196
"inc case","GM03","epiforecasts-EpiNow2",0.186641885355429
"inc case","GM03","CovidMetrics-epiBATS",0.206730704167407
"inc case","GM04","FIAS_FZJ-Epi1Ger",0.0617153767579002
"inc case","GM04","USC-SIkJalpha",0.295571827234493
"inc case","GM04","ITWW-county_repro",0.180678452708147
"inc case","GM04","epiforecasts-EpiNow2",0.208573134010745
"inc case","GM04","CovidMetrics-epiBATS",0.253461209288715
"inc case","GM05","FIAS_FZJ-Epi1Ger",0.303300538374008
"inc case","GM05","USC-SIkJalpha",0.163912111341748
"inc case","GM05","ITWW-county_repro",0.266855671649597
"inc case","GM05","epiforecasts-EpiNow2",0.136337645698522
"inc case","GM05","CovidMetrics-epiBATS",0.129594032936126
"inc case","GM06","FIAS_FZJ-Epi1Ger",0.14971200261036
"inc case","GM06","USC-SIkJalpha",0.1792191392225
"inc case","GM06","ITWW-county_repro",0.322825892878171
"inc case","GM06","epiforecasts-EpiNow2",0.179625683712035
"inc case","GM06","CovidMetrics-epiBATS",0.168617281576935
"inc case","GM07","FIAS_FZJ-Epi1Ger",0.205725129480042
"inc case","GM07","USC-SIkJalpha",0.260444406426736
"inc case","GM07","ITWW-county_repro",0.227269468977909
"inc case","GM07","epiforecasts-EpiNow2",0.214175254094799
"inc case","GM07","CovidMetrics-epiBATS",0.0923857410205143
"inc case","GM08","FIAS_FZJ-Epi1Ger",0.157903652714283
"inc case","GM08","USC-SIkJalpha",0.21777463232298
"inc case","GM08","ITWW-county_repro",0.303510043253278
"inc case","GM08","epiforecasts-EpiNow2",0.139628099077357
"inc case","GM08","CovidMetrics-epiBATS",0.181183572632102
"inc case","GM09","FIAS_FZJ-Epi1Ger",0.0999031770945806
"inc case","GM09","USC-SIkJalpha",0.160924767323986
"inc case","GM09","ITWW-county_repro",0.288362448351973
"inc case","GM09","epiforecasts-EpiNow2",0.288370160669524
"inc case","GM09","CovidMetrics-epiBATS",0.162439446559936
"inc case","GM10","FIAS_FZJ-Epi1Ger",0.0697402129066783
"inc case","GM10","USC-SIkJalpha",0.147244981407726
"inc case","GM10","ITWW-county_repro",0.25190163584574
"inc case","GM10","epiforecasts-EpiNow2",0.298488647663799
"inc case","GM10","CovidMetrics-epiBATS",0.232624522176057
