"target","location","model","inverse_wis_weight"
"inc case","GM01","FIAS_FZJ-Epi1Ger",0.211889818631017
"inc case","GM01","USC-SIkJalpha",0.146946842313323
"inc case","GM01","ITWW-county_repro",0.340717005640605
"inc case","GM01","epiforecasts-EpiNow2",0.131360102403937
"inc case","GM01","CovidMetrics-epiBATS",0.169086231011118
"inc case","GM02","FIAS_FZJ-Epi1Ger",0.191683722094662
"inc case","GM02","USC-SIkJalpha",0.136290610751083
"inc case","GM02","ITWW-county_repro",0.360213531304172
"inc case","GM02","epiforecasts-EpiNow2",0.128801317649366
"inc case","GM02","CovidMetrics-epiBATS",0.183010818200718
"inc case","GM03","FIAS_FZJ-Epi1Ger",0.297902794415716
"inc case","GM03","USC-SIkJalpha",0.179474776113073
"inc case","GM03","ITWW-county_repro",0.239093883462274
"inc case","GM03","epiforecasts-EpiNow2",0.134238103177557
"inc case","GM03","CovidMetrics-epiBATS",0.14929044283138
"inc case","GM04","FIAS_FZJ-Epi1Ger",0.146150050609988
"inc case","GM04","USC-SIkJalpha",0.143061473927504
"inc case","GM04","ITWW-county_repro",0.401425858485562
"inc case","GM04","epiforecasts-EpiNow2",0.141826161332682
"inc case","GM04","CovidMetrics-epiBATS",0.167536455644264
"inc case","GM05","FIAS_FZJ-Epi1Ger",0.238920827182807
"inc case","GM05","USC-SIkJalpha",0.124089578951236
"inc case","GM05","ITWW-county_repro",0.329141199623516
"inc case","GM05","epiforecasts-EpiNow2",0.177491844387599
"inc case","GM05","CovidMetrics-epiBATS",0.13035654985484
"inc case","GM06","FIAS_FZJ-Epi1Ger",0.163279318599925
"inc case","GM06","USC-SIkJalpha",0.122258084477756
"inc case","GM06","ITWW-county_repro",0.262513914445646
"inc case","GM06","epiforecasts-EpiNow2",0.266247797521097
"inc case","GM06","CovidMetrics-epiBATS",0.185700884955576
"inc case","GM07","FIAS_FZJ-Epi1Ger",0.156805697725275
"inc case","GM07","USC-SIkJalpha",0.118328073593123
"inc case","GM07","ITWW-county_repro",0.286581404780452
"inc case","GM07","epiforecasts-EpiNow2",0.294181215158516
"inc case","GM07","CovidMetrics-epiBATS",0.144103608742634
"inc case","GM08","FIAS_FZJ-Epi1Ger",0.175988191957605
"inc case","GM08","USC-SIkJalpha",0.148709665170364
