"target","location","model","inverse_wis_weight"
"inc case","GM01","FIAS_FZJ-Epi1Ger",0.0346913935582524
"inc case","GM01","USC-SIkJalpha",0.282503753822287
"inc case","GM01","ITWW-county_repro",0.115171859101051
"inc case","GM01","epiforecasts-EpiNow2",0.188082470841219
"inc case","GM01","CovidMetrics-epiBATS",0.37955052267719
"inc case","GM02","FIAS_FZJ-Epi1Ger",0.0776832726977568
"inc case","GM02","USC-SIkJalpha",0.191417294188424
"inc case","GM02","ITWW-county_repro",0.30325131517753
"inc case","GM02","epiforecasts-EpiNow2",0.104138338127708
"inc case","GM02","CovidMetrics-epiBATS",0.323509779808581
"inc case","GM03","FIAS_FZJ-Epi1Ger",0.0599364755318446
"inc case","GM03","USC-SIkJalpha",0.146069968829526
"inc case","GM03","ITWW-county_repro",0.127605025136832
"inc case","GM03","epiforecasts-EpiNow2",0.092976348086191
"inc case","GM03","CovidMetrics-epiBATS",0.573412182415607
"inc case","GM04","FIAS_FZJ-Epi1Ger",0.190953465081871
"inc case","GM04","USC-SIkJalpha",0.150782520742806
"inc case","GM04","ITWW-county_repro",0.15275764479936
"inc case","GM04","epiforecasts-EpiNow2",0.187638180721103
"inc case","GM04","CovidMetrics-epiBATS",0.317868188654861
"inc case","GM05","FIAS_FZJ-Epi1Ger",0.0683244891138375
"inc case","GM05","USC-SIkJalpha",0.151923025958607
"inc case","GM05","ITWW-county_repro",0.133274793061752
"inc case","GM05","epiforecasts-EpiNow2",0.221755639197941
"inc case","GM05","CovidMetrics-epiBATS",0.424722052667862
"inc case","GM06","FIAS_FZJ-Epi1Ger",0.0666742242837714
"inc case","GM06","USC-SIkJalpha",0.345631112136458
"inc case","GM06","ITWW-county_repro",0.130531292914562
"inc case","GM06","epiforecasts-EpiNow2",0.141869027855731
"inc case","GM06","CovidMetrics-epiBATS",0.315294342809477
"inc case","GM07","FIAS_FZJ-Epi1Ger",0.122425864119199
"inc case","GM07","USC-SIkJalpha",0.161810410727594
"inc case","GM07","ITWW-county_repro",0.119460066416479
"inc case","GM07","epiforecasts-EpiNow2",0.340285198976389
"inc case","GM07","CovidMetrics-epiBATS",0.256018459760338
"inc case","GM08","FIAS_FZJ-Epi1Ger",0.074383105412521
"inc case","GM08","USC-SIkJalpha",0.184413366767517
"inc case","GM08","ITWW-county_repro",0.176277460761233
"inc case","GM08","epiforecasts-EpiNow2",0.122553680926159
"inc case","GM08","CovidMetrics-epiBATS",0.44237238613257
"inc case","GM09","FIAS_FZJ-Epi1Ger",0.139304538490257
"inc case","GM09","USC-SIkJalpha",0.298163902935263
"inc case","GM09","ITWW-county_repro",0.110558684527009
"inc case","GM09","epiforecasts-EpiNow2",0.0869183766289484
"inc case","GM09","CovidMetrics-epiBATS",0.365054497418523
"inc case","GM10","FIAS_FZJ-Epi1Ger",0.200979199524864
"inc case","GM10","USC-SIkJalpha",0.207882557925239
"inc case","GM10","ITWW-county_repro",0.113996551237114
"inc case","GM10","epiforecasts-EpiNow2",0.139902015629727
"inc case","GM10","CovidMetrics-epiBATS",0.337239675683056
"inc case","GM11","FIAS_FZJ-Epi1Ger",0.153821339721312
"inc case","GM11","USC-SIkJalpha",0.232169014072406
"inc case","GM11","ITWW-county_repro",0.208943950238743
"inc case","GM11","epiforecasts-EpiNow2",0.119336027899028
"inc case","GM11","CovidMetrics-epiBATS",0.285729668068511
"inc case","GM12","FIAS_FZJ-Epi1Ger",0.165056417443198
"inc case","GM12","USC-SIkJalpha",0.247899260807024
"inc case","GM12","ITWW-county_repro",0.138680154677545
"inc case","GM12","epiforecasts-EpiNow2",0.21689526819386
"inc case","GM12","CovidMetrics-epiBATS",0.231468898878372
"inc case","GM13","FIAS_FZJ-Epi1Ger",0.147113901318305
"inc case","GM13","USC-SIkJalpha",0.273004381932102
"inc case","GM13","ITWW-county_repro",0.093868366877254
"inc case","GM13","epiforecasts-EpiNow2",0.197831258278911
"inc case","GM13","CovidMetrics-epiBATS",0.288182091593428
"inc case","GM14","FIAS_FZJ-Epi1Ger",0.139847398457971
"inc case","GM14","USC-SIkJalpha",0.269815731348441
"inc case","GM14","ITWW-county_repro",0.238267911423152
"inc case","GM14","epiforecasts-EpiNow2",0.17018135269615
"inc case","GM14","CovidMetrics-epiBATS",0.181887606074286
"inc case","GM15","FIAS_FZJ-Epi1Ger",0.0442595530891024
"inc case","GM15","USC-SIkJalpha",0.222087993254452
"inc case","GM15","ITWW-county_repro",0.341953569903565
"inc case","GM15","epiforecasts-EpiNow2",0.104322543832961
"inc case","GM15","CovidMetrics-epiBATS",0.28737633991992
"inc case","GM16","FIAS_FZJ-Epi1Ger",0.135569698606144
"inc case","GM16","USC-SIkJalpha",0.210988499092657
"inc case","GM16","ITWW-county_repro",0.126965702786139
"inc case","GM16","epiforecasts-EpiNow2",0.132389021220991
"inc case","GM16","CovidMetrics-epiBATS",0.394087078294068
"cum case","GM01","FIAS_FZJ-Epi1Ger",0.0278730754974053
"cum case","GM01","USC-SIkJalpha",0.312472918871859
"cum case","GM01","ITWW-county_repro",0.104453250494863
"cum case","GM01","epiforecasts-EpiNow2",0.17734492764975
"cum case","GM01","CovidMetrics-epiBATS",0.377855827486124
"cum case","GM02","FIAS_FZJ-Epi1Ger",0.0716523295845183
"cum case","GM02","USC-SIkJalpha",0.1761144098945
"cum case","GM02","ITWW-county_repro",0.327864951512221
"cum case","GM02","epiforecasts-EpiNow2",0.107772355479163
"cum case","GM02","CovidMetrics-epiBATS",0.316595953529598
"cum case","GM03","FIAS_FZJ-Epi1Ger",0.0576122228469731
"cum case","GM03","USC-SIkJalpha",0.126710181160456
"cum case","GM03","ITWW-county_repro",0.125798677592337
"cum case","GM03","epiforecasts-EpiNow2",0.103087994163867
"cum case","GM03","CovidMetrics-epiBATS",0.586790924236367
"cum case","GM04","FIAS_FZJ-Epi1Ger",0.14669083934377
"cum case","GM04","USC-SIkJalpha",0.147265672810838
"cum case","GM04","ITWW-county_repro",0.164277053377347
"cum case","GM04","epiforecasts-EpiNow2",0.191963477187402
"cum case","GM04","CovidMetrics-epiBATS",0.349802957280643
"cum case","GM05","FIAS_FZJ-Epi1Ger",0.0707630598909453
"cum case","GM05","USC-SIkJalpha",0.13694035012434
"cum case","GM05","ITWW-county_repro",0.132458140473528
"cum case","GM05","epiforecasts-EpiNow2",0.228527145843479
"cum case","GM05","CovidMetrics-epiBATS",0.431311303667707
"cum case","GM06","FIAS_FZJ-Epi1Ger",0.0532703360320939
"cum case","GM06","USC-SIkJalpha",0.34069039276004
"cum case","GM06","ITWW-county_repro",0.124019442483621
"cum case","GM06","epiforecasts-EpiNow2",0.134289212853923
"cum case","GM06","CovidMetrics-epiBATS",0.347730615870323
"cum case","GM07","FIAS_FZJ-Epi1Ger",0.106541757500089
"cum case","GM07","USC-SIkJalpha",0.160099927199082
"cum case","GM07","ITWW-county_repro",0.132142781425073
"cum case","GM07","epiforecasts-EpiNow2",0.304545590799866
"cum case","GM07","CovidMetrics-epiBATS",0.29666994307589
"cum case","GM08","FIAS_FZJ-Epi1Ger",0.0752664521120958
"cum case","GM08","USC-SIkJalpha",0.158428241277416
