"target","target_end_date","location","type","quantile","value","forecast_date"
"1 wk ahead inc case","2021-07-10","PL","quantile",0.01,429,"2021-07-05"
"1 wk ahead inc case","2021-07-10","PL","quantile",0.025,437,"2021-07-05"
"1 wk ahead inc case","2021-07-10","PL","quantile",0.05,444,"2021-07-05"
"1 wk ahead inc case","2021-07-10","PL","quantile",0.1,452,"2021-07-05"
"1 wk ahead inc case","2021-07-10","PL","quantile",0.15,458,"2021-07-05"
"1 wk ahead inc case","2021-07-10","PL","quantile",0.2,462,"2021-07-05"
"1 wk ahead inc case","2021-07-10","PL","quantile",0.25,466,"2021-07-05"
"1 wk ahead inc case","2021-07-10","PL","quantile",0.3,470,"2021-07-05"
"1 wk ahead inc case","2021-07-10","PL","quantile",0.35,473,"2021-07-05"
"1 wk ahead inc case","2021-07-10","PL","quantile",0.4,476,"2021-07-05"
"1 wk ahead inc case","2021-07-10","PL","quantile",0.45,479,"2021-07-05"
"1 wk ahead inc case","2021-07-10","PL","quantile",0.5,482,"2021-07-05"
"1 wk ahead inc case","2021-07-10","PL","quantile",0.55,485,"2021-07-05"
"1 wk ahead inc case","2021-07-10","PL","quantile",0.6,488,"2021-07-05"
"1 wk ahead inc case","2021-07-10","PL","quantile",0.65,492,"2021-07-05"
"1 wk ahead inc case","2021-07-10","PL","quantile",0.7,495,"2021-07-05"
"1 wk ahead inc case","2021-07-10","PL","quantile",0.75,499,"2021-07-05"
"1 wk ahead inc case","2021-07-10","PL","quantile",0.8,503,"2021-07-05"
"1 wk ahead inc case","2021-07-10","PL","quantile",0.85,508,"2021-07-05"
"1 wk ahead inc case","2021-07-10","PL","quantile",0.9,514,"2021-07-05"
"1 wk ahead inc case","2021-07-10","PL","quantile",0.95,524,"2021-07-05"
"1 wk ahead inc case","2021-07-10","PL","quantile",0.975,532,"2021-07-05"
"1 wk ahead inc case","2021-07-10","PL","quantile",0.99,542,"2021-07-05"
"2 wk ahead inc case","2021-07-17","PL","quantile",0.01,258,"2021-07-05"
"2 wk ahead inc case","2021-07-17","PL","quantile",0.025,271,"2021-07-05"
"2 wk ahead inc case","2021-07-17","PL","quantile",0.05,283,"2021-07-05"
"2 wk ahead inc case","2021-07-17","PL","quantile",0.1,297,"2021-07-05"
"2 wk ahead inc case","2021-07-17","PL","quantile",0.15,307,"2021-07-05"
"2 wk ahead inc case","2021-07-17","PL","quantile",0.2,315,"2021-07-05"
"2 wk ahead inc case","2021-07-17","PL","quantile",0.25,322,"2021-07-05"
"2 wk ahead inc case","2021-07-17","PL","quantile",0.3,328,"2021-07-05"
"2 wk ahead inc case","2021-07-17","PL","quantile",0.35,335,"2021-07-05"
"2 wk ahead inc case","2021-07-17","PL","quantile",0.4,340,"2021-07-05"
"2 wk ahead inc case","2021-07-17","PL","quantile",0.45,346,"2021-07-05"
"2 wk ahead inc case","2021-07-17","PL","quantile",0.5,352,"2021-07-05"
"2 wk ahead inc case","2021-07-17","PL","quantile",0.55,358,"2021-07-05"
"2 wk ahead inc case","2021-07-17","PL","quantile",0.6,364,"2021-07-05"
"2 wk ahead inc case","2021-07-17","PL","quantile",0.65,371,"2021-07-05"
"2 wk ahead inc case","2021-07-17","PL","quantile",0.7,378,"2021-07-05"
"2 wk ahead inc case","2021-07-17","PL","quantile",0.75,385,"2021-07-05"
"2 wk ahead inc case","2021-07-17","PL","quantile",0.8,394,"2021-07-05"
"2 wk ahead inc case","2021-07-17","PL","quantile",0.85,404,"2021-07-05"
"2 wk ahead inc case","2021-07-17","PL","quantile",0.9,418,"2021-07-05"
"2 wk ahead inc case","2021-07-17","PL","quantile",0.95,438,"2021-07-05"
"2 wk ahead inc case","2021-07-17","PL","quantile",0.975,457,"2021-07-05"
"2 wk ahead inc case","2021-07-17","PL","quantile",0.99,480,"2021-07-05"
"3 wk ahead inc case","2021-07-24","PL","quantile",0.01,180,"2021-07-05"
"3 wk ahead inc case","2021-07-24","PL","quantile",0.025,195,"2021-07-05"
"3 wk ahead inc case","2021-07-24","PL","quantile",0.05,208,"2021-07-05"
"3 wk ahead inc case","2021-07-24","PL","quantile",0.1,226,"2021-07-05"
"3 wk ahead inc case","2021-07-24","PL","quantile",0.15,238,"2021-07-05"
"3 wk ahead inc case","2021-07-24","PL","quantile",0.2,248,"2021-07-05"
"3 wk ahead inc case","2021-07-24","PL","quantile",0.25,257,"2021-07-05"
"3 wk ahead inc case","2021-07-24","PL","quantile",0.3,266,"2021-07-05"
"3 wk ahead inc case","2021-07-24","PL","quantile",0.35,274,"2021-07-05"
"3 wk ahead inc case","2021-07-24","PL","quantile",0.4,282,"2021-07-05"
"3 wk ahead inc case","2021-07-24","PL","quantile",0.45,290,"2021-07-05"
"3 wk ahead inc case","2021-07-24","PL","quantile",0.5,298,"2021-07-05"
"3 wk ahead inc case","2021-07-24","PL","quantile",0.55,306,"2021-07-05"
"3 wk ahead inc case","2021-07-24","PL","quantile",0.6,315,"2021-07-05"
"3 wk ahead inc case","2021-07-24","PL","quantile",0.65,324,"2021-07-05"
"3 wk ahead inc case","2021-07-24","PL","quantile",0.7,334,"2021-07-05"
"3 wk ahead inc case","2021-07-24","PL","quantile",0.75,345,"2021-07-05"
"3 wk ahead inc case","2021-07-24","PL","quantile",0.8,358,"2021-07-05"
"3 wk ahead inc case","2021-07-24","PL","quantile",0.85,373,"2021-07-05"
"3 wk ahead inc case","2021-07-24","PL","quantile",0.9,393,"2021-07-05"
"3 wk ahead inc case","2021-07-24","PL","quantile",0.95,426,"2021-07-05"
"3 wk ahead inc case","2021-07-24","PL","quantile",0.975,456,"2021-07-05"
"3 wk ahead inc case","2021-07-24","PL","quantile",0.99,494,"2021-07-05"
"4 wk ahead inc case","2021-07-31","PL","quantile",0.01,165,"2021-07-05"
"4 wk ahead inc case","2021-07-31","PL","quantile",0.025,184,"2021-07-05"
"4 wk ahead inc case","2021-07-31","PL","quantile",0.05,203,"2021-07-05"
"4 wk ahead inc case","2021-07-31","PL","quantile",0.1,226,"2021-07-05"
"4 wk ahead inc case","2021-07-31","PL","quantile",0.15,243,"2021-07-05"
"4 wk ahead inc case","2021-07-31","PL","quantile",0.2,258,"2021-07-05"
"4 wk ahead inc case","2021-07-31","PL","quantile",0.25,271,"2021-07-05"
"4 wk ahead inc case","2021-07-31","PL","quantile",0.3,284,"2021-07-05"
"4 wk ahead inc case","2021-07-31","PL","quantile",0.35,296,"2021-07-05"
"4 wk ahead inc case","2021-07-31","PL","quantile",0.4,308,"2021-07-05"
"4 wk ahead inc case","2021-07-31","PL","quantile",0.45,320,"2021-07-05"
"4 wk ahead inc case","2021-07-31","PL","quantile",0.5,332,"2021-07-05"
"4 wk ahead inc case","2021-07-31","PL","quantile",0.55,345,"2021-07-05"
"4 wk ahead inc case","2021-07-31","PL","quantile",0.6,358,"2021-07-05"
"4 wk ahead inc case","2021-07-31","PL","quantile",0.65,373,"2021-07-05"
"4 wk ahead inc case","2021-07-31","PL","quantile",0.7,389,"2021-07-05"
"4 wk ahead inc case","2021-07-31","PL","quantile",0.75,407,"2021-07-05"
"4 wk ahead inc case","2021-07-31","PL","quantile",0.8,427,"2021-07-05"
"4 wk ahead inc case","2021-07-31","PL","quantile",0.85,453,"2021-07-05"
"4 wk ahead inc case","2021-07-31","PL","quantile",0.9,488,"2021-07-05"
"4 wk ahead inc case","2021-07-31","PL","quantile",0.95,544,"2021-07-05"
"4 wk ahead inc case","2021-07-31","PL","quantile",0.975,598,"2021-07-05"
"4 wk ahead inc case","2021-07-31","PL","quantile",0.99,667,"2021-07-05"
"1 wk ahead inc case","2021-07-10","PL","point",NA,482,"2021-07-05"
"2 wk ahead inc case","2021-07-17","PL","point",NA,352,"2021-07-05"
"3 wk ahead inc case","2021-07-24","PL","point",NA,298,"2021-07-05"
"4 wk ahead inc case","2021-07-31","PL","point",NA,332,"2021-07-05"
