"target","target_end_date","location","type","quantile","value","forecast_date"
"1 wk ahead inc case","2021-07-24","GM","quantile",0.01,8102,"2021-07-19"
"1 wk ahead inc case","2021-07-24","GM","quantile",0.025,8565,"2021-07-19"
"1 wk ahead inc case","2021-07-24","GM","quantile",0.05,9003,"2021-07-19"
"1 wk ahead inc case","2021-07-24","GM","quantile",0.1,9561,"2021-07-19"
"1 wk ahead inc case","2021-07-24","GM","quantile",0.15,9972,"2021-07-19"
"1 wk ahead inc case","2021-07-24","GM","quantile",0.2,10322,"2021-07-19"
"1 wk ahead inc case","2021-07-24","GM","quantile",0.25,10638,"2021-07-19"
"1 wk ahead inc case","2021-07-24","GM","quantile",0.3,10936,"2021-07-19"
"1 wk ahead inc case","2021-07-24","GM","quantile",0.35,11225,"2021-07-19"
"1 wk ahead inc case","2021-07-24","GM","quantile",0.4,11510,"2021-07-19"
"1 wk ahead inc case","2021-07-24","GM","quantile",0.45,11798,"2021-07-19"
"1 wk ahead inc case","2021-07-24","GM","quantile",0.5,12092,"2021-07-19"
"1 wk ahead inc case","2021-07-24","GM","quantile",0.55,12398,"2021-07-19"
"1 wk ahead inc case","2021-07-24","GM","quantile",0.6,12721,"2021-07-19"
"1 wk ahead inc case","2021-07-24","GM","quantile",0.65,13069,"2021-07-19"
"1 wk ahead inc case","2021-07-24","GM","quantile",0.7,13451,"2021-07-19"
"1 wk ahead inc case","2021-07-24","GM","quantile",0.75,13883,"2021-07-19"
"1 wk ahead inc case","2021-07-24","GM","quantile",0.8,14389,"2021-07-19"
"1 wk ahead inc case","2021-07-24","GM","quantile",0.85,15014,"2021-07-19"
"1 wk ahead inc case","2021-07-24","GM","quantile",0.9,15857,"2021-07-19"
"1 wk ahead inc case","2021-07-24","GM","quantile",0.95,17235,"2021-07-19"
"1 wk ahead inc case","2021-07-24","GM","quantile",0.975,18569,"2021-07-19"
"1 wk ahead inc case","2021-07-24","GM","quantile",0.99,20302,"2021-07-19"
"2 wk ahead inc case","2021-07-31","GM","quantile",0.01,12000,"2021-07-19"
"2 wk ahead inc case","2021-07-31","GM","quantile",0.025,12882,"2021-07-19"
"2 wk ahead inc case","2021-07-31","GM","quantile",0.05,13718,"2021-07-19"
