"target","target_end_date","location","type","quantile","value","forecast_date"
"1 wk ahead inc case","2021-07-10","GM","quantile",0.01,2398,"2021-07-05"
"1 wk ahead inc case","2021-07-10","GM","quantile",0.025,2529,"2021-07-05"
"1 wk ahead inc case","2021-07-10","GM","quantile",0.05,2647,"2021-07-05"
"1 wk ahead inc case","2021-07-10","GM","quantile",0.1,2849,"2021-07-05"
"1 wk ahead inc case","2021-07-10","GM","quantile",0.15,3025,"2021-07-05"
"1 wk ahead inc case","2021-07-10","GM","quantile",0.2,3173,"2021-07-05"
"1 wk ahead inc case","2021-07-10","GM","quantile",0.25,3306,"2021-07-05"
"1 wk ahead inc case","2021-07-10","GM","quantile",0.3,3430,"2021-07-05"
"1 wk ahead inc case","2021-07-10","GM","quantile",0.35,3549,"2021-07-05"
"1 wk ahead inc case","2021-07-10","GM","quantile",0.4,3665,"2021-07-05"
"1 wk ahead inc case","2021-07-10","GM","quantile",0.45,3782,"2021-07-05"
"1 wk ahead inc case","2021-07-10","GM","quantile",0.5,3900,"2021-07-05"
"1 wk ahead inc case","2021-07-10","GM","quantile",0.55,4022,"2021-07-05"
"1 wk ahead inc case","2021-07-10","GM","quantile",0.6,4150,"2021-07-05"
"1 wk ahead inc case","2021-07-10","GM","quantile",0.65,4286,"2021-07-05"
"1 wk ahead inc case","2021-07-10","GM","quantile",0.7,4435,"2021-07-05"
"1 wk ahead inc case","2021-07-10","GM","quantile",0.75,4601,"2021-07-05"
"1 wk ahead inc case","2021-07-10","GM","quantile",0.8,4697,"2021-07-05"
"1 wk ahead inc case","2021-07-10","GM","quantile",0.85,4790,"2021-07-05"
"1 wk ahead inc case","2021-07-10","GM","quantile",0.9,4909,"2021-07-05"
"1 wk ahead inc case","2021-07-10","GM","quantile",0.95,5090,"2021-07-05"
"1 wk ahead inc case","2021-07-10","GM","quantile",0.975,5253,"2021-07-05"
"1 wk ahead inc case","2021-07-10","GM","quantile",0.99,5449,"2021-07-05"
"2 wk ahead inc case","2021-07-17","GM","quantile",0.01,2109,"2021-07-05"
"2 wk ahead inc case","2021-07-17","GM","quantile",0.025,2336,"2021-07-05"
