"target","target_end_date","location","type","quantile","value","forecast_date"
"1 wk ahead inc death","2021-06-12","GM","quantile",0.01,411.396931533572,"2021-06-07"
"1 wk ahead inc death","2021-06-12","GM","quantile",0.025,438.825029113725,"2021-06-07"
"1 wk ahead inc death","2021-06-12","GM","quantile",0.05,464.344534888391,"2021-06-07"
"1 wk ahead inc death","2021-06-12","GM","quantile",0.1,496.200773878344,"2021-06-07"
"1 wk ahead inc death","2021-06-12","GM","quantile",0.15,519.295277796807,"2021-06-07"
"1 wk ahead inc death","2021-06-12","GM","quantile",0.2,538.639901159313,"2021-06-07"
"1 wk ahead inc death","2021-06-12","GM","quantile",0.25,555.974376184771,"2021-06-07"
"1 wk ahead inc death","2021-06-12","GM","quantile",0.3,572.150475832683,"2021-06-07"
"1 wk ahead inc death","2021-06-12","GM","quantile",0.35,587.676699436656,"2021-06-07"
"1 wk ahead inc death","2021-06-12","GM","quantile",0.4,602.905797780844,"2021-06-07"
"1 wk ahead inc death","2021-06-12","GM","quantile",0.45,618.117313077941,"2021-06-07"
"1 wk ahead inc death","2021-06-12","GM","quantile",0.5,633.5625,"2021-06-07"
"1 wk ahead inc death","2021-06-12","GM","quantile",0.55,649.495589794673,"2021-06-07"
"1 wk ahead inc death","2021-06-12","GM","quantile",0.6,666.203031250602,"2021-06-07"
"1 wk ahead inc death","2021-06-12","GM","quantile",0.65,684.039905504472,"2021-06-07"
"1 wk ahead inc death","2021-06-12","GM","quantile",0.7,703.486273436639,"2021-06-07"
"1 wk ahead inc death","2021-06-12","GM","quantile",0.75,725.249115393604,"2021-06-07"
"1 wk ahead inc death","2021-06-12","GM","quantile",0.8,750.47385025039,"2021-06-07"
"1 wk ahead inc death","2021-06-12","GM","quantile",0.85,781.2589066999,"2021-06-07"
"1 wk ahead inc death","2021-06-12","GM","quantile",0.9,822.232233757164,"2021-06-07"
"1 wk ahead inc death","2021-06-12","GM","quantile",0.95,887.911937063609,"2021-06-07"
"1 wk ahead inc death","2021-06-12","GM","quantile",0.975,950.104924010853,"2021-06-07"
"1 wk ahead inc death","2021-06-12","GM","quantile",0.99,1029.15671705697,"2021-06-07"
"2 wk ahead inc death","2021-06-19","GM","quantile",0.01,254.814006464361,"2021-06-07"
"2 wk ahead inc death","2021-06-19","GM","quantile",0.025,280.163341764863,"2021-06-07"
"2 wk ahead inc death","2021-06-19","GM","quantile",0.05,304.343663240093,"2021-06-07"
"2 wk ahead inc death","2021-06-19","GM","quantile",0.1,335.299976636669,"2021-06-07"
"2 wk ahead inc death","2021-06-19","GM","quantile",0.15,358.258278213531,"2021-06-07"
"2 wk ahead inc death","2021-06-19","GM","quantile",0.2,377.811987684679,"2021-06-07"
"2 wk ahead inc death","2021-06-19","GM","quantile",0.25,395.577888074602,"2021-06-07"
"2 wk ahead inc death","2021-06-19","GM","quantile",0.3,412.360246280141,"2021-06-07"
"2 wk ahead inc death","2021-06-19","GM","quantile",0.35,428.649769915941,"2021-06-07"
"2 wk ahead inc death","2021-06-19","GM","quantile",0.4,444.797101162001,"2021-06-07"
"2 wk ahead inc death","2021-06-19","GM","quantile",0.45,461.090554843898,"2021-06-07"
"2 wk ahead inc death","2021-06-19","GM","quantile",0.5,477.8,"2021-06-07"
"2 wk ahead inc death","2021-06-19","GM","quantile",0.55,495.209378310758,"2021-06-07"
"2 wk ahead inc death","2021-06-19","GM","quantile",0.6,513.64947860832,"2021-06-07"
"2 wk ahead inc death","2021-06-19","GM","quantile",0.65,533.541220646635,"2021-06-07"
"2 wk ahead inc death","2021-06-19","GM","quantile",0.7,555.464946937369,"2021-06-07"
"2 wk ahead inc death","2021-06-19","GM","quantile",0.75,580.288020154384,"2021-06-07"
"2 wk ahead inc death","2021-06-19","GM","quantile",0.8,609.432339999956,"2021-06-07"
"2 wk ahead inc death","2021-06-19","GM","quantile",0.85,645.530445841893,"2021-06-07"
"2 wk ahead inc death","2021-06-19","GM","quantile",0.9,694.453056180246,"2021-06-07"
"2 wk ahead inc death","2021-06-19","GM","quantile",0.95,774.889467933145,"2021-06-07"
"2 wk ahead inc death","2021-06-19","GM","quantile",0.975,853.244452042803,"2021-06-07"
"2 wk ahead inc death","2021-06-19","GM","quantile",0.99,955.761769374815,"2021-06-07"
"3 wk ahead inc death","2021-06-26","GM","quantile",0.01,165.065943402486,"2021-06-07"
"3 wk ahead inc death","2021-06-26","GM","quantile",0.025,186.924816203496,"2021-06-07"
"3 wk ahead inc death","2021-06-26","GM","quantile",0.05,208.348166710849,"2021-06-07"
"3 wk ahead inc death","2021-06-26","GM","quantile",0.1,236.539818156603,"2021-06-07"
"3 wk ahead inc death","2021-06-26","GM","quantile",0.15,257.971259760554,"2021-06-07"
"3 wk ahead inc death","2021-06-26","GM","quantile",0.2,276.558701131725,"2021-06-07"
"3 wk ahead inc death","2021-06-26","GM","quantile",0.25,293.702984329521,"2021-06-07"
"3 wk ahead inc death","2021-06-26","GM","quantile",0.3,310.114907491596,"2021-06-07"
"3 wk ahead inc death","2021-06-26","GM","quantile",0.35,326.24031588867,"2021-06-07"
"3 wk ahead inc death","2021-06-26","GM","quantile",0.4,342.409729364705,"2021-06-07"
"3 wk ahead inc death","2021-06-26","GM","quantile",0.45,358.907002944096,"2021-06-07"
"3 wk ahead inc death","2021-06-26","GM","quantile",0.5,376.01,"2021-06-07"
"3 wk ahead inc death","2021-06-26","GM","quantile",0.55,394.023108248852,"2021-06-07"
"3 wk ahead inc death","2021-06-26","GM","quantile",0.6,413.312714492036,"2021-06-07"
"3 wk ahead inc death","2021-06-26","GM","quantile",0.65,434.356722891922,"2021-06-07"
"3 wk ahead inc death","2021-06-26","GM","quantile",0.7,457.826259895246,"2021-06-07"
"3 wk ahead inc death","2021-06-26","GM","quantile",0.75,484.738543001982,"2021-06-07"
"3 wk ahead inc death","2021-06-26","GM","quantile",0.8,516.780597437615,"2021-06-07"
"3 wk ahead inc death","2021-06-26","GM","quantile",0.85,557.109935397874,"2021-06-07"
"3 wk ahead inc death","2021-06-26","GM","quantile",0.9,612.852203483467,"2021-06-07"
"3 wk ahead inc death","2021-06-26","GM","quantile",0.95,707.059472409545,"2021-06-07"
"3 wk ahead inc death","2021-06-26","GM","quantile",0.975,801.68463141624,"2021-06-07"
"3 wk ahead inc death","2021-06-26","GM","quantile",0.99,929.422663787824,"2021-06-07"
"4 wk ahead inc death","2021-07-03","GM","quantile",0.01,107.15555962849,"2021-06-07"
"4 wk ahead inc death","2021-07-03","GM","quantile",0.025,124.935718391846,"2021-06-07"
"4 wk ahead inc death","2021-07-03","GM","quantile",0.05,142.857091281285,"2021-06-07"
"4 wk ahead inc death","2021-07-03","GM","quantile",0.1,167.125086374251,"2021-06-07"
"4 wk ahead inc death","2021-07-03","GM","quantile",0.15,186.054994890761,"2021-06-07"
"4 wk ahead inc death","2021-07-03","GM","quantile",0.2,202.787009689349,"2021-06-07"
"4 wk ahead inc death","2021-07-03","GM","quantile",0.25,218.465196181946,"2021-06-07"
"4 wk ahead inc death","2021-07-03","GM","quantile",0.3,233.684304584958,"2021-06-07"
"4 wk ahead inc death","2021-07-03","GM","quantile",0.35,248.830316430479,"2021-06-07"
"4 wk ahead inc death","2021-07-03","GM","quantile",0.4,264.202119764876,"2021-06-07"
"4 wk ahead inc death","2021-07-03","GM","quantile",0.45,280.069116941988,"2021-06-07"
"4 wk ahead inc death","2021-07-03","GM","quantile",0.5,296.7075,"2021-06-07"
