"target","target_end_date","location","type","quantile","value","forecast_date"
"1 wk ahead inc case","2021-06-26","PL","quantile",0.01,885.689690492399,"2021-06-21"
"1 wk ahead inc case","2021-06-26","PL","quantile",0.025,918.741723217384,"2021-06-21"
"1 wk ahead inc case","2021-06-26","PL","quantile",0.05,948.153185709636,"2021-06-21"
"1 wk ahead inc case","2021-06-26","PL","quantile",0.1,983.233159363785,"2021-06-21"
"1 wk ahead inc case","2021-06-26","PL","quantile",0.15,1007.63179710281,"2021-06-21"
"1 wk ahead inc case","2021-06-26","PL","quantile",0.2,1027.454144181,"2021-06-21"
"1 wk ahead inc case","2021-06-26","PL","quantile",0.25,1044.77043953208,"2021-06-21"
"1 wk ahead inc case","2021-06-26","PL","quantile",0.3,1060.56958690767,"2021-06-21"
"1 wk ahead inc case","2021-06-26","PL","quantile",0.35,1075.42304518833,"2021-06-21"
"1 wk ahead inc case","2021-06-26","PL","quantile",0.4,1089.70983120994,"2021-06-21"
"1 wk ahead inc case","2021-06-26","PL","quantile",0.45,1103.71308414652,"2021-06-21"
"1 wk ahead inc case","2021-06-26","PL","quantile",0.5,1117.67,"2021-06-21"
"1 wk ahead inc case","2021-06-26","PL","quantile",0.55,1131.80340692071,"2021-06-21"
"1 wk ahead inc case","2021-06-26","PL","quantile",0.6,1146.34758090875,"2021-06-21"
"1 wk ahead inc case","2021-06-26","PL","quantile",0.65,1161.57658559496,"2021-06-21"
"1 wk ahead inc case","2021-06-26","PL","quantile",0.7,1177.84466415097,"2021-06-21"
"1 wk ahead inc case","2021-06-26","PL","quantile",0.75,1195.65617635533,"2021-06-21"
"1 wk ahead inc case","2021-06-26","PL","quantile",0.8,1215.80728052418,"2021-06-21"
"1 wk ahead inc case","2021-06-26","PL","quantile",0.85,1239.7248999999,"2021-06-21"
"1 wk ahead inc case","2021-06-26","PL","quantile",0.9,1270.48830382033,"2021-06-21"
"1 wk ahead inc case","2021-06-26","PL","quantile",0.95,1317.49410087681,"2021-06-21"
"1 wk ahead inc case","2021-06-26","PL","quantile",0.975,1359.67072935952,"2021-06-21"
"1 wk ahead inc case","2021-06-26","PL","quantile",0.99,1410.41071416956,"2021-06-21"
"2 wk ahead inc case","2021-07-03","PL","quantile",0.01,568.070420739098,"2021-06-21"
"2 wk ahead inc case","2021-07-03","PL","quantile",0.025,611.259858516194,"2021-06-21"
"2 wk ahead inc case","2021-07-03","PL","quantile",0.05,651.022523961076,"2021-06-21"
"2 wk ahead inc case","2021-07-03","PL","quantile",0.1,700.08702791604,"2021-06-21"
"2 wk ahead inc case","2021-07-03","PL","quantile",0.15,735.263021897209,"2021-06-21"
"2 wk ahead inc case","2021-07-03","PL","quantile",0.2,764.476066888074,"2021-06-21"
"2 wk ahead inc case","2021-07-03","PL","quantile",0.25,790.461550485587,"2021-06-21"
"2 wk ahead inc case","2021-07-03","PL","quantile",0.3,814.549226149437,"2021-06-21"
"2 wk ahead inc case","2021-07-03","PL","quantile",0.35,837.524797936568,"2021-06-21"
"2 wk ahead inc case","2021-07-03","PL","quantile",0.4,859.925317526889,"2021-06-21"
"2 wk ahead inc case","2021-07-03","PL","quantile",0.45,882.168161074088,"2021-06-21"
"2 wk ahead inc case","2021-07-03","PL","quantile",0.5,904.62,"2021-06-21"
"2 wk ahead inc case","2021-07-03","PL","quantile",0.55,927.643255004386,"2021-06-21"
"2 wk ahead inc case","2021-07-03","PL","quantile",0.6,951.637691925975,"2021-06-21"
"2 wk ahead inc case","2021-07-03","PL","quantile",0.65,977.090286062167,"2021-06-21"
"2 wk ahead inc case","2021-07-03","PL","quantile",0.7,1004.65057006864,"2021-06-21"
"2 wk ahead inc case","2021-07-03","PL","quantile",0.75,1035.26521169472,"2021-06-21"
"2 wk ahead inc case","2021-07-03","PL","quantile",0.8,1070.45515202481,"2021-06-21"
"2 wk ahead inc case","2021-07-03","PL","quantile",0.85,1112.98585680051,"2021-06-21"
"2 wk ahead inc case","2021-07-03","PL","quantile",0.9,1168.90802395805,"2021-06-21"
"2 wk ahead inc case","2021-07-03","PL","quantile",0.95,1257.00312090727,"2021-06-21"
"2 wk ahead inc case","2021-07-03","PL","quantile",0.975,1338.77160915895,"2021-06-21"
"2 wk ahead inc case","2021-07-03","PL","quantile",0.99,1440.55616086345,"2021-06-21"
"3 wk ahead inc case","2021-07-10","PL","quantile",0.01,383.098190529908,"2021-06-21"
"3 wk ahead inc case","2021-07-10","PL","quantile",0.025,427.607832063035,"2021-06-21"
"3 wk ahead inc case","2021-07-10","PL","quantile",0.05,470.003246717813,"2021-06-21"
"3 wk ahead inc case","2021-07-10","PL","quantile",0.1,524.125008135269,"2021-06-21"
"3 wk ahead inc case","2021-07-10","PL","quantile",0.15,564.119254800088,"2021-06-21"
"3 wk ahead inc case","2021-07-10","PL","quantile",0.2,598.070907062269,"2021-06-21"
"3 wk ahead inc case","2021-07-10","PL","quantile",0.25,628.822338203699,"2021-06-21"
"3 wk ahead inc case","2021-07-10","PL","quantile",0.3,657.78329413695,"2021-06-21"
