"target","target_end_date","location","type","quantile","value","forecast_date"
"1 wk ahead inc case","2021-06-12","PL","quantile",0.01,2116.94228252679,"2021-06-07"
"1 wk ahead inc case","2021-06-12","PL","quantile",0.025,2339.33513634396,"2021-06-07"
"1 wk ahead inc case","2021-06-12","PL","quantile",0.05,2555.17797563751,"2021-06-07"
"1 wk ahead inc case","2021-06-12","PL","quantile",0.1,2836.31396043869,"2021-06-07"
"1 wk ahead inc case","2021-06-12","PL","quantile",0.15,3048.00861481765,"2021-06-07"
"1 wk ahead inc case","2021-06-12","PL","quantile",0.2,3230.29157085559,"2021-06-07"
"1 wk ahead inc case","2021-06-12","PL","quantile",0.25,3397.39288228523,"2021-06-07"
"1 wk ahead inc case","2021-06-12","PL","quantile",0.3,3556.47292959107,"2021-06-07"
"1 wk ahead inc case","2021-06-12","PL","quantile",0.35,3711.96875525646,"2021-06-07"
"1 wk ahead inc case","2021-06-12","PL","quantile",0.4,3867.11626918899,"2021-06-07"
"1 wk ahead inc case","2021-06-12","PL","quantile",0.45,4024.6413063453,"2021-06-07"
"1 wk ahead inc case","2021-06-12","PL","quantile",0.5,4187.16,"2021-06-07"
"1 wk ahead inc case","2021-06-12","PL","quantile",0.55,4357.48801548816,"2021-06-07"
"1 wk ahead inc case","2021-06-12","PL","quantile",0.6,4538.96631091985,"2021-06-07"
"1 wk ahead inc case","2021-06-12","PL","quantile",0.65,4735.90505355845,"2021-06-07"
"1 wk ahead inc case","2021-06-12","PL","quantile",0.7,4954.30640901681,"2021-06-07"
"1 wk ahead inc case","2021-06-12","PL","quantile",0.75,5203.20688174622,"2021-06-07"
"1 wk ahead inc case","2021-06-12","PL","quantile",0.8,5497.50539386332,"2021-06-07"
"1 wk ahead inc case","2021-06-12","PL","quantile",0.85,5864.92551388401,"2021-06-07"
"1 wk ahead inc case","2021-06-12","PL","quantile",0.9,6367.61580054379,"2021-06-07"
"1 wk ahead inc case","2021-06-12","PL","quantile",0.95,7204.76472735623,"2021-06-07"
"1 wk ahead inc case","2021-06-12","PL","quantile",0.975,8031.4817483526,"2021-06-07"
"1 wk ahead inc case","2021-06-12","PL","quantile",0.99,9127.60983433267,"2021-06-07"
