"target","target_end_date","location","type","quantile","value","forecast_date"
"1 wk ahead inc death","2021-07-17","GM","quantile",0.01,123,"2021-07-12"
"1 wk ahead inc death","2021-07-17","GM","quantile",0.025,127,"2021-07-12"
"1 wk ahead inc death","2021-07-17","GM","quantile",0.05,131,"2021-07-12"
"1 wk ahead inc death","2021-07-17","GM","quantile",0.1,136,"2021-07-12"
"1 wk ahead inc death","2021-07-17","GM","quantile",0.15,140,"2021-07-12"
"1 wk ahead inc death","2021-07-17","GM","quantile",0.2,142,"2021-07-12"
"1 wk ahead inc death","2021-07-17","GM","quantile",0.25,145,"2021-07-12"
"1 wk ahead inc death","2021-07-17","GM","quantile",0.3,149,"2021-07-12"
"1 wk ahead inc death","2021-07-17","GM","quantile",0.35,154,"2021-07-12"
"1 wk ahead inc death","2021-07-17","GM","quantile",0.4,158,"2021-07-12"
"1 wk ahead inc death","2021-07-17","GM","quantile",0.45,161,"2021-07-12"
"1 wk ahead inc death","2021-07-17","GM","quantile",0.5,164,"2021-07-12"
"1 wk ahead inc death","2021-07-17","GM","quantile",0.55,166,"2021-07-12"
"1 wk ahead inc death","2021-07-17","GM","quantile",0.6,169,"2021-07-12"
"1 wk ahead inc death","2021-07-17","GM","quantile",0.65,172,"2021-07-12"
"1 wk ahead inc death","2021-07-17","GM","quantile",0.7,175,"2021-07-12"
"1 wk ahead inc death","2021-07-17","GM","quantile",0.75,178,"2021-07-12"
"1 wk ahead inc death","2021-07-17","GM","quantile",0.8,182,"2021-07-12"
"1 wk ahead inc death","2021-07-17","GM","quantile",0.85,186,"2021-07-12"
"1 wk ahead inc death","2021-07-17","GM","quantile",0.9,192,"2021-07-12"
"1 wk ahead inc death","2021-07-17","GM","quantile",0.95,200,"2021-07-12"
"1 wk ahead inc death","2021-07-17","GM","quantile",0.975,208,"2021-07-12"
"1 wk ahead inc death","2021-07-17","GM","quantile",0.99,218,"2021-07-12"
"2 wk ahead inc death","2021-07-24","GM","quantile",0.01,81,"2021-07-12"
"2 wk ahead inc death","2021-07-24","GM","quantile",0.025,87,"2021-07-12"
"2 wk ahead inc death","2021-07-24","GM","quantile",0.05,92,"2021-07-12"
"2 wk ahead inc death","2021-07-24","GM","quantile",0.1,98,"2021-07-12"
"2 wk ahead inc death","2021-07-24","GM","quantile",0.15,103,"2021-07-12"
"2 wk ahead inc death","2021-07-24","GM","quantile",0.2,107,"2021-07-12"
"2 wk ahead inc death","2021-07-24","GM","quantile",0.25,113,"2021-07-12"
"2 wk ahead inc death","2021-07-24","GM","quantile",0.3,117,"2021-07-12"
"2 wk ahead inc death","2021-07-24","GM","quantile",0.35,122,"2021-07-12"
