"target","target_end_date","location","type","quantile","value","forecast_date"
"1 wk ahead inc case","2021-07-03","PL","quantile",0.01,527,"2021-06-28"
"1 wk ahead inc case","2021-07-03","PL","quantile",0.025,547,"2021-06-28"
"1 wk ahead inc case","2021-07-03","PL","quantile",0.05,565,"2021-06-28"
"1 wk ahead inc case","2021-07-03","PL","quantile",0.1,586,"2021-06-28"
"1 wk ahead inc case","2021-07-03","PL","quantile",0.15,600,"2021-06-28"
"1 wk ahead inc case","2021-07-03","PL","quantile",0.2,612,"2021-06-28"
"1 wk ahead inc case","2021-07-03","PL","quantile",0.25,622,"2021-06-28"
"1 wk ahead inc case","2021-07-03","PL","quantile",0.3,632,"2021-06-28"
"1 wk ahead inc case","2021-07-03","PL","quantile",0.35,640,"2021-06-28"
"1 wk ahead inc case","2021-07-03","PL","quantile",0.4,649,"2021-06-28"
"1 wk ahead inc case","2021-07-03","PL","quantile",0.45,657,"2021-06-28"
"1 wk ahead inc case","2021-07-03","PL","quantile",0.5,666,"2021-06-28"
"1 wk ahead inc case","2021-07-03","PL","quantile",0.55,674,"2021-06-28"
"1 wk ahead inc case","2021-07-03","PL","quantile",0.6,683,"2021-06-28"
"1 wk ahead inc case","2021-07-03","PL","quantile",0.65,692,"2021-06-28"
"1 wk ahead inc case","2021-07-03","PL","quantile",0.7,701,"2021-06-28"
"1 wk ahead inc case","2021-07-03","PL","quantile",0.75,712,"2021-06-28"
"1 wk ahead inc case","2021-07-03","PL","quantile",0.8,724,"2021-06-28"
"1 wk ahead inc case","2021-07-03","PL","quantile",0.85,738,"2021-06-28"
"1 wk ahead inc case","2021-07-03","PL","quantile",0.9,757,"2021-06-28"
"1 wk ahead inc case","2021-07-03","PL","quantile",0.95,785,"2021-06-28"
"1 wk ahead inc case","2021-07-03","PL","quantile",0.975,810,"2021-06-28"
"1 wk ahead inc case","2021-07-03","PL","quantile",0.99,840,"2021-06-28"
"2 wk ahead inc case","2021-07-10","PL","quantile",0.01,302,"2021-06-28"
"2 wk ahead inc case","2021-07-10","PL","quantile",0.025,325,"2021-06-28"
"2 wk ahead inc case","2021-07-10","PL","quantile",0.05,346,"2021-06-28"
"2 wk ahead inc case","2021-07-10","PL","quantile",0.1,372,"2021-06-28"
"2 wk ahead inc case","2021-07-10","PL","quantile",0.15,391,"2021-06-28"
"2 wk ahead inc case","2021-07-10","PL","quantile",0.2,406,"2021-06-28"
"2 wk ahead inc case","2021-07-10","PL","quantile",0.25,420,"2021-06-28"
"2 wk ahead inc case","2021-07-10","PL","quantile",0.3,433,"2021-06-28"
"2 wk ahead inc case","2021-07-10","PL","quantile",0.35,445,"2021-06-28"
"2 wk ahead inc case","2021-07-10","PL","quantile",0.4,457,"2021-06-28"
"2 wk ahead inc case","2021-07-10","PL","quantile",0.45,469,"2021-06-28"
"2 wk ahead inc case","2021-07-10","PL","quantile",0.5,481,"2021-06-28"
"2 wk ahead inc case","2021-07-10","PL","quantile",0.55,493,"2021-06-28"
"2 wk ahead inc case","2021-07-10","PL","quantile",0.6,506,"2021-06-28"
"2 wk ahead inc case","2021-07-10","PL","quantile",0.65,519,"2021-06-28"
"2 wk ahead inc case","2021-07-10","PL","quantile",0.7,534,"2021-06-28"
"2 wk ahead inc case","2021-07-10","PL","quantile",0.75,550,"2021-06-28"
"2 wk ahead inc case","2021-07-10","PL","quantile",0.8,569,"2021-06-28"
"2 wk ahead inc case","2021-07-10","PL","quantile",0.85,591,"2021-06-28"
"2 wk ahead inc case","2021-07-10","PL","quantile",0.9,621,"2021-06-28"
"2 wk ahead inc case","2021-07-10","PL","quantile",0.95,668,"2021-06-28"
"2 wk ahead inc case","2021-07-10","PL","quantile",0.975,711,"2021-06-28"
"2 wk ahead inc case","2021-07-10","PL","quantile",0.99,765,"2021-06-28"
"3 wk ahead inc case","2021-07-17","PL","quantile",0.01,206,"2021-06-28"
"3 wk ahead inc case","2021-07-17","PL","quantile",0.025,229,"2021-06-28"
"3 wk ahead inc case","2021-07-17","PL","quantile",0.05,252,"2021-06-28"
