"target","target_end_date","location","type","quantile","value","forecast_date"
"1 wk ahead inc case","2021-07-31","PL","quantile",0.01,681,"2021-07-26"
"1 wk ahead inc case","2021-07-31","PL","quantile",0.025,727,"2021-07-26"
"1 wk ahead inc case","2021-07-31","PL","quantile",0.05,770,"2021-07-26"
"1 wk ahead inc case","2021-07-31","PL","quantile",0.1,823,"2021-07-26"
"1 wk ahead inc case","2021-07-31","PL","quantile",0.15,862,"2021-07-26"
"1 wk ahead inc case","2021-07-31","PL","quantile",0.2,894,"2021-07-26"
"1 wk ahead inc case","2021-07-31","PL","quantile",0.25,922,"2021-07-26"
"1 wk ahead inc case","2021-07-31","PL","quantile",0.3,949,"2021-07-26"
"1 wk ahead inc case","2021-07-31","PL","quantile",0.35,974,"2021-07-26"
"1 wk ahead inc case","2021-07-31","PL","quantile",0.4,999,"2021-07-26"
"1 wk ahead inc case","2021-07-31","PL","quantile",0.45,1023,"2021-07-26"
"1 wk ahead inc case","2021-07-31","PL","quantile",0.5,1048,"2021-07-26"
"1 wk ahead inc case","2021-07-31","PL","quantile",0.55,1074,"2021-07-26"
"1 wk ahead inc case","2021-07-31","PL","quantile",0.6,1101,"2021-07-26"
"1 wk ahead inc case","2021-07-31","PL","quantile",0.65,1129,"2021-07-26"
"1 wk ahead inc case","2021-07-31","PL","quantile",0.7,1160,"2021-07-26"
"1 wk ahead inc case","2021-07-31","PL","quantile",0.75,1194,"2021-07-26"
"1 wk ahead inc case","2021-07-31","PL","quantile",0.8,1234,"2021-07-26"
"1 wk ahead inc case","2021-07-31","PL","quantile",0.85,1282,"2021-07-26"
"1 wk ahead inc case","2021-07-31","PL","quantile",0.9,1346,"2021-07-26"
"1 wk ahead inc case","2021-07-31","PL","quantile",0.95,1448,"2021-07-26"
"1 wk ahead inc case","2021-07-31","PL","quantile",0.975,1542,"2021-07-26"
"1 wk ahead inc case","2021-07-31","PL","quantile",0.99,1662,"2021-07-26"
"2 wk ahead inc case","2021-08-07","PL","quantile",0.01,755,"2021-07-26"
