"target","target_end_date","location","type","quantile","value","forecast_date"
"1 wk ahead inc death","2021-06-12","PL","quantile",0.01,180.567074102593,"2021-06-07"
"1 wk ahead inc death","2021-06-12","PL","quantile",0.025,195.900938530246,"2021-06-07"
"1 wk ahead inc death","2021-06-12","PL","quantile",0.05,211.215347870816,"2021-06-07"
"1 wk ahead inc death","2021-06-12","PL","quantile",0.1,231.844537541592,"2021-06-07"
"1 wk ahead inc death","2021-06-12","PL","quantile",0.15,247.906090429107,"2021-06-07"
"1 wk ahead inc death","2021-06-12","PL","quantile",0.2,262.105982277526,"2021-06-07"
"1 wk ahead inc death","2021-06-12","PL","quantile",0.25,275.425868752509,"2021-06-07"
"1 wk ahead inc death","2021-06-12","PL","quantile",0.3,288.375793972142,"2021-06-07"
"1 wk ahead inc death","2021-06-12","PL","quantile",0.35,301.287619882396,"2021-06-07"
"1 wk ahead inc death","2021-06-12","PL","quantile",0.4,314.419680306909,"2021-06-07"
"1 wk ahead inc death","2021-06-12","PL","quantile",0.45,328.006436719823,"2021-06-07"
"1 wk ahead inc death","2021-06-12","PL","quantile",0.5,342.29,"2021-06-07"
"1 wk ahead inc death","2021-06-12","PL","quantile",0.55,357.547937942181,"2021-06-07"
"1 wk ahead inc death","2021-06-12","PL","quantile",0.6,374.126453475421,"2021-06-07"
"1 wk ahead inc death","2021-06-12","PL","quantile",0.65,392.489392308935,"2021-06-07"
"1 wk ahead inc death","2021-06-12","PL","quantile",0.7,413.301596531143,"2021-06-07"
"1 wk ahead inc death","2021-06-12","PL","quantile",0.75,437.587574048169,"2021-06-07"
"1 wk ahead inc death","2021-06-12","PL","quantile",0.8,467.071703297318,"2021-06-07"
"1 wk ahead inc death","2021-06-12","PL","quantile",0.85,505.029672777104,"2021-06-07"
"1 wk ahead inc death","2021-06-12","PL","quantile",0.9,558.981261746927,"2021-06-07"
"1 wk ahead inc death","2021-06-12","PL","quantile",0.95,653.837646286663,"2021-06-07"
"1 wk ahead inc death","2021-06-12","PL","quantile",0.975,753.409565504925,"2021-06-07"
"1 wk ahead inc death","2021-06-12","PL","quantile",0.99,894.033236117927,"2021-06-07"
"2 wk ahead inc death","2021-06-19","PL","quantile",0.01,96.6140294402702,"2021-06-07"
"2 wk ahead inc death","2021-06-19","PL","quantile",0.025,108.400785317879,"2021-06-07"
"2 wk ahead inc death","2021-06-19","PL","quantile",0.05,120.22080494609,"2021-06-07"
"2 wk ahead inc death","2021-06-19","PL","quantile",0.1,136.210260255128,"2021-06-07"
"2 wk ahead inc death","2021-06-19","PL","quantile",0.15,148.709817459544,"2021-06-07"
"2 wk ahead inc death","2021-06-19","PL","quantile",0.2,159.796355021451,"2021-06-07"
"2 wk ahead inc death","2021-06-19","PL","quantile",0.25,170.225988229771,"2021-06-07"
"2 wk ahead inc death","2021-06-19","PL","quantile",0.3,180.393712996221,"2021-06-07"
"2 wk ahead inc death","2021-06-19","PL","quantile",0.35,190.558608199336,"2021-06-07"
"2 wk ahead inc death","2021-06-19","PL","quantile",0.4,200.924434594821,"2021-06-07"
"2 wk ahead inc death","2021-06-19","PL","quantile",0.45,211.678193475863,"2021-06-07"
