"target","target_end_date","location","type","quantile","value","forecast_date"
"1 wk ahead inc case","2021-06-05","GM","quantile",0.01,12935.9737634926,"2021-05-31"
"1 wk ahead inc case","2021-06-05","GM","quantile",0.025,14087.9980974936,"2021-05-31"
"1 wk ahead inc case","2021-06-05","GM","quantile",0.05,15189.6584723304,"2021-05-31"
"1 wk ahead inc case","2021-06-05","GM","quantile",0.1,16603.8313348758,"2021-05-31"
"1 wk ahead inc case","2021-06-05","GM","quantile",0.15,17655.2548546081,"2021-05-31"
"1 wk ahead inc case","2021-06-05","GM","quantile",0.2,18552.4288966778,"2021-05-31"
"1 wk ahead inc case","2021-06-05","GM","quantile",0.25,19368.846263067,"2021-05-31"
"1 wk ahead inc case","2021-06-05","GM","quantile",0.3,20141.1320193017,"2021-05-31"
"1 wk ahead inc case","2021-06-05","GM","quantile",0.35,20891.6897784261,"2021-05-31"
"1 wk ahead inc case","2021-06-05","GM","quantile",0.4,21636.5845383522,"2021-05-31"
"1 wk ahead inc case","2021-06-05","GM","quantile",0.45,22389.0822538177,"2021-05-31"
"1 wk ahead inc case","2021-06-05","GM","quantile",0.5,23161.6566666667,"2021-05-31"
"1 wk ahead inc case","2021-06-05","GM","quantile",0.55,23967.4873330767,"2021-05-31"
"1 wk ahead inc case","2021-06-05","GM","quantile",0.6,24821.9817224061,"2021-05-31"
"1 wk ahead inc case","2021-06-05","GM","quantile",0.65,25744.7973511183,"2021-05-31"
"1 wk ahead inc case","2021-06-05","GM","quantile",0.7,26763.0895906876,"2021-05-31"
"1 wk ahead inc case","2021-06-05","GM","quantile",0.75,27917.5023115154,"2021-05-31"
"1 wk ahead inc case","2021-06-05","GM","quantile",0.8,29274.7397839971,"2021-05-31"
"1 wk ahead inc case","2021-06-05","GM","quantile",0.85,30958.423072775,"2021-05-31"
"1 wk ahead inc case","2021-06-05","GM","quantile",0.9,33244.5193676863,"2021-05-31"
"1 wk ahead inc case","2021-06-05","GM","quantile",0.95,37012.7378031044,"2021-05-31"
"1 wk ahead inc case","2021-06-05","GM","quantile",0.975,40693.4142446138,"2021-05-31"
"1 wk ahead inc case","2021-06-05","GM","quantile",0.99,45521.8079487245,"2021-05-31"
"2 wk ahead inc case","2021-06-12","GM","quantile",0.01,7367.1085190856,"2021-05-31"
"2 wk ahead inc case","2021-06-12","GM","quantile",0.025,8278.83866123559,"2021-05-31"
"2 wk ahead inc case","2021-06-12","GM","quantile",0.05,9166.58647419842,"2021-05-31"
"2 wk ahead inc case","2021-06-12","GM","quantile",0.1,10326.8177368674,"2021-05-31"
"2 wk ahead inc case","2021-06-12","GM","quantile",0.15,11203.2514481728,"2021-05-31"
"2 wk ahead inc case","2021-06-12","GM","quantile",0.2,11959.7552403893,"2021-05-31"
"2 wk ahead inc case","2021-06-12","GM","quantile",0.25,12654.7031301099,"2021-05-31"
"2 wk ahead inc case","2021-06-12","GM","quantile",0.3,13317.5509203031,"2021-05-31"
"2 wk ahead inc case","2021-06-12","GM","quantile",0.35,13966.6270633435,"2021-05-31"
"2 wk ahead inc case","2021-06-12","GM","quantile",0.4,14615.374037106,"2021-05-31"
"2 wk ahead inc case","2021-06-12","GM","quantile",0.45,15275.1921831555,"2021-05-31"
"2 wk ahead inc case","2021-06-12","GM","quantile",0.5,15957.1,"2021-05-31"
"2 wk ahead inc case","2021-06-12","GM","quantile",0.55,16673.0321542649,"2021-05-31"
"2 wk ahead inc case","2021-06-12","GM","quantile",0.6,17437.2242641465,"2021-05-31"
"2 wk ahead inc case","2021-06-12","GM","quantile",0.65,18268.1167849873,"2021-05-31"
"2 wk ahead inc case","2021-06-12","GM","quantile",0.7,19191.4704802658,"2021-05-31"
"2 wk ahead inc case","2021-06-12","GM","quantile",0.75,20246.1688602628,"2021-05-31"
"2 wk ahead inc case","2021-06-12","GM","quantile",0.8,21496.4674076742,"2021-05-31"
"2 wk ahead inc case","2021-06-12","GM","quantile",0.85,23062.2053930008,"2021-05-31"
"2 wk ahead inc case","2021-06-12","GM","quantile",0.9,25212.7433001232,"2021-05-31"
"2 wk ahead inc case","2021-06-12","GM","quantile",0.95,28814.6364514158,"2021-05-31"
"2 wk ahead inc case","2021-06-12","GM","quantile",0.975,32395.54609941,"2021-05-31"
"2 wk ahead inc case","2021-06-12","GM","quantile",0.99,37177.8402531573,"2021-05-31"
"3 wk ahead inc case","2021-06-19","GM","quantile",0.01,4473.90118512464,"2021-05-31"
"3 wk ahead inc case","2021-06-19","GM","quantile",0.025,5198.78897076004,"2021-05-31"
"3 wk ahead inc case","2021-06-19","GM","quantile",0.05,5923.03759447402,"2021-05-31"
"3 wk ahead inc case","2021-06-19","GM","quantile",0.1,6894.18315527798,"2021-05-31"
"3 wk ahead inc case","2021-06-19","GM","quantile",0.15,7644.56377208222,"2021-05-31"
"3 wk ahead inc case","2021-06-19","GM","quantile",0.2,8302.94172585824,"2021-05-31"
"3 wk ahead inc case","2021-06-19","GM","quantile",0.25,8915.92422904076,"2021-05-31"
"3 wk ahead inc case","2021-06-19","GM","quantile",0.3,9507.49969177139,"2021-05-31"
"3 wk ahead inc case","2021-06-19","GM","quantile",0.35,10093.0067485852,"2021-05-31"
"3 wk ahead inc case","2021-06-19","GM","quantile",0.4,10684.0959313704,"2021-05-31"
"3 wk ahead inc case","2021-06-19","GM","quantile",0.45,11291.0461907462,"2021-05-31"
"3 wk ahead inc case","2021-06-19","GM","quantile",0.5,11924.1833333333,"2021-05-31"
"3 wk ahead inc case","2021-06-19","GM","quantile",0.55,12595.0686465289,"2021-05-31"
"3 wk ahead inc case","2021-06-19","GM","quantile",0.6,13317.8534058384,"2021-05-31"
"3 wk ahead inc case","2021-06-19","GM","quantile",0.65,14111.2223188097,"2021-05-31"
"3 wk ahead inc case","2021-06-19","GM","quantile",0.7,15001.6457718828,"2021-05-31"
"3 wk ahead inc case","2021-06-19","GM","quantile",0.75,16029.5087995225,"2021-05-31"
"3 wk ahead inc case","2021-06-19","GM","quantile",0.8,17262.1480452037,"2021-05-31"
"3 wk ahead inc case","2021-06-19","GM","quantile",0.85,18826.2188340418,"2021-05-31"
"3 wk ahead inc case","2021-06-19","GM","quantile",0.9,21009.0798022625,"2021-05-31"
"3 wk ahead inc case","2021-06-19","GM","quantile",0.95,24746.9937611854,"2021-05-31"
"3 wk ahead inc case","2021-06-19","GM","quantile",0.975,28554.6314028877,"2021-05-31"
"3 wk ahead inc case","2021-06-19","GM","quantile",0.99,33766.0046190531,"2021-05-31"
"4 wk ahead inc case","2021-06-26","GM","quantile",0.01,3359.0368228817,"2021-05-31"
"4 wk ahead inc case","2021-06-26","GM","quantile",0.025,4051.79428770875,"2021-05-31"
"4 wk ahead inc case","2021-06-26","GM","quantile",0.05,4765.8655036526,"2021-05-31"
"4 wk ahead inc case","2021-06-26","GM","quantile",0.1,5753.5684604129,"2021-05-31"
"4 wk ahead inc case","2021-06-26","GM","quantile",0.15,6537.85737831088,"2021-05-31"
"4 wk ahead inc case","2021-06-26","GM","quantile",0.2,7239.69744515569,"2021-05-31"
"4 wk ahead inc case","2021-06-26","GM","quantile",0.25,7903.81202508023,"2021-05-31"
"4 wk ahead inc case","2021-06-26","GM","quantile",0.3,8553.86883338639,"2021-05-31"
"4 wk ahead inc case","2021-06-26","GM","quantile",0.35,9205.58854103668,"2021-05-31"
"4 wk ahead inc case","2021-06-26","GM","quantile",0.4,9871.48326085785,"2021-05-31"
"4 wk ahead inc case","2021-06-26","GM","quantile",0.45,10563.1506315757,"2021-05-31"
"4 wk ahead inc case","2021-06-26","GM","quantile",0.5,11292.7766666667,"2021-05-31"
"4 wk ahead inc case","2021-06-26","GM","quantile",0.55,12074.5101972608,"2021-05-31"
"4 wk ahead inc case","2021-06-26","GM","quantile",0.6,12926.147248608,"2021-05-31"
"4 wk ahead inc case","2021-06-26","GM","quantile",0.65,13871.6537435646,"2021-05-31"
"4 wk ahead inc case","2021-06-26","GM","quantile",0.7,14945.4806637247,"2021-05-31"
"4 wk ahead inc case","2021-06-26","GM","quantile",0.75,16200.7938954124,"2021-05-31"
"4 wk ahead inc case","2021-06-26","GM","quantile",0.8,17727.1256320432,"2021-05-31"
"4 wk ahead inc case","2021-06-26","GM","quantile",0.85,19694.5349371114,"2021-05-31"
"4 wk ahead inc case","2021-06-26","GM","quantile",0.9,22493.1616599696,"2021-05-31"
"4 wk ahead inc case","2021-06-26","GM","quantile",0.95,27413.6749350869,"2021-05-31"
"4 wk ahead inc case","2021-06-26","GM","quantile",0.975,32572.7027726832,"2021-05-31"
"4 wk ahead inc case","2021-06-26","GM","quantile",0.99,39841.885517729,"2021-05-31"
"1 wk ahead inc case","2021-06-05","GM","point",NA,23161.6566666667,"2021-05-31"
"2 wk ahead inc case","2021-06-12","GM","point",NA,15957.1,"2021-05-31"
"3 wk ahead inc case","2021-06-19","GM","point",NA,11924.1833333333,"2021-05-31"
"4 wk ahead inc case","2021-06-26","GM","point",NA,11292.7766666667,"2021-05-31"
