"target","target_end_date","location","type","quantile","value","forecast_date"
"1 wk ahead inc death","2021-05-29","GM","quantile",0.01,963.861571017259,"2021-05-24"
"1 wk ahead inc death","2021-05-29","GM","quantile",0.025,997.908224977366,"2021-05-24"
"1 wk ahead inc death","2021-05-29","GM","quantile",0.05,1028.28228669153,"2021-05-24"
"1 wk ahead inc death","2021-05-29","GM","quantile",0.1,1064.60712379232,"2021-05-24"
"1 wk ahead inc death","2021-05-29","GM","quantile",0.15,1089.93425115907,"2021-05-24"
"1 wk ahead inc death","2021-05-29","GM","quantile",0.2,1110.54906906389,"2021-05-24"
"1 wk ahead inc death","2021-05-29","GM","quantile",0.25,1128.58575723711,"2021-05-24"
"1 wk ahead inc death","2021-05-29","GM","quantile",0.3,1145.06513250139,"2021-05-24"
"1 wk ahead inc death","2021-05-29","GM","quantile",0.35,1160.57813234672,"2021-05-24"
"1 wk ahead inc death","2021-05-29","GM","quantile",0.4,1175.51765652895,"2021-05-24"
"1 wk ahead inc death","2021-05-29","GM","quantile",0.45,1190.17819787298,"2021-05-24"
"1 wk ahead inc death","2021-05-29","GM","quantile",0.5,1204.8075,"2021-05-24"
"1 wk ahead inc death","2021-05-29","GM","quantile",0.55,1219.63939497554,"2021-05-24"
"1 wk ahead inc death","2021-05-29","GM","quantile",0.6,1234.9208712603,"2021-05-24"
"1 wk ahead inc death","2021-05-29","GM","quantile",0.65,1250.94204434085,"2021-05-24"
"1 wk ahead inc death","2021-05-29","GM","quantile",0.7,1268.0791340862,"2021-05-24"
"1 wk ahead inc death","2021-05-29","GM","quantile",0.75,1286.869129838,"2021-05-24"
"1 wk ahead inc death","2021-05-29","GM","quantile",0.8,1308.16132614971,"2021-05-24"
"1 wk ahead inc death","2021-05-29","GM","quantile",0.85,1333.48030590175,"2021-05-24"
"1 wk ahead inc death","2021-05-29","GM","quantile",0.9,1366.12117123139,"2021-05-24"
"1 wk ahead inc death","2021-05-29","GM","quantile",0.95,1416.15862148994,"2021-05-24"
"1 wk ahead inc death","2021-05-29","GM","quantile",0.975,1461.22290960251,"2021-05-24"
"1 wk ahead inc death","2021-05-29","GM","quantile",0.99,1515.6462993827,"2021-05-24"
"2 wk ahead inc death","2021-06-05","GM","quantile",0.01,770.424799888733,"2021-05-24"
"2 wk ahead inc death","2021-06-05","GM","quantile",0.025,813.199262199133,"2021-05-24"
"2 wk ahead inc death","2021-06-05","GM","quantile",0.05,852.182128404415,"2021-05-24"
"2 wk ahead inc death","2021-06-05","GM","quantile",0.1,899.819376562417,"2021-05-24"
"2 wk ahead inc death","2021-06-05","GM","quantile",0.15,933.688620201892,"2021-05-24"
"2 wk ahead inc death","2021-06-05","GM","quantile",0.2,961.652878535943,"2021-05-24"
"2 wk ahead inc death","2021-06-05","GM","quantile",0.25,986.411609834265,"2021-05-24"
"2 wk ahead inc death","2021-06-05","GM","quantile",0.3,1009.2705042084,"2021-05-24"
"2 wk ahead inc death","2021-06-05","GM","quantile",0.35,1030.99633579669,"2021-05-24"
"2 wk ahead inc death","2021-06-05","GM","quantile",0.4,1052.1090449081,"2021-05-24"
"2 wk ahead inc death","2021-06-05","GM","quantile",0.45,1073.00864921424,"2021-05-24"
"2 wk ahead inc death","2021-06-05","GM","quantile",0.5,1094.0425,"2021-05-24"
"2 wk ahead inc death","2021-06-05","GM","quantile",0.55,1115.54985540801,"2021-05-24"
"2 wk ahead inc death","2021-06-05","GM","quantile",0.6,1137.90093180699,"2021-05-24"
"2 wk ahead inc death","2021-06-05","GM","quantile",0.65,1161.5428110421,"2021-05-24"
"2 wk ahead inc death","2021-06-05","GM","quantile",0.7,1187.06797191262,"2021-05-24"
"2 wk ahead inc death","2021-06-05","GM","quantile",0.75,1215.3359488266,"2021-05-24"
"2 wk ahead inc death","2021-06-05","GM","quantile",0.8,1247.72310909501,"2021-05-24"
"2 wk ahead inc death","2021-06-05","GM","quantile",0.85,1286.72561905001,"2021-05-24"
"2 wk ahead inc death","2021-06-05","GM","quantile",0.9,1337.79231627223,"2021-05-24"
"2 wk ahead inc death","2021-06-05","GM","quantile",0.95,1417.79088331271,"2021-05-24"
"2 wk ahead inc death","2021-06-05","GM","quantile",0.975,1491.61231267831,"2021-05-24"
"2 wk ahead inc death","2021-06-05","GM","quantile",0.99,1583.00227444315,"2021-05-24"
"3 wk ahead inc death","2021-06-12","GM","quantile",0.01,636.196204561133,"2021-05-24"
"3 wk ahead inc death","2021-06-12","GM","quantile",0.025,680.844053599914,"2021-05-24"
"3 wk ahead inc death","2021-06-12","GM","quantile",0.05,722.076916397668,"2021-05-24"
"3 wk ahead inc death","2021-06-12","GM","quantile",0.1,773.142894336866,"2021-05-24"
"3 wk ahead inc death","2021-06-12","GM","quantile",0.15,809.890865415064,"2021-05-24"
"3 wk ahead inc death","2021-06-12","GM","quantile",0.2,840.501015342574,"2021-05-24"
"3 wk ahead inc death","2021-06-12","GM","quantile",0.25,867.801441648665,"2021-05-24"
"3 wk ahead inc death","2021-06-12","GM","quantile",0.3,893.170227788375,"2021-05-24"
"3 wk ahead inc death","2021-06-12","GM","quantile",0.35,917.424611790465,"2021-05-24"
"3 wk ahead inc death","2021-06-12","GM","quantile",0.4,941.126235970969,"2021-05-24"
"3 wk ahead inc death","2021-06-12","GM","quantile",0.45,964.714800890066,"2021-05-24"
"3 wk ahead inc death","2021-06-12","GM","quantile",0.5,988.58,"2021-05-24"
"3 wk ahead inc death","2021-06-12","GM","quantile",0.55,1013.11057604392,"2021-05-24"
"3 wk ahead inc death","2021-06-12","GM","quantile",0.6,1038.73900252685,"2021-05-24"
"3 wk ahead inc death","2021-06-12","GM","quantile",0.65,1065.99587760017,"2021-05-24"
"3 wk ahead inc death","2021-06-12","GM","quantile",0.7,1095.59293095419,"2021-05-24"
"3 wk ahead inc death","2021-06-12","GM","quantile",0.75,1128.57209459183,"2021-05-24"
"3 wk ahead inc death","2021-06-12","GM","quantile",0.8,1166.61351242106,"2021-05-24"
"3 wk ahead inc death","2021-06-12","GM","quantile",0.85,1212.78245343413,"2021-05-24"
"3 wk ahead inc death","2021-06-12","GM","quantile",0.9,1273.810041821,"2021-05-24"
