"target","target_end_date","location","type","quantile","value","forecast_date"
"1 wk ahead inc death","2021-06-26","PL","quantile",0.01,140.00606933998,"2021-06-21"
"1 wk ahead inc death","2021-06-26","PL","quantile",0.025,147.915824343058,"2021-06-21"
"1 wk ahead inc death","2021-06-26","PL","quantile",0.05,155.075161324958,"2021-06-21"
"1 wk ahead inc death","2021-06-26","PL","quantile",0.1,163.760536973104,"2021-06-21"
"1 wk ahead inc death","2021-06-26","PL","quantile",0.15,169.893699902377,"2021-06-21"
"1 wk ahead inc death","2021-06-26","PL","quantile",0.2,174.931552732112,"2021-06-21"
"1 wk ahead inc death","2021-06-26","PL","quantile",0.25,179.372471935421,"2021-06-21"
"1 wk ahead inc death","2021-06-26","PL","quantile",0.3,183.456554326348,"2021-06-21"
"1 wk ahead inc death","2021-06-26","PL","quantile",0.35,187.324027597074,"2021-06-21"
"1 wk ahead inc death","2021-06-26","PL","quantile",0.4,191.069242730409,"2021-06-21"
"1 wk ahead inc death","2021-06-26","PL","quantile",0.45,194.764035831542,"2021-06-21"
"1 wk ahead inc death","2021-06-26","PL","quantile",0.5,198.47,"2021-06-21"
"1 wk ahead inc death","2021-06-26","PL","quantile",0.55,202.246481142289,"2021-06-21"
"1 wk ahead inc death","2021-06-26","PL","quantile",0.6,206.157413600985,"2021-06-21"
"1 wk ahead inc death","2021-06-26","PL","quantile",0.65,210.279169230373,"2021-06-21"
"1 wk ahead inc death","2021-06-26","PL","quantile",0.7,214.712093795946,"2021-06-21"
"1 wk ahead inc death","2021-06-26","PL","quantile",0.75,219.600814299875,"2021-06-21"
"1 wk ahead inc death","2021-06-26","PL","quantile",0.8,225.175734650465,"2021-06-21"
"1 wk ahead inc death","2021-06-26","PL","quantile",0.85,231.852864012229,"2021-06-21"
"1 wk ahead inc death","2021-06-26","PL","quantile",0.9,240.536222145323,"2021-06-21"
"1 wk ahead inc death","2021-06-26","PL","quantile",0.95,254.008060113883,"2021-06-21"
"1 wk ahead inc death","2021-06-26","PL","quantile",0.975,266.302412706316,"2021-06-21"
"1 wk ahead inc death","2021-06-26","PL","quantile",0.99,281.347380764955,"2021-06-21"
"2 wk ahead inc death","2021-07-03","PL","quantile",0.01,87.990210691016,"2021-06-21"
"2 wk ahead inc death","2021-07-03","PL","quantile",0.025,95.8316505940454,"2021-06-21"
"2 wk ahead inc death","2021-07-03","PL","quantile",0.05,103.132413000713,"2021-06-21"
"2 wk ahead inc death","2021-07-03","PL","quantile",0.1,112.242656777858,"2021-06-21"
"2 wk ahead inc death","2021-07-03","PL","quantile",0.15,118.839713649167,"2021-06-21"
"2 wk ahead inc death","2021-07-03","PL","quantile",0.2,124.358294809913,"2021-06-21"
"2 wk ahead inc death","2021-07-03","PL","quantile",0.25,129.296537808804,"2021-06-21"
"2 wk ahead inc death","2021-07-03","PL","quantile",0.3,133.89813192542,"2021-06-21"
"2 wk ahead inc death","2021-07-03","PL","quantile",0.35,138.308258616795,"2021-06-21"
"2 wk ahead inc death","2021-07-03","PL","quantile",0.4,142.627273115665,"2021-06-21"
"2 wk ahead inc death","2021-07-03","PL","quantile",0.45,146.934296896859,"2021-06-21"
"2 wk ahead inc death","2021-07-03","PL","quantile",0.5,151.3,"2021-06-21"
"2 wk ahead inc death","2021-07-03","PL","quantile",0.55,155.795416614468,"2021-06-21"
"2 wk ahead inc death","2021-07-03","PL","quantile",0.6,160.500088797433,"2021-06-21"
"2 wk ahead inc death","2021-07-03","PL","quantile",0.65,165.512097606731,"2021-06-21"
"2 wk ahead inc death","2021-07-03","PL","quantile",0.7,170.963475522948,"2021-06-21"
"2 wk ahead inc death","2021-07-03","PL","quantile",0.75,177.047973502978,"2021-06-21"
"2 wk ahead inc death","2021-07-03","PL","quantile",0.8,184.078513097907,"2021-06-21"
"2 wk ahead inc death","2021-07-03","PL","quantile",0.85,192.62660012443,"2021-06-21"
"2 wk ahead inc death","2021-07-03","PL","quantile",0.9,203.94821948402,"2021-06-21"
"2 wk ahead inc death","2021-07-03","PL","quantile",0.95,221.964068656492,"2021-06-21"
"2 wk ahead inc death","2021-07-03","PL","quantile",0.975,238.874003088729,"2021-06-21"
"2 wk ahead inc death","2021-07-03","PL","quantile",0.99,260.161781864415,"2021-06-21"
"3 wk ahead inc death","2021-07-10","PL","quantile",0.01,57.5767048563389,"2021-06-21"
"3 wk ahead inc death","2021-07-10","PL","quantile",0.025,64.6676935101733,"2021-06-21"
"3 wk ahead inc death","2021-07-10","PL","quantile",0.05,71.4609918754541,"2021-06-21"
"3 wk ahead inc death","2021-07-10","PL","quantile",0.1,80.1835583791314,"2021-06-21"
"3 wk ahead inc death","2021-07-10","PL","quantile",0.15,86.6624725846261,"2021-06-21"
"3 wk ahead inc death","2021-07-10","PL","quantile",0.2,92.1830617225895,"2021-06-21"
"3 wk ahead inc death","2021-07-10","PL","quantile",0.25,97.1986751840212,"2021-06-21"
"3 wk ahead inc death","2021-07-10","PL","quantile",0.3,101.935001489688,"2021-06-21"
"3 wk ahead inc death","2021-07-10","PL","quantile",0.35,106.529692013409,"2021-06-21"
"3 wk ahead inc death","2021-07-10","PL","quantile",0.4,111.080959541954,"2021-06-21"
"3 wk ahead inc death","2021-07-10","PL","quantile",0.45,115.669349488934,"2021-06-21"
