"target","target_end_date","location","type","quantile","value","forecast_date"
"1 wk ahead inc case","2021-06-19","PL","quantile",0.01,1266.46182228894,"2021-06-14"
"1 wk ahead inc case","2021-06-19","PL","quantile",0.025,1364.66165280976,"2021-06-14"
"1 wk ahead inc case","2021-06-19","PL","quantile",0.05,1458.42007531247,"2021-06-14"
"1 wk ahead inc case","2021-06-19","PL","quantile",0.1,1578.66542378691,"2021-06-14"
"1 wk ahead inc case","2021-06-19","PL","quantile",0.15,1668.03858067652,"2021-06-14"
"1 wk ahead inc case","2021-06-19","PL","quantile",0.2,1744.30555722094,"2021-06-14"
"1 wk ahead inc case","2021-06-19","PL","quantile",0.25,1813.7238541971,"2021-06-14"
"1 wk ahead inc case","2021-06-19","PL","quantile",0.3,1879.41148888576,"2021-06-14"
"1 wk ahead inc case","2021-06-19","PL","quantile",0.35,1943.27658282982,"2021-06-14"
"1 wk ahead inc case","2021-06-19","PL","quantile",0.4,2006.68879422277,"2021-06-14"
"1 wk ahead inc case","2021-06-19","PL","quantile",0.45,2070.78089467867,"2021-06-14"
"1 wk ahead inc case","2021-06-19","PL","quantile",0.5,2136.62,"2021-06-14"
"1 wk ahead inc case","2021-06-19","PL","quantile",0.55,2205.33576115324,"2021-06-14"
"1 wk ahead inc case","2021-06-19","PL","quantile",0.6,2278.25108073656,"2021-06-14"
"1 wk ahead inc case","2021-06-19","PL","quantile",0.65,2357.05626853474,"2021-06-14"
"1 wk ahead inc case","2021-06-19","PL","quantile",0.7,2444.0892628011,"2021-06-14"
"1 wk ahead inc case","2021-06-19","PL","quantile",0.75,2542.85309883484,"2021-06-14"
"1 wk ahead inc case","2021-06-19","PL","quantile",0.8,2659.10283607039,"2021-06-14"
"1 wk ahead inc case","2021-06-19","PL","quantile",0.85,2803.5156705609,"2021-06-14"
"1 wk ahead inc case","2021-06-19","PL","quantile",0.9,2999.95750738362,"2021-06-14"
"1 wk ahead inc case","2021-06-19","PL","quantile",0.95,3324.64498408381,"2021-06-14"
"1 wk ahead inc case","2021-06-19","PL","quantile",0.975,3642.82167622794,"2021-06-14"
"1 wk ahead inc case","2021-06-19","PL","quantile",0.99,4061.67650850263,"2021-06-14"
"2 wk ahead inc case","2021-06-26","PL","quantile",0.01,1529.48936826107,"2021-06-14"
"2 wk ahead inc case","2021-06-26","PL","quantile",0.025,1736.15083252142,"2021-06-14"
"2 wk ahead inc case","2021-06-26","PL","quantile",0.05,1940.55216594322,"2021-06-14"
"2 wk ahead inc case","2021-06-26","PL","quantile",0.1,2211.9459009495,"2021-06-14"
"2 wk ahead inc case","2021-06-26","PL","quantile",0.15,2419.856618043,"2021-06-14"
"2 wk ahead inc case","2021-06-26","PL","quantile",0.2,2601.15801473004,"2021-06-14"
"2 wk ahead inc case","2021-06-26","PL","quantile",0.25,2769.11150456985,"2021-06-14"
"2 wk ahead inc case","2021-06-26","PL","quantile",0.3,2930.48874883486,"2021-06-14"
"2 wk ahead inc case","2021-06-26","PL","quantile",0.35,3089.57308092231,"2021-06-14"
"2 wk ahead inc case","2021-06-26","PL","quantile",0.4,3249.57362245453,"2021-06-14"
