"target","target_end_date","location","type","quantile","value","forecast_date"
"1 wk ahead inc death","2021-06-05","PL","quantile",0.01,469.870119992588,"2021-05-31"
"1 wk ahead inc death","2021-06-05","PL","quantile",0.025,491.799110228468,"2021-05-31"
"1 wk ahead inc death","2021-06-05","PL","quantile",0.05,511.506375435827,"2021-05-31"
"1 wk ahead inc death","2021-06-05","PL","quantile",0.1,535.245994408904,"2021-05-31"
"1 wk ahead inc death","2021-06-05","PL","quantile",0.15,551.905015073825,"2021-05-31"
"1 wk ahead inc death","2021-06-05","PL","quantile",0.2,565.527415489078,"2021-05-31"
"1 wk ahead inc death","2021-06-05","PL","quantile",0.25,577.49147217408,"2021-05-31"
"1 wk ahead inc death","2021-06-05","PL","quantile",0.3,588.458810104609,"2021-05-31"
"1 wk ahead inc death","2021-06-05","PL","quantile",0.35,598.81413224432,"2021-05-31"
"1 wk ahead inc death","2021-06-05","PL","quantile",0.4,608.814738778975,"2021-05-31"
"1 wk ahead inc death","2021-06-05","PL","quantile",0.45,618.654999805215,"2021-05-31"
"1 wk ahead inc death","2021-06-05","PL","quantile",0.5,628.5,"2021-05-31"
"1 wk ahead inc death","2021-06-05","PL","quantile",0.55,638.50718945571,"2021-05-31"
"1 wk ahead inc death","2021-06-05","PL","quantile",0.6,648.844560743848,"2021-05-31"
"1 wk ahead inc death","2021-06-05","PL","quantile",0.65,659.711153160806,"2021-05-31"
"1 wk ahead inc death","2021-06-05","PL","quantile",0.7,671.366833357213,"2021-05-31"
"1 wk ahead inc death","2021-06-05","PL","quantile",0.75,684.184388697412,"2021-05-31"
"1 wk ahead inc death","2021-06-05","PL","quantile",0.8,698.755626723913,"2021-05-31"
"1 wk ahead inc death","2021-06-05","PL","quantile",0.85,716.146088707629,"2021-05-31"
"1 wk ahead inc death","2021-06-05","PL","quantile",0.9,738.665150175663,"2021-05-31"
"1 wk ahead inc death","2021-06-05","PL","quantile",0.95,773.397367842427,"2021-05-31"
"1 wk ahead inc death","2021-06-05","PL","quantile",0.975,804.888913132934,"2021-05-31"
"1 wk ahead inc death","2021-06-05","PL","quantile",0.99,843.177423155184,"2021-05-31"
"2 wk ahead inc death","2021-06-12","PL","quantile",0.01,257.525112523201,"2021-05-31"
"2 wk ahead inc death","2021-06-12","PL","quantile",0.025,284.863887191715,"2021-05-31"
"2 wk ahead inc death","2021-06-12","PL","quantile",0.05,310.912939878135,"2021-05-31"
"2 wk ahead inc death","2021-06-12","PL","quantile",0.1,344.203668177289,"2021-05-31"
"2 wk ahead inc death","2021-06-12","PL","quantile",0.15,368.843060192766,"2021-05-31"
"2 wk ahead inc death","2021-06-12","PL","quantile",0.2,389.791249148774,"2021-05-31"
"2 wk ahead inc death","2021-06-12","PL","quantile",0.25,408.792704158957,"2021-05-31"
"2 wk ahead inc death","2021-06-12","PL","quantile",0.3,426.713775006406,"2021-05-31"
"2 wk ahead inc death","2021-06-12","PL","quantile",0.35,444.081530763784,"2021-05-31"
"2 wk ahead inc death","2021-06-12","PL","quantile",0.4,461.270973061955,"2021-05-31"
"2 wk ahead inc death","2021-06-12","PL","quantile",0.45,478.588723979837,"2021-05-31"
"2 wk ahead inc death","2021-06-12","PL","quantile",0.5,496.32,"2021-05-31"
"2 wk ahead inc death","2021-06-12","PL","quantile",0.55,514.763076051238,"2021-05-31"
"2 wk ahead inc death","2021-06-12","PL","quantile",0.6,534.263617025363,"2021-05-31"
"2 wk ahead inc death","2021-06-12","PL","quantile",0.65,555.259609388235,"2021-05-31"
"2 wk ahead inc death","2021-06-12","PL","quantile",0.7,578.352905438037,"2021-05-31"
"2 wk ahead inc death","2021-06-12","PL","quantile",0.75,604.440562700695,"2021-05-31"
"2 wk ahead inc death","2021-06-12","PL","quantile",0.8,634.989621251375,"2021-05-31"
"2 wk ahead inc death","2021-06-12","PL","quantile",0.85,672.709707169771,"2021-05-31"
"2 wk ahead inc death","2021-06-12","PL","quantile",0.9,723.626910088308,"2021-05-31"
"2 wk ahead inc death","2021-06-12","PL","quantile",0.95,806.851597285896,"2021-05-31"
"2 wk ahead inc death","2021-06-12","PL","quantile",0.975,887.363577743193,"2021-05-31"
"2 wk ahead inc death","2021-06-12","PL","quantile",0.99,991.92144718378,"2021-05-31"
"3 wk ahead inc death","2021-06-19","PL","quantile",0.01,157.069826809109,"2021-05-31"
"3 wk ahead inc death","2021-06-19","PL","quantile",0.025,182.196592613792,"2021-05-31"
"3 wk ahead inc death","2021-06-19","PL","quantile",0.05,207.417333695679,"2021-05-31"
"3 wk ahead inc death","2021-06-19","PL","quantile",0.1,241.428010288158,"2021-05-31"
"3 wk ahead inc death","2021-06-19","PL","quantile",0.15,267.860772594459,"2021-05-31"
"3 wk ahead inc death","2021-06-19","PL","quantile",0.2,291.162832936328,"2021-05-31"
"3 wk ahead inc death","2021-06-19","PL","quantile",0.25,312.949911491795,"2021-05-31"
"3 wk ahead inc death","2021-06-19","PL","quantile",0.3,334.058898393306,"2021-05-31"
"3 wk ahead inc death","2021-06-19","PL","quantile",0.35,355.030208877552,"2021-05-31"
"3 wk ahead inc death","2021-06-19","PL","quantile",0.4,376.279729887065,"2021-05-31"
"3 wk ahead inc death","2021-06-19","PL","quantile",0.45,398.179844529083,"2021-05-31"
"3 wk ahead inc death","2021-06-19","PL","quantile",0.5,421.11,"2021-05-31"
"3 wk ahead inc death","2021-06-19","PL","quantile",0.55,445.500236189737,"2021-05-31"
"3 wk ahead inc death","2021-06-19","PL","quantile",0.6,471.881999955096,"2021-05-31"
"3 wk ahead inc death","2021-06-19","PL","quantile",0.65,500.962172716002,"2021-05-31"
"3 wk ahead inc death","2021-06-19","PL","quantile",0.7,533.747993877797,"2021-05-31"
"3 wk ahead inc death","2021-06-19","PL","quantile",0.75,571.783672467295,"2021-05-31"
"3 wk ahead inc death","2021-06-19","PL","quantile",0.8,617.655641764052,"2021-05-31"
"3 wk ahead inc death","2021-06-19","PL","quantile",0.85,676.251813202452,"2021-05-31"
"3 wk ahead inc death","2021-06-19","PL","quantile",0.9,758.724253394644,"2021-05-31"
"3 wk ahead inc death","2021-06-19","PL","quantile",0.95,901.698826023433,"2021-05-31"
