"target","target_end_date","location","type","quantile","value","forecast_date"
"1 wk ahead inc death","2021-07-31","GM","quantile",0.01,138,"2021-07-26"
"1 wk ahead inc death","2021-07-31","GM","quantile",0.025,147,"2021-07-26"
"1 wk ahead inc death","2021-07-31","GM","quantile",0.05,156,"2021-07-26"
"1 wk ahead inc death","2021-07-31","GM","quantile",0.1,165,"2021-07-26"
"1 wk ahead inc death","2021-07-31","GM","quantile",0.15,170,"2021-07-26"
"1 wk ahead inc death","2021-07-31","GM","quantile",0.2,174,"2021-07-26"
"1 wk ahead inc death","2021-07-31","GM","quantile",0.25,178,"2021-07-26"
"1 wk ahead inc death","2021-07-31","GM","quantile",0.3,181,"2021-07-26"
"1 wk ahead inc death","2021-07-31","GM","quantile",0.35,184,"2021-07-26"
"1 wk ahead inc death","2021-07-31","GM","quantile",0.4,187,"2021-07-26"
"1 wk ahead inc death","2021-07-31","GM","quantile",0.45,190,"2021-07-26"
"1 wk ahead inc death","2021-07-31","GM","quantile",0.5,194,"2021-07-26"
"1 wk ahead inc death","2021-07-31","GM","quantile",0.55,198,"2021-07-26"
"1 wk ahead inc death","2021-07-31","GM","quantile",0.6,203,"2021-07-26"
"1 wk ahead inc death","2021-07-31","GM","quantile",0.65,209,"2021-07-26"
"1 wk ahead inc death","2021-07-31","GM","quantile",0.7,214,"2021-07-26"
"1 wk ahead inc death","2021-07-31","GM","quantile",0.75,221,"2021-07-26"
"1 wk ahead inc death","2021-07-31","GM","quantile",0.8,228,"2021-07-26"
"1 wk ahead inc death","2021-07-31","GM","quantile",0.85,237,"2021-07-26"
"1 wk ahead inc death","2021-07-31","GM","quantile",0.9,250,"2021-07-26"
"1 wk ahead inc death","2021-07-31","GM","quantile",0.95,272,"2021-07-26"
"1 wk ahead inc death","2021-07-31","GM","quantile",0.975,292,"2021-07-26"
"1 wk ahead inc death","2021-07-31","GM","quantile",0.99,316,"2021-07-26"
"2 wk ahead inc death","2021-08-07","GM","quantile",0.01,152,"2021-07-26"
"2 wk ahead inc death","2021-08-07","GM","quantile",0.025,167,"2021-07-26"
"2 wk ahead inc death","2021-08-07","GM","quantile",0.05,182,"2021-07-26"
"2 wk ahead inc death","2021-08-07","GM","quantile",0.1,200,"2021-07-26"
"2 wk ahead inc death","2021-08-07","GM","quantile",0.15,211,"2021-07-26"
"2 wk ahead inc death","2021-08-07","GM","quantile",0.2,220,"2021-07-26"
"2 wk ahead inc death","2021-08-07","GM","quantile",0.25,227,"2021-07-26"
"2 wk ahead inc death","2021-08-07","GM","quantile",0.3,233,"2021-07-26"
"2 wk ahead inc death","2021-08-07","GM","quantile",0.35,240,"2021-07-26"
"2 wk ahead inc death","2021-08-07","GM","quantile",0.4,246,"2021-07-26"
"2 wk ahead inc death","2021-08-07","GM","quantile",0.45,252,"2021-07-26"
"2 wk ahead inc death","2021-08-07","GM","quantile",0.5,258,"2021-07-26"
"2 wk ahead inc death","2021-08-07","GM","quantile",0.55,265,"2021-07-26"
"2 wk ahead inc death","2021-08-07","GM","quantile",0.6,271,"2021-07-26"
"2 wk ahead inc death","2021-08-07","GM","quantile",0.65,278,"2021-07-26"
"2 wk ahead inc death","2021-08-07","GM","quantile",0.7,286,"2021-07-26"
"2 wk ahead inc death","2021-08-07","GM","quantile",0.75,294,"2021-07-26"
"2 wk ahead inc death","2021-08-07","GM","quantile",0.8,304,"2021-07-26"
"2 wk ahead inc death","2021-08-07","GM","quantile",0.85,315,"2021-07-26"
"2 wk ahead inc death","2021-08-07","GM","quantile",0.9,336,"2021-07-26"
"2 wk ahead inc death","2021-08-07","GM","quantile",0.95,369,"2021-07-26"
"2 wk ahead inc death","2021-08-07","GM","quantile",0.975,401,"2021-07-26"
"2 wk ahead inc death","2021-08-07","GM","quantile",0.99,441,"2021-07-26"
"3 wk ahead inc death","2021-08-14","GM","quantile",0.01,173,"2021-07-26"
"3 wk ahead inc death","2021-08-14","GM","quantile",0.025,191,"2021-07-26"
"3 wk ahead inc death","2021-08-14","GM","quantile",0.05,207,"2021-07-26"
"3 wk ahead inc death","2021-08-14","GM","quantile",0.1,228,"2021-07-26"
"3 wk ahead inc death","2021-08-14","GM","quantile",0.15,243,"2021-07-26"
"3 wk ahead inc death","2021-08-14","GM","quantile",0.2,256,"2021-07-26"
"3 wk ahead inc death","2021-08-14","GM","quantile",0.25,268,"2021-07-26"
"3 wk ahead inc death","2021-08-14","GM","quantile",0.3,278,"2021-07-26"
"3 wk ahead inc death","2021-08-14","GM","quantile",0.35,289,"2021-07-26"
"3 wk ahead inc death","2021-08-14","GM","quantile",0.4,299,"2021-07-26"
"3 wk ahead inc death","2021-08-14","GM","quantile",0.45,309,"2021-07-26"
"3 wk ahead inc death","2021-08-14","GM","quantile",0.5,320,"2021-07-26"
"3 wk ahead inc death","2021-08-14","GM","quantile",0.55,331,"2021-07-26"
"3 wk ahead inc death","2021-08-14","GM","quantile",0.6,342,"2021-07-26"
"3 wk ahead inc death","2021-08-14","GM","quantile",0.65,354,"2021-07-26"
"3 wk ahead inc death","2021-08-14","GM","quantile",0.7,367,"2021-07-26"
"3 wk ahead inc death","2021-08-14","GM","quantile",0.75,382,"2021-07-26"
"3 wk ahead inc death","2021-08-14","GM","quantile",0.8,400,"2021-07-26"
"3 wk ahead inc death","2021-08-14","GM","quantile",0.85,421,"2021-07-26"
"3 wk ahead inc death","2021-08-14","GM","quantile",0.9,449,"2021-07-26"
