"target","target_end_date","location","type","quantile","value","forecast_date"
"1 wk ahead inc case","2021-08-28","GM","quantile",0.01,41258,"2021-08-23"
"1 wk ahead inc case","2021-08-28","GM","quantile",0.025,44346,"2021-08-23"
"1 wk ahead inc case","2021-08-28","GM","quantile",0.05,47186,"2021-08-23"
"1 wk ahead inc case","2021-08-28","GM","quantile",0.1,50687,"2021-08-23"
"1 wk ahead inc case","2021-08-28","GM","quantile",0.15,53194,"2021-08-23"
"1 wk ahead inc case","2021-08-28","GM","quantile",0.2,55275,"2021-08-23"
"1 wk ahead inc case","2021-08-28","GM","quantile",0.25,57126,"2021-08-23"
"1 wk ahead inc case","2021-08-28","GM","quantile",0.3,58840,"2021-08-23"
"1 wk ahead inc case","2021-08-28","GM","quantile",0.35,60474,"2021-08-23"
"1 wk ahead inc case","2021-08-28","GM","quantile",0.4,62067,"2021-08-23"
"1 wk ahead inc case","2021-08-28","GM","quantile",0.45,63648,"2021-08-23"
"1 wk ahead inc case","2021-08-28","GM","quantile",0.5,65244,"2021-08-23"
"1 wk ahead inc case","2021-08-28","GM","quantile",0.55,66879,"2021-08-23"
"1 wk ahead inc case","2021-08-28","GM","quantile",0.6,68582,"2021-08-23"
"1 wk ahead inc case","2021-08-28","GM","quantile",0.65,70389,"2021-08-23"
"1 wk ahead inc case","2021-08-28","GM","quantile",0.7,72344,"2021-08-23"
"1 wk ahead inc case","2021-08-28","GM","quantile",0.75,74515,"2021-08-23"
"1 wk ahead inc case","2021-08-28","GM","quantile",0.8,77009,"2021-08-23"
"1 wk ahead inc case","2021-08-28","GM","quantile",0.85,80022,"2021-08-23"
"1 wk ahead inc case","2021-08-28","GM","quantile",0.9,83981,"2021-08-23"
"1 wk ahead inc case","2021-08-28","GM","quantile",0.95,90212,"2021-08-23"
"1 wk ahead inc case","2021-08-28","GM","quantile",0.975,95990,"2021-08-23"
"1 wk ahead inc case","2021-08-28","GM","quantile",0.99,103174,"2021-08-23"
"2 wk ahead inc case","2021-09-04","GM","quantile",0.01,55062,"2021-08-23"
"2 wk ahead inc case","2021-09-04","GM","quantile",0.025,60654,"2021-08-23"
"2 wk ahead inc case","2021-09-04","GM","quantile",0.05,65915,"2021-08-23"
"2 wk ahead inc case","2021-09-04","GM","quantile",0.1,72550,"2021-08-23"
"2 wk ahead inc case","2021-09-04","GM","quantile",0.15,77400,"2021-08-23"
"2 wk ahead inc case","2021-09-04","GM","quantile",0.2,81485,"2021-08-23"
"2 wk ahead inc case","2021-09-04","GM","quantile",0.25,85161,"2021-08-23"
"2 wk ahead inc case","2021-09-04","GM","quantile",0.3,88603,"2021-08-23"
"2 wk ahead inc case","2021-09-04","GM","quantile",0.35,91917,"2021-08-23"
"2 wk ahead inc case","2021-09-04","GM","quantile",0.4,95176,"2021-08-23"
"2 wk ahead inc case","2021-09-04","GM","quantile",0.45,98439,"2021-08-23"
"2 wk ahead inc case","2021-09-04","GM","quantile",0.5,101759,"2021-08-23"
"2 wk ahead inc case","2021-09-04","GM","quantile",0.55,105192,"2021-08-23"
"2 wk ahead inc case","2021-09-04","GM","quantile",0.6,108798,"2021-08-23"
"2 wk ahead inc case","2021-09-04","GM","quantile",0.65,112656,"2021-08-23"
"2 wk ahead inc case","2021-09-04","GM","quantile",0.7,116869,"2021-08-23"
"2 wk ahead inc case","2021-09-04","GM","quantile",0.75,121593,"2021-08-23"
"2 wk ahead inc case","2021-09-04","GM","quantile",0.8,127078,"2021-08-23"
"2 wk ahead inc case","2021-09-04","GM","quantile",0.85,133784,"2021-08-23"
"2 wk ahead inc case","2021-09-04","GM","quantile",0.9,142728,"2021-08-23"
"2 wk ahead inc case","2021-09-04","GM","quantile",0.95,157095,"2021-08-23"
"2 wk ahead inc case","2021-09-04","GM","quantile",0.975,170723,"2021-08-23"
"2 wk ahead inc case","2021-09-04","GM","quantile",0.99,188061,"2021-08-23"
"3 wk ahead inc case","2021-09-11","GM","quantile",0.01,68423,"2021-08-23"
"3 wk ahead inc case","2021-09-11","GM","quantile",0.025,77217,"2021-08-23"
"3 wk ahead inc case","2021-09-11","GM","quantile",0.05,85679,"2021-08-23"
"3 wk ahead inc case","2021-09-11","GM","quantile",0.1,96592,"2021-08-23"
"3 wk ahead inc case","2021-09-11","GM","quantile",0.15,104730,"2021-08-23"
"3 wk ahead inc case","2021-09-11","GM","quantile",0.2,111684,"2021-08-23"
"3 wk ahead inc case","2021-09-11","GM","quantile",0.25,118016,"2021-08-23"
"3 wk ahead inc case","2021-09-11","GM","quantile",0.3,124009,"2021-08-23"
"3 wk ahead inc case","2021-09-11","GM","quantile",0.35,129833,"2021-08-23"
"3 wk ahead inc case","2021-09-11","GM","quantile",0.4,135612,"2021-08-23"
"3 wk ahead inc case","2021-09-11","GM","quantile",0.45,141449,"2021-08-23"
"3 wk ahead inc case","2021-09-11","GM","quantile",0.5,147438,"2021-08-23"
"3 wk ahead inc case","2021-09-11","GM","quantile",0.55,153680,"2021-08-23"
"3 wk ahead inc case","2021-09-11","GM","quantile",0.6,160294,"2021-08-23"
"3 wk ahead inc case","2021-09-11","GM","quantile",0.65,167429,"2021-08-23"
"3 wk ahead inc case","2021-09-11","GM","quantile",0.7,175293,"2021-08-23"
"3 wk ahead inc case","2021-09-11","GM","quantile",0.75,184194,"2021-08-23"
"3 wk ahead inc case","2021-09-11","GM","quantile",0.8,194638,"2021-08-23"
"3 wk ahead inc case","2021-09-11","GM","quantile",0.85,207562,"2021-08-23"
"3 wk ahead inc case","2021-09-11","GM","quantile",0.9,225049,"2021-08-23"
"3 wk ahead inc case","2021-09-11","GM","quantile",0.95,253714,"2021-08-23"
"3 wk ahead inc case","2021-09-11","GM","quantile",0.975,281517,"2021-08-23"
"3 wk ahead inc case","2021-09-11","GM","quantile",0.99,317698,"2021-08-23"
"4 wk ahead inc case","2021-09-18","GM","quantile",0.01,80205,"2021-08-23"
"4 wk ahead inc case","2021-09-18","GM","quantile",0.025,92762,"2021-08-23"
"4 wk ahead inc case","2021-09-18","GM","quantile",0.05,105124,"2021-08-23"
"4 wk ahead inc case","2021-09-18","GM","quantile",0.1,121434,"2021-08-23"
"4 wk ahead inc case","2021-09-18","GM","quantile",0.15,133845,"2021-08-23"
"4 wk ahead inc case","2021-09-18","GM","quantile",0.2,144607,"2021-08-23"
"4 wk ahead inc case","2021-09-18","GM","quantile",0.25,154528,"2021-08-23"
"4 wk ahead inc case","2021-09-18","GM","quantile",0.3,164015,"2021-08-23"
"4 wk ahead inc case","2021-09-18","GM","quantile",0.35,173326,"2021-08-23"
"4 wk ahead inc case","2021-09-18","GM","quantile",0.4,182649,"2021-08-23"
"4 wk ahead inc case","2021-09-18","GM","quantile",0.45,192146,"2021-08-23"
"4 wk ahead inc case","2021-09-18","GM","quantile",0.5,201975,"2021-08-23"
"4 wk ahead inc case","2021-09-18","GM","quantile",0.55,212307,"2021-08-23"
"4 wk ahead inc case","2021-09-18","GM","quantile",0.6,223346,"2021-08-23"
"4 wk ahead inc case","2021-09-18","GM","quantile",0.65,235360,"2021-08-23"
"4 wk ahead inc case","2021-09-18","GM","quantile",0.7,248721,"2021-08-23"
"4 wk ahead inc case","2021-09-18","GM","quantile",0.75,263992,"2021-08-23"
"4 wk ahead inc case","2021-09-18","GM","quantile",0.8,282102,"2021-08-23"
"4 wk ahead inc case","2021-09-18","GM","quantile",0.85,304786,"2021-08-23"
"4 wk ahead inc case","2021-09-18","GM","quantile",0.9,335936,"2021-08-23"
"4 wk ahead inc case","2021-09-18","GM","quantile",0.95,388057,"2021-08-23"
"4 wk ahead inc case","2021-09-18","GM","quantile",0.975,439770,"2021-08-23"
"4 wk ahead inc case","2021-09-18","GM","quantile",0.99,508622,"2021-08-23"
"1 wk ahead inc case","2021-08-28","GM","point",NA,65244,"2021-08-23"
"2 wk ahead inc case","2021-09-04","GM","point",NA,101759,"2021-08-23"
"3 wk ahead inc case","2021-09-11","GM","point",NA,147438,"2021-08-23"
"4 wk ahead inc case","2021-09-18","GM","point",NA,201975,"2021-08-23"
