"target","target_end_date","location","type","quantile","value","forecast_date"
"1 wk ahead inc death","2021-06-19","PL","quantile",0.01,259.792318109952,"2021-06-14"
"1 wk ahead inc death","2021-06-19","PL","quantile",0.025,274.457735202622,"2021-06-14"
"1 wk ahead inc death","2021-06-19","PL","quantile",0.05,287.824086370295,"2021-06-14"
"1 wk ahead inc death","2021-06-19","PL","quantile",0.1,304.157396287235,"2021-06-14"
"1 wk ahead inc death","2021-06-19","PL","quantile",0.15,315.768933198184,"2021-06-14"
"1 wk ahead inc death","2021-06-19","PL","quantile",0.2,325.354877336821,"2021-06-14"
"1 wk ahead inc death","2021-06-19","PL","quantile",0.25,333.840880466617,"2021-06-14"
"1 wk ahead inc death","2021-06-19","PL","quantile",0.3,341.674638259374,"2021-06-14"
"1 wk ahead inc death","2021-06-19","PL","quantile",0.35,349.119016575293,"2021-06-14"
"1 wk ahead inc death","2021-06-19","PL","quantile",0.4,356.352205100353,"2021-06-14"
"1 wk ahead inc death","2021-06-19","PL","quantile",0.45,363.51122920635,"2021-06-14"
"1 wk ahead inc death","2021-06-19","PL","quantile",0.5,370.715,"2021-06-14"
"1 wk ahead inc death","2021-06-19","PL","quantile",0.55,378.079577575681,"2021-06-14"
"1 wk ahead inc death","2021-06-19","PL","quantile",0.6,385.731526471226,"2021-06-14"
"1 wk ahead inc death","2021-06-19","PL","quantile",0.65,393.823596255656,"2021-06-14"
"1 wk ahead inc death","2021-06-19","PL","quantile",0.7,402.558109669698,"2021-06-14"
"1 wk ahead inc death","2021-06-19","PL","quantile",0.75,412.228460212208,"2021-06-14"
"1 wk ahead inc death","2021-06-19","PL","quantile",0.8,423.304281227466,"2021-06-14"
"1 wk ahead inc death","2021-06-19","PL","quantile",0.85,436.6369831821,"2021-06-14"
"1 wk ahead inc death","2021-06-19","PL","quantile",0.9,454.084323550477,"2021-06-14"
"1 wk ahead inc death","2021-06-19","PL","quantile",0.95,481.393914365357,"2021-06-14"
"1 wk ahead inc death","2021-06-19","PL","quantile",0.975,506.569174866725,"2021-06-14"
"1 wk ahead inc death","2021-06-19","PL","quantile",0.99,537.700304008435,"2021-06-14"
"2 wk ahead inc death","2021-06-26","PL","quantile",0.01,169.117673828703,"2021-06-14"
"2 wk ahead inc death","2021-06-26","PL","quantile",0.025,184.672183476011,"2021-06-14"
"2 wk ahead inc death","2021-06-26","PL","quantile",0.05,199.34636802002,"2021-06-14"
"2 wk ahead inc death","2021-06-26","PL","quantile",0.1,217.916033416711,"2021-06-14"
"2 wk ahead inc death","2021-06-26","PL","quantile",0.15,231.540803108808,"2021-06-14"
"2 wk ahead inc death","2021-06-26","PL","quantile",0.2,243.051965877304,"2021-06-14"
"2 wk ahead inc death","2021-06-26","PL","quantile",0.25,253.439783840366,"2021-06-14"
"2 wk ahead inc death","2021-06-26","PL","quantile",0.3,263.193024748711,"2021-06-14"
"2 wk ahead inc death","2021-06-26","PL","quantile",0.35,272.606596710401,"2021-06-14"
"2 wk ahead inc death","2021-06-26","PL","quantile",0.4,281.888014782632,"2021-06-14"
"2 wk ahead inc death","2021-06-26","PL","quantile",0.45,291.204669845408,"2021-06-14"
