"target","target_end_date","location","type","quantile","value","forecast_date"
"1 wk ahead inc death","2021-05-08","GM","quantile",0.01,1243.84385574118,"2021-05-03"
"1 wk ahead inc death","2021-05-08","GM","quantile",0.025,1285.88403704448,"2021-05-03"
"1 wk ahead inc death","2021-05-08","GM","quantile",0.05,1323.46703223114,"2021-05-03"
"1 wk ahead inc death","2021-05-08","GM","quantile",0.1,1368.50987529391,"2021-05-03"
"1 wk ahead inc death","2021-05-08","GM","quantile",0.15,1399.97807610921,"2021-05-03"
"1 wk ahead inc death","2021-05-08","GM","quantile",0.2,1425.62934912459,"2021-05-03"
"1 wk ahead inc death","2021-05-08","GM","quantile",0.25,1448.10058024318,"2021-05-03"
"1 wk ahead inc death","2021-05-08","GM","quantile",0.3,1468.65441317247,"2021-05-03"
"1 wk ahead inc death","2021-05-08","GM","quantile",0.35,1488.02281506055,"2021-05-03"
"1 wk ahead inc death","2021-05-08","GM","quantile",0.4,1506.69341774604,"2021-05-03"
"1 wk ahead inc death","2021-05-08","GM","quantile",0.45,1525.03270098895,"2021-05-03"
"1 wk ahead inc death","2021-05-08","GM","quantile",0.5,1543.35,"2021-05-03"
"1 wk ahead inc death","2021-05-08","GM","quantile",0.55,1561.93836651274,"2021-05-03"
"1 wk ahead inc death","2021-05-08","GM","quantile",0.6,1581.10846983986,"2021-05-03"
"1 wk ahead inc death","2021-05-08","GM","quantile",0.65,1601.22638663639,"2021-05-03"
"1 wk ahead inc death","2021-05-08","GM","quantile",0.7,1622.76804671702,"2021-05-03"
"1 wk ahead inc death","2021-05-08","GM","quantile",0.75,1646.41406762441,"2021-05-03"
"1 wk ahead inc death","2021-05-08","GM","quantile",0.8,1673.24249324303,"2021-05-03"
"1 wk ahead inc death","2021-05-08","GM","quantile",0.85,1705.19090275405,"2021-05-03"
"1 wk ahead inc death","2021-05-08","GM","quantile",0.9,1746.4519693338,"2021-05-03"
"1 wk ahead inc death","2021-05-08","GM","quantile",0.95,1809.86365200106,"2021-05-03"
"1 wk ahead inc death","2021-05-08","GM","quantile",0.975,1867.13670662119,"2021-05-03"
"1 wk ahead inc death","2021-05-08","GM","quantile",0.99,1936.50871678239,"2021-05-03"
"2 wk ahead inc death","2021-05-15","GM","quantile",0.01,1061.16812168322,"2021-05-03"
"2 wk ahead inc death","2021-05-15","GM","quantile",0.025,1116.19331473292,"2021-05-03"
"2 wk ahead inc death","2021-05-15","GM","quantile",0.05,1166.01869326387,"2021-05-03"
"2 wk ahead inc death","2021-05-15","GM","quantile",0.1,1226.50177420995,"2021-05-03"
"2 wk ahead inc death","2021-05-15","GM","quantile",0.15,1269.24213314058,"2021-05-03"
"2 wk ahead inc death","2021-05-15","GM","quantile",0.2,1304.37114703453,"2021-05-03"
"2 wk ahead inc death","2021-05-15","GM","quantile",0.25,1335.35532235587,"2021-05-03"
