"target","target_end_date","location","type","quantile","value","forecast_date"
"1 wk ahead inc case","2021-07-17","PL","quantile",0.01,346,"2021-07-12"
"1 wk ahead inc case","2021-07-17","PL","quantile",0.025,379,"2021-07-12"
"1 wk ahead inc case","2021-07-17","PL","quantile",0.05,410,"2021-07-12"
"1 wk ahead inc case","2021-07-17","PL","quantile",0.1,451,"2021-07-12"
"1 wk ahead inc case","2021-07-17","PL","quantile",0.15,482,"2021-07-12"
"1 wk ahead inc case","2021-07-17","PL","quantile",0.2,508,"2021-07-12"
"1 wk ahead inc case","2021-07-17","PL","quantile",0.25,532,"2021-07-12"
"1 wk ahead inc case","2021-07-17","PL","quantile",0.3,555,"2021-07-12"
"1 wk ahead inc case","2021-07-17","PL","quantile",0.35,578,"2021-07-12"
"1 wk ahead inc case","2021-07-17","PL","quantile",0.4,601,"2021-07-12"
"1 wk ahead inc case","2021-07-17","PL","quantile",0.45,623,"2021-07-12"
"1 wk ahead inc case","2021-07-17","PL","quantile",0.5,647,"2021-07-12"
"1 wk ahead inc case","2021-07-17","PL","quantile",0.55,672,"2021-07-12"
"1 wk ahead inc case","2021-07-17","PL","quantile",0.6,698,"2021-07-12"
"1 wk ahead inc case","2021-07-17","PL","quantile",0.65,727,"2021-07-12"
"1 wk ahead inc case","2021-07-17","PL","quantile",0.7,759,"2021-07-12"
"1 wk ahead inc case","2021-07-17","PL","quantile",0.75,795,"2021-07-12"
"1 wk ahead inc case","2021-07-17","PL","quantile",0.8,838,"2021-07-12"
"1 wk ahead inc case","2021-07-17","PL","quantile",0.85,892,"2021-07-12"
"1 wk ahead inc case","2021-07-17","PL","quantile",0.9,966,"2021-07-12"
"1 wk ahead inc case","2021-07-17","PL","quantile",0.95,1089,"2021-07-12"
"1 wk ahead inc case","2021-07-17","PL","quantile",0.975,1212,"2021-07-12"
"1 wk ahead inc case","2021-07-17","PL","quantile",0.99,1374,"2021-07-12"
"2 wk ahead inc case","2021-07-24","PL","quantile",0.01,600,"2021-07-12"
"2 wk ahead inc case","2021-07-24","PL","quantile",0.025,703,"2021-07-12"
"2 wk ahead inc case","2021-07-24","PL","quantile",0.05,807,"2021-07-12"
"2 wk ahead inc case","2021-07-24","PL","quantile",0.1,947,"2021-07-12"
"2 wk ahead inc case","2021-07-24","PL","quantile",0.15,1057,"2021-07-12"
"2 wk ahead inc case","2021-07-24","PL","quantile",0.2,1154,"2021-07-12"
"2 wk ahead inc case","2021-07-24","PL","quantile",0.25,1245,"2021-07-12"
"2 wk ahead inc case","2021-07-24","PL","quantile",0.3,1333,"2021-07-12"
"2 wk ahead inc case","2021-07-24","PL","quantile",0.35,1421,"2021-07-12"
"2 wk ahead inc case","2021-07-24","PL","quantile",0.4,1509,"2021-07-12"
"2 wk ahead inc case","2021-07-24","PL","quantile",0.45,1601,"2021-07-12"
"2 wk ahead inc case","2021-07-24","PL","quantile",0.5,1697,"2021-07-12"
"2 wk ahead inc case","2021-07-24","PL","quantile",0.55,1798,"2021-07-12"
"2 wk ahead inc case","2021-07-24","PL","quantile",0.6,1908,"2021-07-12"
"2 wk ahead inc case","2021-07-24","PL","quantile",0.65,2029,"2021-07-12"
"2 wk ahead inc case","2021-07-24","PL","quantile",0.7,2166,"2021-07-12"
