target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead inc case,2022-02-21,2022-02-26,GM01,quantile,0.01,145671.6
1 wk ahead inc case,2022-02-21,2022-02-26,GM01,quantile,0.025,152074.1
1 wk ahead inc case,2022-02-21,2022-02-26,GM01,quantile,0.05,170964.4
1 wk ahead inc case,2022-02-21,2022-02-26,GM01,quantile,0.1,174710.5
1 wk ahead inc case,2022-02-21,2022-02-26,GM01,quantile,0.15,185245.1
1 wk ahead inc case,2022-02-21,2022-02-26,GM01,quantile,0.2,190421.8
1 wk ahead inc case,2022-02-21,2022-02-26,GM01,quantile,0.25,194735.6
1 wk ahead inc case,2022-02-21,2022-02-26,GM01,quantile,0.3,197833.2
1 wk ahead inc case,2022-02-21,2022-02-26,GM01,quantile,0.35,199441.6
1 wk ahead inc case,2022-02-21,2022-02-26,GM01,quantile,0.4,202803.5
1 wk ahead inc case,2022-02-21,2022-02-26,GM01,quantile,0.45,206139.1
1 wk ahead inc case,2022-02-21,2022-02-26,GM01,quantile,0.5,210307.4
1 wk ahead inc case,2022-02-21,2022-02-26,GM01,quantile,0.55,213952.2
1 wk ahead inc case,2022-02-21,2022-02-26,GM01,quantile,0.6,215504.4
1 wk ahead inc case,2022-02-21,2022-02-26,GM01,quantile,0.65,218315.2
1 wk ahead inc case,2022-02-21,2022-02-26,GM01,quantile,0.7,220742.6
1 wk ahead inc case,2022-02-21,2022-02-26,GM01,quantile,0.75,224323.8
1 wk ahead inc case,2022-02-21,2022-02-26,GM01,quantile,0.8,227203.8
1 wk ahead inc case,2022-02-21,2022-02-26,GM01,quantile,0.85,230869.8
1 wk ahead inc case,2022-02-21,2022-02-26,GM01,quantile,0.9,236738.8
1 wk ahead inc case,2022-02-21,2022-02-26,GM01,quantile,0.95,242720.5
1 wk ahead inc case,2022-02-21,2022-02-26,GM01,quantile,0.975,247417.3
1 wk ahead inc case,2022-02-21,2022-02-26,GM01,quantile,0.99,261574.1
1 wk ahead inc case,2022-02-21,2022-02-26,GM02,quantile,0.01,191209.3
1 wk ahead inc case,2022-02-21,2022-02-26,GM02,quantile,0.025,198704.1
1 wk ahead inc case,2022-02-21,2022-02-26,GM02,quantile,0.05,220931.2
1 wk ahead inc case,2022-02-21,2022-02-26,GM02,quantile,0.1,225323.0
1 wk ahead inc case,2022-02-21,2022-02-26,GM02,quantile,0.15,237812.2
1 wk ahead inc case,2022-02-21,2022-02-26,GM02,quantile,0.2,244034.5
1 wk ahead inc case,2022-02-21,2022-02-26,GM02,quantile,0.25,249326.4
1 wk ahead inc case,2022-02-21,2022-02-26,GM02,quantile,0.3,252917.3
1 wk ahead inc case,2022-02-21,2022-02-26,GM02,quantile,0.35,254708.0
1 wk ahead inc case,2022-02-21,2022-02-26,GM02,quantile,0.4,258758.9
1 wk ahead inc case,2022-02-21,2022-02-26,GM02,quantile,0.45,262753.3
1 wk ahead inc case,2022-02-21,2022-02-26,GM02,quantile,0.5,267700.4
1 wk ahead inc case,2022-02-21,2022-02-26,GM02,quantile,0.55,271993.2
1 wk ahead inc case,2022-02-21,2022-02-26,GM02,quantile,0.6,273741.0
1 wk ahead inc case,2022-02-21,2022-02-26,GM02,quantile,0.65,277031.0
1 wk ahead inc case,2022-02-21,2022-02-26,GM02,quantile,0.7,280047.0
1 wk ahead inc case,2022-02-21,2022-02-26,GM02,quantile,0.75,284336.4
1 wk ahead inc case,2022-02-21,2022-02-26,GM02,quantile,0.8,287709.2
1 wk ahead inc case,2022-02-21,2022-02-26,GM02,quantile,0.85,291956.6
1 wk ahead inc case,2022-02-21,2022-02-26,GM02,quantile,0.9,299110.4
1 wk ahead inc case,2022-02-21,2022-02-26,GM02,quantile,0.95,306091.9
1 wk ahead inc case,2022-02-21,2022-02-26,GM02,quantile,0.975,311630.9
1 wk ahead inc case,2022-02-21,2022-02-26,GM02,quantile,0.99,328338.8
1 wk ahead inc case,2022-02-21,2022-02-26,GM03,quantile,0.01,3261.5
1 wk ahead inc case,2022-02-21,2022-02-26,GM03,quantile,0.025,3678.4
1 wk ahead inc case,2022-02-21,2022-02-26,GM03,quantile,0.05,4782.6
1 wk ahead inc case,2022-02-21,2022-02-26,GM03,quantile,0.1,5017.5
1 wk ahead inc case,2022-02-21,2022-02-26,GM03,quantile,0.15,5632.2
1 wk ahead inc case,2022-02-21,2022-02-26,GM03,quantile,0.2,5905.3
1 wk ahead inc case,2022-02-21,2022-02-26,GM03,quantile,0.25,6139.2
1 wk ahead inc case,2022-02-21,2022-02-26,GM03,quantile,0.3,6341.5
1 wk ahead inc case,2022-02-21,2022-02-26,GM03,quantile,0.35,6456.2
1 wk ahead inc case,2022-02-21,2022-02-26,GM03,quantile,0.4,6646.2
1 wk ahead inc case,2022-02-21,2022-02-26,GM03,quantile,0.45,6856.4
